<doc id="edoc_wd_1768-02-27" attrs="word" year="1768" month="02" day="27" corpus="1">
<head id="hl1">
Londen	w35
sich	w1884
in	w1885
der	w1886
Verwaltung	w1887
seines	w1888
Amts	w1889
unvermüdet	w1890
bewiesen	w1891
<g/>
;
indem	w1893
er	w1894
an	w1895
einem	w1896
einzigen	w1897
Tage	w1898
186	w1899
<g/>
.
Verbrecher	w1901
verhö=ret	w1902
<g/>
=
hat	w1904
<g/>
.
Gestern	w1906
ist	w1907
er	w1908
von	w1909
6	w1910
<g/>
.
Uhr	w1912
frühe	w1913
bis	w1914
11	w1915
<g/>
.
Uhr	w1917
Abends	w1918
beschäftiget	w1919
gewesen	w1920
<g/>
,
viele	w1922
andere	w1923
abzuhören	w1924
<g/>
;
und	w1926
er	w1927
hat	w1928
ein	w1929
Schreiben	w1930
ausfündig	w1931
gemacht	w1932
<g/>
,
welches	w1934
den	w1935
2	w1936
<g/>
.
Julii	w1938
von	w1939
dem	w1940
Gouverneur	w1941
des	w1942
Ortes	w1943
St	w1944
<g/>
.
Nicolas	w1946
an	w1947
die	w1948
Bergbewohner	w1949
geschrie=ben	w1950
<g/>
=
worden	w1952
ist	w1953
und	w1954
worin	w1955
derselbe	w1956
sagt	w1957
<g/>
;
<g/>
„
Daß	w1960
er	w1961
und	w1962
alle	w1963
seine	w1964
Untergebene	w1965
bereit	w1966
<g/>
„
wären	w1968
den	w1969
letzten	w1970
Blutstropfen	w1971
für	w1972
das	w1973
<g/>
„
neue	w1975
Gesetz	w1976
aufzuopfern	w1977
<g/>
,
und	w1979
alle	w1980
Gachupins	w1981
<g/>
„
<g/>
(
so	w1984
nennen	w1985
sie	w1986
alle	w1987
Weiße	w1988
<g/>
)
auszurotten	w1990
<g/>
.
<g/>
„
Es	w1993
ist	w1994
zu	w1995
glauben	w1996
<g/>
,
daß	w1998
diese	w1999
verfluchte	w2000
Zu=sammenverbindung	w2001
<g/>
=
sich	w2003
bis	w2004
nach	w2005
der	w2006
Gegend	w2007
von	w2008
Mexico	w2009
erstreckte	w2010
<g/>
.
Gewisheit	w2012
hat	w2013
man	w2014
davon	w2015
noch	w2016
nicht	w2017
<g/>
;
doch	w2019
sind	w2020
einige	w2021
Anzeigen	w2022
vorhanden	w2023
<g/>
.
Man	w2025
betrachtet	w2026
die	w2027
Entdeckung	w2028
dieser	w2029
allgemeinen	w2030
Zusammenverschwörung	w2031
<g/>
:
als	w2033
ein	w2034
sichtbares	w2035
Merkzeichen	w2036
der	w2037
göttlichen	w2038
Beschirmung	w2039
<g/>
,
welche	w2041
uns	w2042
den	w2043
Besitz	w2044
dieser	w2045
reichen	w2046
Gegend	w2047
ohne	w2048
andere	w2049
Kosten	w2050
<g/>
,
als	w2052
die	w2053
Bestrafung	w2054
<g/>
,
welche	w2056
die	w2057
Schuldigen	w2058
so	w2059
wohl	w2060
verdienet	w2061
haben	w2062
<g/>
,
hat	w2064
versichern	w2065
wollen	w2066
<g/>
.
Ge=stern	w2068
<g/>
=
hat	w2070
man	w2071
3	w2072
<g/>
.
von	w2074
diesen	w2075
Verbrechern	w2076
auf=geknüpft	w2077
<g/>
=
<g/>
,
unter	w2080
welchen	w2081
der	w2082
sogenannte	w2083
Groß=herr	w2084
<g/>
=
von	w2086
Loz	w2087
Pozes	w2088
war	w2089
<g/>
.
Uebermorgen	w2091
wird	w2092
man	w2093
die	w2094
Verbrecher	w2095
von	w2096
St	w2097
<g/>
.
Nicolas	w2099
hinrichten	w2100
<g/>
.
Don	w2102
Patrice	w2103
Savage	w2104
<g/>
,
Capita=in	w2106
<g/>
=
des	w2108
Amerkanischen	w2109
Regiments	w2110
<g/>
,
welcher	w2112
</p>
<p id="p23">
nach	w2113
dem	w2114
Orte	w2115
Venado	w2116
ist	w2117
abgeschickt	w2118
wor=den	w2119
<g/>
=
<g/>
,
hat	w2122
daselbst	w2123
250	w2124
<g/>
.
Schuldige	w2126
fest	w2127
genom=imen	w2128
<g/>
=
<g/>
,
in	w2131
deren	w2132
Zahl	w2133
der	w2134
König	w2135
Don	w2136
Esteban	w2137
ist	w2138
<g/>
,
dessen	w2140
Kopf	w2141
bald	w2142
in	w2143
einem	w2144
eisernen	w2145
auf	w2146
einer	w2147
Säule	w2148
zu	w2149
setzenden	w2150
Käfige	w2151
zu	w2152
sehen	w2153
seyn	w2154
wird	w2155
<g/>
.
</p>
<p id="p24">
Ungeachtet	w2157
der	w2158
scharfen	w2159
Justitz	w2160
<g/>
,
welche	w2162
ge=galten	w2163
<g/>
=
wird	w2165
<g/>
,
hegen	w2167
die	w2168
Jndianer	w2169
eine	w2170
ziemli=che	w2171
<g/>
=
Liebe	w2173
für	w2174
Don	w2175
Joseph	w2176
von	w2177
Galbes	w2178
<g/>
.
Gestern	w2180
hat	w2181
derselbe	w2182
eine	w2183
Seelmesse	w2184
für	w2185
die	w2186
Ruhe	w2187
aller	w2188
Hingerichteten	w2189
halten	w2190
<g/>
,
und	w2192
an	w2193
deren	w2194
Wittwen	w2195
ansehnliche	w2196
Allmosen	w2197
austhei=len	w2198
<g/>
=
lassen	w2200
<g/>
;
so	w2202
<g/>
,
daß	w2204
er	w2205
<g/>
,
da	w2207
er	w2208
die	w2209
Schärfe	w2210
<g/>
,
Gnade	w2212
und	w2213
Liebe	w2214
in	w2215
seinen	w2216
Handlungen	w2217
mit	w2218
einander	w2219
verbindet	w2220
<g/>
,
sich	w2222
die	w2223
allgemeine	w2224
Ach=tung	w2225
<g/>
=
erworben	w2227
hat	w2228
<g/>
,
selbst	w2230
der	w2231
Verbrecher	w2232
<g/>
,
die	w2234
bisher	w2235
bey	w2236
ihren	w2237
Tode	w2238
Merkmale	w2239
wahrer	w2240
Christen	w2241
und	w2242
einer	w2243
sehr	w2244
aufrichtigen	w2245
Reue	w2246
an	w2247
den	w2248
Tag	w2249
gelegt	w2250
haben	w2251
<g/>
.
</p>
<p id="p25">
Es	w2253
sind	w2254
itzo	w2255
22	w2256
<g/>
.
Reitercompagnien	w2258
Millitz	w2259
<g/>
,
die	w2261
im	w2262
Lande	w2263
gehoben	w2264
worden	w2265
<g/>
,
in	w2267
den	w2268
umliegenden	w2269
Gegenden	w2270
dieser	w2271
Stadt	w2272
<g/>
,
in	w2274
wel=cher	w2275
<g/>
=
wir	w2277
5	w2278
<g/>
.
Jnfanteriecompagnien	w2280
haben	w2281
<g/>
.
</p>
<head id="hl5">
Aus	w2283
einem	w2284
andern	w2285
Schreiben	w2286
von	w2287
dor=ten	w2288
<g/>
=
den	w2290
22	w2291
<g/>
.
Augustm	w2293
<g/>
.
</head>
<p id="p26">
Vorgestern	w2295
sind	w2296
von	w2297
hier	w2298
110	w2299
<g/>
.
Missethä=ter	w2301
<g/>
=
abgeführet	w2303
worden	w2304
die	w2305
nach	w2306
Verakrux	w2307
gebracht	w2308
werden	w2309
sollen	w2310
<g/>
;
und	w2312
mehrere	w2313
andere	w2314
werden	w2315
ihnen	w2316
bald	w2317
folgen	w2318
<g/>
.
Alle	w2320
diese	w2321
Un=glückselige	w2322
<g/>
=
verdieneten	w2324
<g/>
,
ihres	w2326
Verraths	w2327
hal=ber	w2328
<g/>
=
<g/>
,
am	w2331
Leben	w2332
gestraffet	w2333
zu	w2334
werden	w2335
<g/>
.
Allein	w2337
der	w2338
Hr	w2339
<g/>
.
Visiteur	w2341
hat	w2342
ihnen	w2343
das	w2344
Leben	w2345
ge=schenkt	w2346
<g/>
=
<g/>
,
und	w2349
sich	w2350
damit	w2351
begnügt	w2352
<g/>
,
sie	w2354
zur	w2355
Fe=stungsarbeit	w2356
<g/>
=
zu	w2358
verurtheilen	w2359
<g/>
.
</p>
<p id="p27">
Gestern	w2361
sind	w2362
von	w2363
den	w2364
Missethätern	w2365
von	w2366
St	w2367
<g/>
.
Nicolas	w2369
11	w2370
<g/>
.
aufgehencket	w2372
worden	w2373
<g/>
,
un=ter	w2375
<g/>
=
welchen	w2377
ihr	w2378
Gouverneur	w2379
war	w2380
<g/>
.
Dieser	w2382
letztere	w2383
ist	w2384
<g/>
,
bevor	w2386
er	w2387
starb	w2388
<g/>
,
mit	w2390
4	w2391
<g/>
.
Pferden	w2393
auseinander	w2394
gerissen	w2395
worden	w2396
<g/>
;
und	w2398
allen	w2399
hat	w2400
man	w2401
die	w2402
Köpfe	w2403
und	w2404
Hände	w2405
abgehauen	w2406
<g/>
,
die	w2408
an	w2409
besagtem	w2410
Ort	w2411
öffentlich	w2412
sollen	w2413
ausgesetzet	w2414
werden	w2415
<g/>
.
Die	w2417
Häuser	w2418
der	w2419
meisten	w2420
wird	w2421
man	w2422
schleifen	w2423
und	w2424
die	w2425
wüsten	w2426
Stellen	w2427
derselben	w2428
werden	w2429
mit	w2430
Salz	w2431
bestreuet	w2432
werden	w2433
<g/>
.
</p>
<p id="p28">
Des	w2435
Nachmitags	w2436
sind	w2437
ungefähr	w2438
150	w2439
<g/>
.
Verbrecher	w2441
von	w2442
Venado	w2443
angekommen	w2444
<g/>
,
unter	w2446
andern	w2447
ihr	w2448
König	w2449
<g/>
,
Don	w2451
Estevan	w2452
<g/>
.
Es	w2454
ist	w2455
dieser	w2456
ein	w2457
scheußlicher	w2458
Jndianer	w2459
<g/>
,
der	w2461
einem	w2462
Hexenmeister	w2463
nicht	w2464
unähnlich	w2465
sieht	w2466
<g/>
.
</p>
<p id="p29">
Das	w2469
gestern	w2470
vollzogene	w2471
Urtheil	w2472
ist	w2473
sehr	w2474
schrecklich	w2475
gewesen	w2476
<g/>
,
und	w2478
die	w2479
<g/>
,
welche	w2481
noch	w2482
fol=gen	w2483
<g/>
=
<g/>
,
werden	w2486
es	w2487
nicht	w2488
weniger	w2489
seyn	w2490
<g/>
.
</p>
<p id="p30">
Es	w2492
sitzen	w2493
in	w2494
den	w2495
Gefängnissen	w2496
noch	w2497
über	w2498
600	w2499
<g/>
.
Mitschuldige	w2501
<g/>
.
Jhr	w2503
Proceß	w2504
ist	w2505
aber	w2506
bald	w2507
zu	w2508
Ende	w2509
<g/>
,
so	w2511
<g/>
,
daß	w2513
wir	w2514
innerhalb	w2515
14	w2516
<g/>
.
Tagen	w2518
ihrer	w2519
los	w2520
seyn	w2521
werden	w2522
<g/>
.
<g/>
„
</p>
<head id="hl6">
Paris	w2525
den	w2526
1	w2527
<g/>
.
Hornung	w2529
<g/>
.
</head>
<p id="p31">
Das	w2531
Spanische	w2532
Amerika	w2533
hat	w2534
eine	w2535
harte	w2536
Erschütterung	w2537
erfahren	w2538
<g/>
,
die	w2540
aber	w2541
<g/>
,
vermöge	w2543
der	w2544
Wachsamkeit	w2545
der	w2546
hohen	w2547
Beamten	w2548
<g/>
,
keine	w2550
andere	w2551
Folgen	w2552
gehabt	w2553
<g/>
,
als	w2555
das	w2556
sie	w2557
sich	w2558
ge=nöthiget	w2559
<g/>
=
gesehen	w2561
haben	w2562
<g/>
,
ein	w2564
großes	w2565
Beyspiel	w2566
der	w2567
Strenge	w2568
zu	w2569
geben	w2570
<g/>
,
das	w2572
tüchtig	w2573
seyn	w2574
wird	w2575
<g/>
,
dasselbe	w2577
auf	w2578
immer	w2579
in	w2580
der	w2581
schuldigen	w2582
Unter=würfigkeit	w2583
<g/>
=
zu	w2585
erhalten	w2586
<g/>
.
Die	w2588
Eingebornen	w2589
eines	w2590
grossen	w2591
Theils	w2592
des	w2593
gedachten	w2594
Landes	w2595
<g/>
,
welche	w2597
<g/>
,
wie	w2599
ihre	w2600
Vorfahren	w2601
<g/>
,
mehr	w2603
von	w2604
der	w2605
Freyheit	w2606
<g/>
,
als	w2608
vom	w2609
Golde	w2610
halten	w2611
<g/>
,
welches	w2613
letztere	w2614
ihnen	w2615
die	w2616
Natur	w2617
nur	w2618
zum	w2619
Verluste	w2620
der	w2621
ersteren	w2622
gegeben	w2623
hatte	w2624
<g/>
,
haben	w2626
Versuche	w2627
gemacht	w2628
<g/>
,
sich	w2630
der	w2631
Spanischen	w2632
Botmäßigkeit	w2633
zu	w2634
entziehen	w2635
<g/>
;
aber	w2637
ihre	w2638
Bemühungen	w2639
sind	w2640
vereitelt	w2641
worden	w2642
<g/>
.
Die	w2644
Nachrichten	w2645
von	w2646
die=sem	w2647
<g/>
=
Vorfall	w2649
<g/>
,
und	w2651
von	w2652
den	w2653
darauf	w2654
erfolgten	w2655
blutigen	w2656
Executionen	w2657
<g/>
,
entwickeln	w2659
zwar	w2660
die	w2661
nächsten	w2662
Ursachen	w2663
dieser	w2664
grossen	w2665
Meuterey	w2666
<g/>
,
und	w2668
die	w2669
glücklichen	w2670
Umstände	w2671
<g/>
,
welche	w2673
zur	w2674
Ent=deckung	w2675
<g/>
=
beförderlich	w2677
gewesen	w2678
sind	w2679
<g/>
,
noch	w2681
nicht	w2682
<g/>
,
haben	w2684
aber	w2685
sonst	w2686
alle	w2687
Merkzeichen	w2688
der	w2689
Un=trüglichkeit	w2690
<g/>
=
<g/>
.
</p>
<head id="hl7">
Trier	w2693
den	w2694
11	w2695
<g/>
.
Hornung	w2697
<g/>
.
</head>
<p id="p32">
Vorgestern	w2699
hielten	w2700
des	w2701
kaiserl	w2702
<g/>
.
Hrn	w2704
<g/>
.
Com=missarii	w2706
<g/>
=
<g/>
,
Grafen	w2709
von	w2710
Neipperg	w2711
Excellenz	w2712
Jhre	w2713
feyerliche	w2714
Auffahrt	w2715
in	w2716
das	w2717
hiesige	w2718
Dom=kapitul	w2719
<g/>
=
<g/>
,
wo	w2722
Sie	w2723
dem	w2724
versammelten	w2725
Hoch=würd	w2726
<g/>
=
<g/>
.
Domkapitul	w2729
die	w2730
gewöhnliche	w2731
Proposi=tion	w2732
<g/>
=
<g/>
,
im	w2735
Namen	w2736
Sr	w2737
<g/>
.
kaiserl	w2739
<g/>
.
Majest	w2741
<g/>
.
vor=legeten	w2743
<g/>
=
<g/>
.
Gestern	w2746
<g/>
,
nach	w2748
geendigtem	w2749
Hoch=amte	w2750
<g/>
=
vom	w2752
Heil	w2753
<g/>
.
Geiste	w2755
<g/>
.
welches	w2757
der	w2758
hiesige	w2759
Hr	w2760
<g/>
.
Weihbischof	w2762
begangen	w2763
hat	w2764
<g/>
,
wurde	w2766
zur	w2767
Wahl	w2768
eines	w2769
neuen	w2770
Erzbischofs	w2771
und	w2772
Churfür=stens	w2773
<g/>
=
geschritten	w2775
<g/>
,
welche	w2777
auf	w2778
die	w2779
Durchl	w2780
<g/>
.
Per=son	w2782
<g/>
=
des	w2784
königl	w2785
<g/>
.
Pohlnischen	w2787
und	w2788
Chursächsi=schen	w2789
<g/>
=
Prinzens	w2791
<g/>
,
Clemens	w2793
Wenceslaus	w2794
<g/>
,
Bi=schofs	w2796
<g/>
=
zu	w2798
Freysingen	w2799
und	w2800
Regenspurg	w2801
<g/>
,
auch	w2803
Coadjutors	w2804
zu	w2805
Augspurg	w2806
<g/>
,
dessen	w2808
theuerster	w2809
Name	w2810
<g/>
,
aus	w2812
dem	w2813
Rufe	w2814
seiner	w2815
Gerechtigkeits=liebe	w2816
<g/>
=
und	w2818
übriger	w2819
wahren	w2820
Fürstl	w2821
<g/>
.
Tugenden	w2823
<g/>
,
unseren	w2825
fühlbaren	w2826
Herzen	w2827
wirklich	w2828
eingedrüeingedrücket	w2829
<g/>
=
</p>
<p id="p33">
cket	w2831
war	w2832
<g/>
,
mittels	w2834
Einmüthigkeit	w2835
aller	w2836
Sum=men	w2837
<g/>
=
<g/>
,
ausgefallen	w2840
ist	w2841
<g/>
.
</p>
<p id="p34">
Mittags	w2843
war	w2844
grosse	w2845
Tafel	w2846
bey	w2847
dem	w2848
vorge=nannten	w2849
<g/>
=
Hrn	w2851
<g/>
.
kaiserl	w2853
<g/>
.
Commissario	w2855
<g/>
;
Abends	w2857
aber	w2858
Soupe	w2859
auf	w2860
dem	w2861
Rathhause	w2862
<g/>
,
und	w2864
Ball	w2865
wobey	w2866
sich	w2867
nebst	w2868
demselben	w2869
der	w2870
sämtliche	w2871
hohe	w2872
Adel	w2873
<g/>
,
auch	w2875
alle	w2876
Dicasteria	w2877
und	w2878
der	w2879
löbl	w2880
<g/>
.
Stadtmagistrat	w2882
einfanden	w2883
<g/>
.
</p>
<p id="p35">
An	w2885
dem	w2886
Rathhause	w2887
auf	w2888
dem	w2889
Kornmarkte	w2890
war	w2891
eine	w2892
Ehrenpforte	w2893
errichtet	w2894
<g/>
,
und	w2896
über	w2897
derselben	w2898
das	w2899
Portrait	w2900
Sr	w2901
<g/>
.
königl	w2903
<g/>
.
Hoheit	w2905
<g/>
,
des	w2907
neuerwählten	w2908
Erzbischofs	w2909
und	w2910
Churfür=sten	w2911
<g/>
=
<g/>
,
aufgestellt	w2914
<g/>
.
Zur	w2916
rechten	w2917
Seite	w2918
sah	w2919
man	w2920
die	w2921
Sinnbilder	w2922
der	w2923
Gerechtigkeit	w2924
und	w2925
Liebe	w2926
<g/>
,
zur	w2928
Linken	w2929
aber	w2930
jene	w2931
des	w2932
Glaubens	w2933
und	w2934
der	w2935
Hofnung	w2936
vorgestellet	w2937
<g/>
.
Ueber	w2939
dem	w2940
Por=trait	w2941
<g/>
=
zeigte	w2943
sich	w2944
das	w2945
Churfürstl	w2946
<g/>
.
Wappen	w2948
<g/>
,
so	w2950
im	w2951
Mittelschilde	w2952
mit	w2953
dem	w2954
Chursächsischen	w2955
ausgeschmücket	w2956
war	w2957
<g/>
.
Auf	w2959
allen	w2960
Seiten	w2961
wa=ren	w2962
<g/>
=
viele	w2964
Pyramiden	w2965
mit	w2966
Lampen	w2967
besetzt	w2968
<g/>
,
und	w2970
alles	w2971
auf	w2972
das	w2973
zierlichste	w2974
eingerichtet	w2975
<g/>
.
</p>
<p id="p36">
Der	w2977
Gräfl	w2978
<g/>
.
Metternische	w2980
Hof	w2981
war	w2982
unter	w2983
anderen	w2984
mit	w2985
Wachsfackeln	w2986
auf	w2987
das	w2988
prächtigste	w2989
beleuchtet	w2990
<g/>
,
auch	w2992
das	w2993
Hotel	w2994
des	w2995
Freyherrn	w2996
von	w2997
Kesselstadt	w2998
auf	w2999
das	w3000
herrlichste	w3001
illumi=niret	w3002
<g/>
=
<g/>
.
Auf	w3005
beyden	w3006
Seiten	w3007
des	w3008
Altans	w3009
von	w3010
dem	w3011
letztern	w3012
sprangen	w3013
zwey	w3014
Fudern	w3015
Wein	w3016
für	w3017
das	w3018
Volk	w3019
<g/>
.
</p>
<p id="p37">
Kurz	w3021
<g/>
,
die	w3023
allgemeine	w3024
Freude	w3025
der	w3026
Dank=baren	w3027
<g/>
=
Unterthanen	w3029
unter	w3030
die	w3031
beglückte	w3032
Re=gierung	w3033
<g/>
=
eines	w3035
mit	w3036
so	w3037
bekannten	w3038
Fürstengaben	w3039
ausgezierten	w3040
Landesherrn	w3041
zu	w3042
kommen	w3043
<g/>
,
erklär=te	w3045
<g/>
=
sich	w3047
in	w3048
allen	w3049
Umständen	w3050
<g/>
,
und	w3052
läßt	w3053
sich	w3054
bes=ser	w3055
<g/>
=
fühlen	w3057
als	w3058
ausführlich	w3059
beschreiben	w3060
<g/>
.
</p>
<p id="p38">
Heute	w3062
<g/>
,
gegen	w3064
Abend	w3065
<g/>
,
wird	w3067
der	w3068
kaiserl	w3069
<g/>
.
Hr	w3071
<g/>
.
Commissarius	w3073
Graf	w3074
von	w3075
Neipperg	w3076
<g/>
,
von	w3078
hier	w3079
nach	w3080
Mannheim	w3081
abgehen	w3082
<g/>
.
</p>
<head id="hl8">
Dreßden	w3084
den	w3085
3	w3086
<g/>
.
Hornung	w3088
<g/>
.
</head>
<p id="p39">
Dem	w3090
Vernehmen	w3091
nach	w3092
<g/>
,
soll	w3094
künftiges	w3095
Frühjahr	w3096
bey	w3097
Ubigau	w3098
<g/>
,
zwo	w3100
Meilen	w3101
von	w3102
Tor=gau	w3103
<g/>
=
<g/>
,
ein	w3106
Lustlager	w3107
von	w3108
chursächsischen	w3109
Trup=pen	w3110
<g/>
=
aus	w3112
beyläufig	w3113
24000	w3114
<g/>
.
Mann	w3116
errichtet	w3117
werden	w3118
<g/>
.
Die	w3120
Zelter	w3121
und	w3122
Kanonen	w3123
dazu	w3124
sind	w3125
schon	w3126
in	w3127
Bereitschaft	w3128
<g/>
,
und	w3130
die	w3131
an	w3132
dieser	w3133
Zahl	w3134
noch	w3135
fehlende	w3136
Mannschaft	w3137
wird	w3138
diesen	w3139
Win=ter	w3140
<g/>
=
über	w3142
vollends	w3143
angeworben	w3144
werden	w3145
<g/>
.
Se	w3147
<g/>
.
königl	w3149
<g/>
.
Hoheit	w3151
der	w3152
Herr	w3153
Administrator	w3154
wollen	w3155
gerne	w3156
unserm	w3157
durchlauchtigsten	w3158
Chur=fürsten	w3159
<g/>
=
<g/>
,
bey	w3162
dem	w3163
künftigen	w3164
Antritte	w3165
seiner	w3166
</p>
<p id="p40">
Regierung	w3169
<g/>
,
ein	w3171
in	w3172
allen	w3173
Stücken	w3174
wieder	w3175
her=gestelltes	w3176
<g/>
=
Land	w3178
überlieferen	w3179
<g/>
.
</p>
<p id="p41">
Da	w3181
<g/>
,
vermög	w3183
der	w3184
göldenen	w3185
Bulle	w3186
<g/>
,
die	w3188
Churfürsten	w3189
des	w3190
Heil	w3191
<g/>
.
Röm	w3193
<g/>
.
Reichs	w3195
im	w3196
18	w3197
<g/>
.
Jahre	w3199
die	w3200
Majorennität	w3201
erreichen	w3202
und	w3203
zur	w3204
Regierung	w3205
kommen	w3206
<g/>
,
so	w3208
wird	w3209
dieser	w3210
beglückte	w3211
Zeitpunkt	w3212
für	w3213
hiesige	w3214
Lande	w3215
in	w3216
laufendem	w3217
Jah=re	w3218
<g/>
=
erfolgen	w3220
<g/>
,
indem	w3222
Se	w3223
<g/>
.
churfürstliche	w3225
Durch=laucht	w3226
<g/>
=
den	w3228
23	w3229
<g/>
.
Christm	w3231
<g/>
.
1750	w3233
<g/>
.
das	w3235
Licht	w3236
der	w3237
Welt	w3238
erblicket	w3239
haben	w3240
<g/>
.
</p>
<head id="hl9">
Vermischte	w3242
Neuigkeiten	w3243
<g/>
.
</head>
<p id="p42">
Nachdem	w3245
des	w3246
Herrn	w3247
Prinzens	w3248
Eugen	w3249
von	w3250
Würtemberg	w3251
Durchlaucht	w3252
Frau	w3253
Gemahlinn	w3254
wieder	w3255
in	w3256
gesegneten	w3257
Umständen	w3258
sich	w3259
befinden	w3260
<g/>
,
so	w3262
werden	w3263
nun	w3264
zu	w3265
Berlin	w3266
in	w3267
den	w3268
sämmtlichen	w3269
Kirchen	w3270
die	w3271
gewöhnlichen	w3272
Vorbitten	w3273
gemacht	w3274
<g/>
.
</p>
<p id="p43">
Unter	w3276
den	w3277
Schriften	w3278
<g/>
,
welche	w3280
bey	w3281
der	w3282
königl	w3283
<g/>
.
Akademie	w3285
zu	w3286
nurgedachtem	w3287
Berlin	w3288
wegen	w3289
der	w3290
Holzsparkunst	w3291
<g/>
,
vorgelesen	w3293
wurden	w3294
<g/>
,
war	w3296
nur	w3297
eine	w3298
<g/>
,
die	w3300
des	w3301
Preises	w3302
würdig	w3303
zu	w3304
seyn	w3305
schiene	w3306
<g/>
.
Es	w3308
ist	w3309
dieses	w3310
ein	w3311
Plan	w3312
<g/>
,
um	w3314
Oefen	w3315
zu	w3316
bauen	w3317
<g/>
,
worin=nen	w3319
<g/>
=
man	w3321
mit	w3322
Stroh	w3323
<g/>
,
mit	w3325
Hobelspännen	w3326
<g/>
,
und	w3328
Heidekraut	w3329
eine	w3330
gleiche	w3331
Hitze	w3332
unterhalten	w3333
<g/>
,
und	w3335
viele	w3336
Oefen	w3337
voll	w3338
Brodt	w3339
backen	w3340
kann	w3341
<g/>
,
ohne	w3343
von	w3344
neuem	w3345
zu	w3346
heizen	w3347
<g/>
.
</p>
<p id="p44">
Hr	w3349
<g/>
.
Carl	w3351
Phil	w3352
<g/>
.
Emanuel	w3354
Bach	w3355
<g/>
,
Kapellmeister	w3357
Jh=rer	w3358
<g/>
=
kön	w3360
<g/>
.
Hoh	w3362
<g/>
.
der	w3364
Prinzeßin	w3365
Amalia	w3366
von	w3367
Preußen	w3368
<g/>
,
hat	w3370
die	w3371
Entlassung	w3372
seiner	w3373
Dienste	w3374
erhalten	w3375
<g/>
,
und	w3377
steht	w3378
nunmehr	w3379
im	w3380
Begrif	w3381
<g/>
,
das	w3383
Amt	w3384
eines	w3385
Musikdirectors	w3386
in	w3387
Hamburg	w3388
anzutretten	w3389
<g/>
,
folglich	w3391
von	w3392
Berlin	w3393
dahin	w3394
abzureisen	w3395
<g/>
.
</p>
<p id="p45">
Während	w3397
da	w3398
die	w3399
medicinische	w3400
Facultät	w3401
zu	w3402
Paris	w3403
noch	w3404
überleget	w3405
<g/>
,
was	w3407
für	w3408
eine	w3409
Entschließung	w3410
sie	w3411
wegen	w3412
der	w3413
Einimpfung	w3414
der	w3415
Kinderblattern	w3416
nehmen	w3417
soll	w3418
<g/>
,
ist	w3420
man	w3421
fast	w3422
nicht	w3423
so	w3424
sehr	w3425
aufmerk=sam	w3426
<g/>
=
auf	w3428
diese	w3429
Entschließung	w3430
<g/>
,
als	w3432
auf	w3433
den	w3434
Erfolg	w3435
des	w3436
Projects	w3437
mit	w3438
welchen	w3439
der	w3440
Professor	w3441
Camüs	w3442
umgeht	w3443
<g/>
.
Ohne	w3445
für	w3446
oder	w3447
gegen	w3448
die	w3449
Einimpfun=gen	w3450
<g/>
=
Parthey	w3452
zu	w3453
nehmen	w3454
<g/>
,
schlägt	w3456
dieser	w3457
Gelehrte	w3458
einen	w3459
dritten	w3460
Weg	w3461
ein	w3462
<g/>
:
Er	w3464
will	w3465
<g/>
,
man	w3467
soll	w3468
die	w3469
Kinderblattern	w3470
ganz	w3471
ausrotten	w3472
<g/>
.
Da	w3474
er	w3475
sich	w3476
ver=sichert	w3477
<g/>
=
hält	w3479
<g/>
,
daß	w3481
die	w3482
Menschen	w3483
nicht	w3484
mehrere	w3485
Fähigkeit	w3486
oder	w3487
Stof	w3488
zu	w3489
dieser	w3490
Krankheit	w3491
bey	w3492
und	w3493
an	w3494
sich	w3495
haben	w3496
<g/>
,
als	w3498
zur	w3499
Krätze	w3500
<g/>
,
zur	w3502
Pest	w3503
<g/>
,
zur	w3505
Tollheit	w3506
oder	w3507
zur	w3508
Venusseuche	w3509
<g/>
,
so	w3511
glaubt	w3512
er	w3513
auch	w3514
<g/>
,
man	w3516
werde	w3517
die	w3518
Blattern	w3519
eben	w3520
sowohl	w3521
<g/>
,
als	w3523
itzt	w3524
belegte	w3525
Krankheiten	w3526
<g/>
,
durch	w3528
behörige	w3529
Für=sehungsmitteln	w3530
<g/>
=
abwenden	w3532
und	w3533
ausrotten	w3534
können	w3535
<g/>
.
</p>
<p id="p46">
Aus	w3537
Provence	w3538
schreibt	w3539
man	w3540
folgendes	w3541
<g/>
:
Wir	w3543
sind	w3544
in	w3545
wenigen	w3546
Tagen	w3547
von	w3548
der	w3549
strengsten	w3550
Kälte	w3551
zu	w3552
einem	w3553
so	w3554
angenehmen	w3555
Wetter	w3556
gelangt	w3557
<g/>
,
daß	w3559
es	w3560
fur	w3561
die	w3562
Jahrozeit	w3563
fast	w3564
zu	w3565
viel	w3566
ist	w3567
<g/>
.
Die	w3569
WinWinterkleider	w3570
<g/>
=
</p>
<p id="p47">
terkleider	w3572
sind	w3573
schon	w3574
zu	w3575
beschwerlich	w3576
<g/>
.
Die	w3578
Sonne	w3579
ist	w3580
so	w3581
heiß	w3582
<g/>
,
daß	w3584
man	w3585
sich	w3586
in	w3587
ihren	w3588
Strahlen	w3589
<g/>
,
ohne	w3591
incommodirt	w3592
zu	w3593
seyn	w3594
<g/>
,
nicht	w3596
lang	w3597
auf	w3598
halten	w3599
kann	w3600
<g/>
;
und	w3602
selbst	w3603
alsdann	w3604
<g/>
