<doc id="edoc_wd_1792-03-10" attrs="word" year="1792" month="03" day="10" corpus="1">
<head id="hl1">
Jnländische	w25
<g/>
.
im	w5902
Belveder	w5903
<g/>
,
alt	w5905
88	w5906
J	w5907
<g/>
.
in	w5909
d	w5910
<g/>
.
Bischofg	w5912
<g/>
.
N	w5914
<g/>
.
615	w5916
<g/>
.
Fr	w5918
<g/>
.
Theresia	w5920
Heim	w5921
<g/>
,
Solizitat	w5923
<g/>
.
Wit	w5925
<g/>
.
alt	w5927
60	w5928
J	w5929
<g/>
.
auf	w5931
der	w5932
Gestätten	w5933
N	w5934
<g/>
.
402	w5936
<g/>
.
Hr	w5938
<g/>
.
Expedits	w5940
Haager	w5941
<g/>
,
Mediz	w5943
<g/>
.
Canditat	w5945
<g/>
,
alt	w5947
25	w5948
J	w5949
<g/>
.
im	w5951
tiefen	w5952
Graben	w5953
N	w5954
<g/>
.
407	w5956
<g/>
.
Eine	w5958
unbekannte	w5959
Mannspers	w5960
<g/>
.
alt	w5962
b	w5963
<g/>
.
30	w5965
J	w5966
<g/>
.
ist	w5968
im	w5969
Burgersp	w5970
<g/>
.
an	w5972
Schleimschlag	w5973
tod	w5974
gefund	w5975
<g/>
.
word	w5977
<g/>
.
Hr	w5979
<g/>
.
Martin	w5981
Harpfner	w5982
<g/>
,
bg	w5984
<g/>
.
Schuhmachermeist	w5986
<g/>
.
alt	w5988
54	w5989
J	w5990
<g/>
.
im	w5992
Elend	w5993
N	w5994
<g/>
.
348	w5996
<g/>
.
Jakob	w5998
Rinberger	w5999
<g/>
,
Maurer	w6001
<g/>
,
alt	w6003
64	w6004
J	w6005
<g/>
.
nächst	w6007
Ma=riastieg	w6008
<g/>
=
<g/>
.
N	w6011
<g/>
.
400	w6013
<g/>
.
Margar	w6015
<g/>
.
Eber	w6017
<g/>
,
Dienstm	w6019
<g/>
.
alt	w6021
52	w6022
im	w6023
tief	w6024
<g/>
.
Graben	w6026
N	w6027
<g/>
.
370	w6029
<g/>
.
Abraham	w6031
Niego	w6032
<g/>
,
Jud	w6034
<g/>
,
alt	w6036
26	w6037
J	w6038
<g/>
.
nächst	w6040
d	w6041
<g/>
.
roth	w6043
<g/>
.
Thurm	w6045
N	w6046
<g/>
.
683	w6048
<g/>
.
</list>
<head id="hl13">
Vor	w6050
der	w6051
Stadt	w6052
<g/>
.
</head>
<list id="">
Fr	w6054
<g/>
.
Rosalia	w6056
Baumann	w6057
<g/>
,
herrs	w6059
<g/>
.
Kammedien	w6061
<g/>
.
Wit	w6063
<g/>
.
alt	w6065
66	w6066
J	w6067
<g/>
.
in	w6069
der	w6070
Roßau	w6071
N	w6072
<g/>
.
72	w6074
<g/>
.
Wolfg	w6076
<g/>
.
Buechner	w6078
<g/>
,
Vergoldter	w6080
<g/>
,
alt	w6082
78	w6083
J	w6084
<g/>
.
zu	w6086
Ma=riah	w6087
<g/>
=
<g/>
.
N	w6090
<g/>
.
88	w6092
<g/>
.
</list>
<list id="">
Dem	w6096
Jos	w6097
<g/>
.
Blümel	w6099
<g/>
,
Schneid	w6101
<g/>
.
s	w6103
<g/>
.
Stieff	w6105
<g/>
.
Heinrich	w6107
Eich	w6108
<g/>
,
alt	w6110
18	w6111
J	w6112
<g/>
.
zu	w6114
Mariah	w6115
<g/>
.
N	w6117
<g/>
.
96	w6119
<g/>
.
Dem	w6121
Math	w6122
<g/>
.
Streibl	w6124
<g/>
,
Wäscher	w6126
<g/>
,
s	w6128
<g/>
.
K	w6130
<g/>
.
Math	w6132
<g/>
.
alt	w6134
1	w6135
J	w6136
<g/>
.
zu	w6138
Margaret	w6139
<g/>
.
N	w6141
<g/>
.
40	w6143
<g/>
.
Andre	w6145
Stroh	w6146
<g/>
.
Bedienter	w6148
<g/>
,
alt	w6150
66	w6151
J	w6152
<g/>
.
in	w6154
der	w6155
Jo	w6156
sephst	w6157
<g/>
.
N	w6159
<g/>
.
49	w6161
<g/>
.
Dem	w6163
Math	w6164
<g/>
.
Lorcher	w6166
<g/>
,
Schuhmach	w6168
<g/>
.
s	w6170
<g/>
.
K	w6172
<g/>
.
Franzis=ka	w6174
<g/>
=
<g/>
,
alt	w6177
2	w6178
J	w6179
<g/>
.
zu	w6181
Gumpend	w6182
<g/>
.
N	w6184
68	w6185
<g/>
.
Wenzel	w6187
Steininger	w6188
<g/>
,
Gem	w6190
<g/>
.
alt	w6192
60	w6193
J	w6194
<g/>
.
im	w6196
Jnvalidh	w6197
<g/>
.
Christ	w6199
<g/>
.
Ulrich	w6201
<g/>
,
alt	w6203
46	w6204
J	w6205
<g/>
.
Laur	w6207
<g/>
.
Bauer	w6209
<g/>
,
alt	w6211
40	w6212
J	w6213
<g/>
.
Ant	w6215
<g/>
.
Kobinka	w6217
<g/>
,
alt	w6219
32	w6220
J	w6221
<g/>
.
alle	w6223
3	w6224
Gem	w6225
<g/>
.
im	w6227
Militärsp	w6228
<g/>
.
Maria	w6230
A	w6231
<g/>
.
Sulzbacher	w6233
<g/>
,
Bedient	w6235
<g/>
.
Wit	w6237
<g/>
.
alt	w6239
70	w6240
J	w6241
<g/>
.
Elis	w6243
<g/>
.
Hauser	w6245
<g/>
,
Handarbeit	w6247
<g/>
.
alt	w6249
23	w6250
J	w6251
<g/>
.
Maria	w6253
A	w6254
<g/>
.
Fraubaum	w6256
<g/>
,
Dienstm	w6258
<g/>
.
alt	w6260
23	w6261
J	w6262
<g/>
.
Ursula	w6264
Huseck	w6265
<g/>
,
Pfründl	w6267
<g/>
.
alt	w6269
75	w6270
J	w6271
<g/>
.
Hr	w6273
<g/>
.
Ambros	w6275
Kaltenbach	w6276
<g/>
,
bg	w6278
<g/>
.
Schlosserm	w6280
<g/>
.
a	w6282
<g/>
.
42	w6284
J	w6285
<g/>
.
Ferd	w6287
<g/>
.
Kronister	w6289
<g/>
,
gew	w6291
<g/>
.
Postmeist	w6293
<g/>
.
alt	w6295
50	w6296
J	w6297
<g/>
.
Mich	w6299
<g/>
.
Wießner	w6301
<g/>
,
Tagl	w6303
<g/>
.
alt	w6305
89	w6306
J	w6307
<g/>
.
Gertr	w6309
<g/>
.
Prauer	w6311
<g/>
,
Maurers	w6313
W	w6314
<g/>
.
alt	w6316
72	w6317
J	w6318
<g/>
.
alle	w6320
8	w6321
im	w6322
allg	w6323
<g/>
.
Krankenh	w6325
<g/>
.
Summa	w6327
26	w6328
<g/>
.
Personen	w6330
<g/>
,
darunter	w6332
2	w6333
<g/>
.
Kind	w6335
<g/>
.
</list>
<head id="hl14">
Den	w6337
4	w6338
<g/>
.
März	w6340
<g/>
.
Jn	w6342
der	w6343
Stadt	w6344
<g/>
.
</head>
<list id="">
Fr	w6346
<g/>
.
Oktavia	w6348
verwit	w6349
<g/>
.
Freyin	w6351
v	w6352
<g/>
.
Gudenus	w6354
<g/>
,
geb	w6356
<g/>
.
Gräfin	w6358
v	w6359
<g/>
.
Nimpsch	w6361
<g/>
,
alt	w6363
66	w6364
J	w6365
<g/>
.
in	w6367
i	w6368
<g/>
.
H	w6370
<g/>
.
nächst	w6372
d	w6373
<g/>
.
kön	w6375
<g/>
.
Burg	w6377
N	w6378
<g/>
.
3	w6380
<g/>
.
Hr	w6382
<g/>
.
Jos	w6384
<g/>
.
Ant	w6386
<g/>
.
Wolframb	w6388
<g/>
,
kön	w6390
<g/>
.
Kammerthürhüt	w6392
<g/>
.
alt	w6394
62	w6395
J	w6396
<g/>
.
im	w6398
Roßmaring	w6399
<g/>
.
N	w6401
<g/>
.
453	w6403
<g/>
.
Hr	w6405
<g/>
.
Mich	w6407
<g/>
.
Ricker	w6409
<g/>
,
bürg	w6411
<g/>
.
Goldarbeit	w6413
<g/>
.
alt	w6415
40	w6416
J	w6417
<g/>
.
im	w6419
Blutg	w6420
<g/>
.
N	w6422
<g/>
.
867	w6424
<g/>
.
Dem	w6426
Hrn	w6427
<g/>
.
Franz	w6429
Stainer	w6430
<g/>
,
bg	w6432
Erdengeschirhandl	w6433
<g/>
.
s	w6435
<g/>
.
K	w6437
<g/>
.
Maria	w6439
A	w6440
<g/>
.
alt	w6442
8	w6443
J	w6444
<g/>
.
unt	w6446
<g/>
.
Tuchlaub	w6448
<g/>
.
N	w6450
<g/>
.
578	w6452
<g/>
.
</list>
<head id="hl15">
Vor	w6454
der	w6455
Stadt	w6456
<g/>
.
</head>
<list id="">
Dem	w6458
Jos	w6459
<g/>
.
Gall	w6461
<g/>
,
Zimmermaler	w6463
<g/>
,
s	w6465
<g/>
.
K	w6467
<g/>
.
Franz	w6469
<g/>
,
alt	w6471
2	w6472
J	w6473
<g/>
.
in	w6475
der	w6476
Roßau	w6477
N	w6478
<g/>
.
124	w6480
<g/>
.
Maria	w6482
A	w6483
<g/>
.
Stramer	w6485
<g/>
,
bürg	w6487
<g/>
.
Zimmermeist	w6489
<g/>
.
T	w6491
<g/>
.
alt	w6493
22	w6494
J	w6495
<g/>
.
auf	w6497
der	w6498
Wieden	w6499
N	w6500
<g/>
.
49	w6502
<g/>
.
Hr	w6504
<g/>
.
Franz	w6506
Ant	w6507
<g/>
.
Huber	w6509
<g/>
,
bürg	w6511
<g/>
.
Goldarbeit	w6513
alt	w6514
62	w6515
J	w6516
<g/>
.
am	w6518
Rennw	w6519
<g/>
.
N	w6521
<g/>
.
26	w6523
<g/>
.
Hr	w6525
<g/>
.
Jakob	w6527
<g/>
.
Unzeit	w6529
<g/>
,
gew	w6531
<g/>
.
bürg	w6533
<g/>
.
Fleischselch	w6535
<g/>
.
alt	w6537
70	w6538
J	w6539
<g/>
.
auf	w6541
der	w6542
Windmühl	w6543
N	w6544
<g/>
.
62	w6546
<g/>
.
Maria	w6548
A	w6549
Piller	w6550
<g/>
,
kön	w6552
<g/>
.
Blachenkn	w6554
<g/>
.
Wit	w6556
<g/>
.
alt	w6558
81	w6559
J	w6560
<g/>
.
in	w6562
der	w6563
Leopoldst	w6564
<g/>
.
N	w6566
<g/>
.
151	w6568
<g/>
.
Dem	w6570
Peter	w6571
Lantenhamer	w6572
<g/>
,
Kellner	w6574
<g/>
,
s	w6576
<g/>
.
W	w6578
<g/>
.
Cath	w6580
<g/>
.
alt	w6582
29	w6583
J	w6584
<g/>
.
zu	w6586
Erdb	w6587
<g/>
.
N	w6589
<g/>
.
201	w6591
<g/>
.
Magd	w6593
<g/>
.
Rott	w6595
<g/>
,
Tischlerswit	w6597
<g/>
,
alt	w6599
71	w6600
J	w6601
<g/>
.
am	w6603
obern	w6604
Neustift	w6605
N	w6606
<g/>
.
72	w6608
<g/>
.
Dem	w6610
Jos	w6611
<g/>
.
Varvolia	w6613
<g/>
,
Seidenzeugmach	w6615
<g/>
.
s	w6617
<g/>
.
K	w6619
<g/>
.
Jos	w6621
<g/>
.
alt	w6623
1	w6624
J	w6625
<g/>
.
zu	w6627
Margar	w6628
<g/>
.
N	w6630
<g/>
.
131	w6632
<g/>
.
Dem	w6634
Franz	w6635
Dranfellner	w6636
<g/>
,
Zeugmach	w6638
<g/>
.
s	w6640
<g/>
.
K	w6642
<g/>
.
Elis	w6644
<g/>
.
alt	w6646
2	w6647
J	w6648
<g/>
.
am	w6650
ob	w6651
<g/>
.
Neustift	w6653
N	w6654
<g/>
.
68	w6656
<g/>
.
Dem	w6658
Hrn	w6659
<g/>
.
Franz	w6661
Zarzy	w6662
<g/>
,
bürg	w6664
<g/>
.
Seidenzeugmach	w6666
<g/>
.
s	w6668
<g/>
.
K	w6670
<g/>
.
Magd	w6672
<g/>
.
alt	w6674
6	w6675
J	w6676
<g/>
.
am	w6678
ob	w6679
Neustift	w6680
N	w6681
<g/>
.
85	w6683
<g/>
.
Barb	w6685
<g/>
.
Truchs	w6687
<g/>
,
alt	w6689
65	w6690
J	w6691
<g/>
.
im	w6693
Versorgh	w6694
<g/>
.
am	w6696
Alsterb	w6697
<g/>
.
Jgfr	w6699
<g/>
.
Josepha	w6701
Ruhmfeld	w6702
<g/>
,
alt	w6704
21	w6705
J	w6706
<g/>
.
b	w6708
<g/>
.
Elisabet	w6710
<g/>
.
</list>
<list id="">
Joh	w6712
<g/>
.
Zislok	w6714
<g/>
,
alt	w6716
30	w6717
J	w6718
<g/>
.
Joh	w6720
<g/>
.
Sortschäck	w6722
<g/>
,
alt	w6724
21	w6725
J	w6726
<g/>
.
Jurko	w6728
<g/>
,
Ollitscheck	w6730
<g/>
,
alt	w6732
40	w6733
J	w6734
<g/>
.
alle	w6736
3	w6737
Gem	w6738
<g/>
.
Andre	w6740
Liebling	w6741
<g/>
,
chyrurgis	w6743
<g/>
.
Praktik	w6745
<g/>
.
alt	w6747
34	w6748
J	w6749
<g/>
.
alle	w6751
4	w6752
im	w6753
Militärsp	w6754
<g/>
.
Felix	w6756
Hartl	w6757
<g/>
.
<g/>
,
Hausmeist	w6760
<g/>
.
alt	w6762
80	w6763
J	w6764
<g/>
.
Joh	w6766
<g/>
.
Weber	w6768
<g/>
,
Tagl	w6770
<g/>
.
alt	w6772
62	w6773
J	w6774
<g/>
.
Jos	w6776
<g/>
.
Zipfelmayer	w6778
<g/>
,
Bauer	w6780
<g/>
,
alt	w6782
82	w6783
J	w6784
<g/>
.
Franziska	w6786
Albert	w6787
<g/>
,
Dienstm	w6789
<g/>
.
alt	w6791
27	w6792
J	w6793
<g/>
.
Elis	w6795
<g/>
.
Steinmetz	w6797
<g/>
,
Handarbeit	w6799
<g/>
.
alt	w6801
40	w6802
J	w6803
<g/>
.
Simon	w6805
Hiermann	w6806
<g/>
,
Tagl	w6808
alt	w6809
61	w6810
J	w6811
<g/>
.
Rudolph	w6813
Schmid	w6814
<g/>
,
Soldat	w6816
S	w6817
<g/>
.
alt	w6819
17	w6820
J	w6821
<g/>
.
Susanna	w6823
Preisenan	w6824
<g/>
,
alt	w6826
<g/>
—
alle	w6828
8	w6829
im	w6830
allg	w6831
<g/>
.
Krankh	w6833
<g/>
.
Summa	w6835
28	w6836
Personen	w6837
<g/>
,
darunter	w6839
5	w6840
Kind	w6841
<g/>
.
</list>
<head id="hl16">
Den	w6843
5	w6844
<g/>
.
März	w6846
<g/>
.
Jn	w6848
der	w6849
Stadt	w6850
<g/>
.
</head>
<list id="">
Hr	w6852
<g/>
.
Joh	w6854
<g/>
.
Heinr	w6856
<g/>
.
v	w6858
<g/>
.
Ursiny	w6860
<g/>
,
kön	w6862
<g/>
.
Hofkriegsraths	w6864
Hofrath	w6865
<g/>
,
alt	w6867
73	w6868
J	w6869
<g/>
.
in	w6871
d	w6872
<g/>
.
Tainfaltstr	w6874
<g/>
.
N	w6876
<g/>
.
75	w6878
<g/>
.
Fr	w6880
<g/>
.
Ursula	w6882
Götz	w6883
<g/>
,
bürg	w6885
<g/>
.
Schneidermeist	w6887
<g/>
.
Wit	w6889
<g/>
.
alt	w6891
56	w6892
J	w6893
<g/>
.
am	w6895
Graben	w6896
N	w6897
<g/>
.
586	w6899
<g/>
.
Dem	w6901
Hrn	w6902
<g/>
.
Adam	w6904
Sturch	w6905
<g/>
,
bürg	w6907
<g/>
.
Taschnermeist	w6909
<g/>
.
s	w6911
<g/>
.
K	w6913
<g/>
.
Franz	w6915
alt	w6916
3	w6917
J	w6918
<g/>
.
in	w6920
d	w6921
<g/>
.
Himmelpfortgr	w6923
<g/>
.
N	w6925
<g/>
.
986	w6927
<g/>
.
Joh	w6929
<g/>
.
G	w6931
<g/>
.
Fruhwürth	w6933
<g/>
,
herrs	w6935
<g/>
.
Portier	w6937
<g/>
,
alt	w6939
52	w6940
J	w6941
<g/>
.
in	w6943
der	w6944
Wallnerstr	w6945
N	w6946
<g/>
.
148	w6948
<g/>
.
Hr	w6950
<g/>
.
Jos	w6952
<g/>
.
Schinka	w6954
<g/>
,
herrs	w6956
<g/>
.
Zuckerbäcker	w6958
<g/>
,
alt	w6960
59	w6961
J	w6962
<g/>
.
am	w6964
Burgpl	w6965
<g/>
.
N	w6967
<g/>
.
2	w6969
<g/>
.
Dem	w6971
Andre	w6972
Schultuß	w6973
<g/>
,
Maurerpall	w6975
<g/>
.
s	w6977
<g/>
.
W	w6979
<g/>
.
Magd	w6981
<g/>
.
alt	w6983
40	w6984
J	w6985
<g/>
.
in	w6987
d	w6988
<g/>
.
Himmelpfortgr	w6990
<g/>
.
N	w6992
<g/>
.
981	w6994
<g/>
.
</list>
<head id="hl17">
Vor	w6996
der	w6997
Stadt	w6998
<g/>
.
</head>
<list id="">
Hr	w7000
<g/>
.
Anton	w7002
Mölzer	w7003
<g/>
,
bürg	w7005
<g/>
.
kl	w7007
<g/>
.
Uhrmach	w7009
<g/>
.
alt	w7011
91	w7012
J	w7013
<g/>
.
auf	w7015
der	w7016
Laimgr	w7017
<g/>
.
N	w7019
<g/>
.
11	w7021
<g/>
.
Hr	w7023
<g/>
.
Joh	w7025
<g/>
.
Leidschacher	w7027
<g/>
,
bürg	w7029
<g/>
.
Sticker	w7031
<g/>
,
alt	w7033
74	w7034
J	w7035
<g/>
.
in	w7037
s	w7038
<g/>
.
H	w7040
<g/>
.
am	w7042
Spitalb	w7043
<g/>
.
N	w7045
<g/>
.
102	w7047
<g/>
.
Dem	w7049
Joh	w7050
<g/>
.
Mich	w7052
<g/>
.
Kassel	w7054
<g/>
,
Lustgartner	w7056
<g/>
,
s	w7058
<g/>
.
S	w7060
<g/>
.
Joh	w7062
<g/>
.
alt	w7064
20	w7065
J	w7066
<g/>
.
am	w7068
Neubau	w7069
N	w7070
<g/>
.
171	w7072
<g/>
.
Theresia	w7074
Hepfl	w7075
<g/>
,
Schuhmach	w7077
<g/>
.
Wit	w7079
<g/>
.
alt	w7081
65	w7082
J	w7083
<g/>
.
zu	w7085
St	w7086
<g/>
.
Ulrich	w7088
N	w7089
<g/>
.
29	w7091
<g/>
.
Georg	w7093
Konrad	w7094
<g/>
,
Tagl	w7096
<g/>
.
alt	w7098
74	w7099
J	w7100
<g/>
.
in	w7102
d	w7103
<g/>
.
Jägerz	w7105
<g/>
.
N	w7107
<g/>
.
9	w7109
<g/>
.
Dem	w7111
Martin	w7112
Schmeitzel	w7113
<g/>
,
beurlaubt	w7115
<g/>
.
Soldat	w7117
<g/>
,
s	w7119
<g/>
.
K	w7121
<g/>
.
Eleon	w7123
alt	w7124
2	w7125
J	w7126
<g/>
.
im	w7128
Lichtenth	w7129
<g/>
.
N	w7131
<g/>
.
52	w7133
<g/>
.
Fr	w7135
<g/>
.
Theresia	w7137
Runker	w7138
<g/>
,
bürg	w7140
<g/>
.
Bierwirthswit	w7142
<g/>
.
alt	w7144
48	w7145
J	w7146
<g/>
.
in	w7148
i	w7149
<g/>
.
H	w7151
<g/>
.
auf	w7153
d	w7154
<g/>
.
neu	w7156
Wieden	w7157
N	w7158
<g/>
.
149	w7160
<g/>
.
Dem	w7162
Joh	w7163
<g/>
.
Mich	w7165
<g/>
.
Schnitzler	w7167
<g/>
,
Tagl	w7169
<g/>
.
s	w7171
<g/>
.
K	w7173
<g/>
.
Anna	w7175
<g/>
,
alt	w7177
1	w7178
<g/>
.
J	w7180
<g/>
.
im	w7182
Lerchenf	w7183
<g/>
.
N	w7185
<g/>
.
32	w7187
<g/>
.
Dem	w7189
Joh	w7190
<g/>
.
Jungwirth	w7192
<g/>
,
Lustgartn	w7194
<g/>
.
s	w7196
<g/>
.
W	w7198
<g/>
.
Maria	w7200
A	w7201
<g/>
.
alt	w7203
36	w7204
J	w7205
<g/>
.
auf	w7207
d	w7208
<g/>
.
Landstr	w7210
<g/>
.
N	w7212
<g/>
.
207	w7214
<g/>
.
Dem	w7216
Hrn	w7217
<g/>
.
Georg	w7219
<g/>
.
Held	w7221
<g/>
,
bürg	w7223
<g/>
.
Schneidermeist	w7225
<g/>
.
s	w7227
<g/>
.
K	w7229
<g/>
.
Barb	w7231
<g/>
.
alt	w7233
1	w7234
J	w7235
<g/>
.
in	w7237
d	w7238
<g/>
.
Währingerg	w7240
<g/>
.
N	w7242
<g/>
.
102	w7244
Joh	w7245
<g/>
.
Weimar	w7247
<g/>
,
Arrest	w7249
<g/>
.
alt	w7251
40	w7252
J	w7253
<g/>
.
in	w7255
d	w7256
<g/>
.
Leopoldst	w7258
<g/>
.
N	w7260
<g/>
.
203	w7262
<g/>
.
Barb	w7264
<g/>
.
Schönbäur	w7266
<g/>
,
bürg	w7268
<g/>
.
Goldarbeit	w7270
<g/>
.
Wit	w7272
<g/>
.
alt	w7274
82	w7275
J	w7276
<g/>
.
zu	w7278
St	w7279
<g/>
.
Marx	w7281
<g/>
.
Georg	w7283
Rodometzky	w7284
<g/>
,
Gefreyt	w7286
<g/>
.
alt	w7288
71	w7289
J	w7290
<g/>
.
Dem	w7292
Martin	w7293
Lenz	w7294
<g/>
,
Gefreyt	w7296
<g/>
.
s	w7298
<g/>
.
W	w7300
<g/>
.
Rosalia	w7302
<g/>
,
alt	w7304
57	w7305
J	w7306
<g/>
.
bede	w7308
im	w7309
Jnvalidenh	w7310
<g/>
.
Adalbert	w7312
Sieber	w7313
<g/>
,
Wagner	w7315
<g/>
,
alt	w7317
46	w7318
J	w7319
<g/>
.
</list>
<list id="">
Franz	w7322
Hauser	w7323
<g/>
,
Unterkanonier	w7325
<g/>
,
alt	w7327
20	w7328
J	w7329
<g/>
.
Math	w7331
<g/>
.
Salvinsky	w7333
<g/>
,
Gem	w7335
<g/>
.
alt	w7337
30	w7338
J	w7339
<g/>
.
alle	w7341
3	w7342
i	w7343
<g/>
.
Militsp	w7345
<g/>
.
Franz	w7347
Nelmbauer	w7348
<g/>
,
Tagl	w7350
<g/>
.
alt	w7352
31	w7353
J	w7354
<g/>
.
Juliana	w7356
Rauscher	w7357
<g/>
,
Tagl	w7359
<g/>
.
W	w7361
<g/>
.
alt	w7363
83	w7364
J	w7365
<g/>
.
Maria	w7367
A	w7368
<g/>
.
Neritz	w7370
<g/>
,
Dienstm	w7372
<g/>
.
alt	w7374
62	w7375
J	w7376
<g/>
.
Ludw	w7378
<g/>
.
Ferery	w7380
<g/>
,
verabsch	w7382
<g/>
.
Soldat	w7384
<g/>
,
alt	w7386
46	w7387
J	w7388
<g/>
.
Andre	w7390
Bugel	w7391
<g/>
,
Tagl	w7393
<g/>
.
alt	w7395
46	w7396
J	w7397
<g/>
.
alle	w7399
5	w7400
im	w7401
allgem	w7402
<g/>
.
Krankenh	w7404
<g/>
.
Summa	w7406
28	w7407
<g/>
.
Personen	w7409
<g/>
,
darunter	w7411
4	w7412
Kind	w7413
<g/>
.
</list>
<head id="hl18">
Kundmachung	w7415
<g/>
.
</head>
<p id="p73">
Se	w7417
<g/>
.
K	w7419
<g/>
.
K	w7421
<g/>
.
Maj	w7423
<g/>
.
haben	w7425
schon	w7426
im	w7427
verflosse=nen	w7428
<g/>
=
Monat	w7430
November	w7431
1791	w7432
dem	w7433
K	w7434
<g/>
.
K	w7436
<g/>
.
Oberst=lieutenant	w7438
<g/>
=
v	w7440
<g/>
.
Fürnberg	w7442
mittelst	w7443
einer	w7444
allergnä=digst	w7445
<g/>
=
erlassenen	w7447
Hofresoluzion	w7448
die	w7449
Freyheit	w7450
zu	w7451
ertheilen	w7452
geruhet	w7453
<g/>
,
in	w7455
der	w7456
Zwischenstrecke	w7457
von	w7458
Mölk	w7459
über	w7460
die	w7461
Donau	w7462
nach	w7463
Budweis	w7464
drey	w7465
neue	w7466
Poststazionen	w7467
<g/>
,
und	w7469
zwar	w7470
die	w7471
erste	w7472
in	w7473
Lübereck	w7474
<g/>
,
gerade	w7476
an	w7477
der	w7478
Donan	w7479
gegenüber	w7480
von	w7481
Mölk	w7482
<g/>
,
die	w7484
zwote	w7485
1	w7486
1	w7487
<g/>
/
2	w7489
Post	w7490
weitershin	w7491
in	w7492
dem	w7493
Markte	w7494
Peckstall	w7495
<g/>
,
und	w7497
die	w7498
dritte	w7499
1	w7500
Post	w7501
in	w7502
dem	w7503
Markte	w7504
Gutenbrunn	w7505
am	w7506
grossen	w7507
Weinsperg=walde	w7508
<g/>
=
errichten	w7510
zu	w7511
därfen	w7512
<g/>
,
derer	w7514
Herstellung	w7515
man	w7516
nebst	w7517
Rücksichtnehmung	w7518
auf	w7519
die	w7520
Anschaf=fung	w7521
<g/>
=
aller	w7523
nur	w7524
immer	w7525
nöthigen	w7526
Geräthe	w7527
<g/>
,
und	w7529
Einrichtungsstücke	w7530
dergestalt	w7531
beschleuniget	w7532
hat	w7533
<g/>
,
daß	w7535
diese	w7536
drey	w7537
Poststazionen	w7538
nunmehr	w7539
schon	w7540
durch	w7541
eine	w7542
geraume	w7543
Zeit	w7544
zur	w7545
ordentlichen	w7546
Bedienung	w7547
eines	w7548
jeden	w7549
sie	w7550
allenfalls	w7551
Bereisenden	w7552
in	w7553
den	w7554
voll=kommensten	w7555
<g/>
=
Stand	w7557
gesetzt	w7558
sind	w7559
<g/>
.
Man	w7561
glaubt	w7562
sich	w7563
verbunden	w7564
<g/>
,
dem	w7566
geehrten	w7567
Publikum	w7568
<g/>
,
und	w7570
überhaupt	w7571
einem	w7572
jeden	w7573
Reisenden	w7574
von	w7575
der	w7576
neuen	w7577
Errichtung	w7578
dieser	w7579
Poststazionen	w7580
Nachricht	w7581
er=theilen	w7582
<g/>
=
<g/>
,
und	w7585
sich	w7586
zu	w7587
derselben	w7588
besseren	w7589
Ankom=men	w7590
<g/>
=
ergebenst	w7592
empfehlen	w7593
zu	w7594
müssen	w7595
<g/>
.
Der	w7597
ei=gentliche	w7598
<g/>
=
Vortheil	w7600
dieser	w7601
zum	w7602
Nutzen	w7603
des	w7604
ge=schätzten	w7605
<g/>
=
Publikums	w7607
<g/>
,
und	w7609
zur	w7610
Bequemlichkeit	w7611
der	w7612
Reisenden	w7613
errichteten	w7614
Poststazionen	w7615
wird	w7616
jedoch	w7617
erst	w7618
dazumal	w7619
den	w7620
wahren	w7621
Endzweck	w7622
er=reichen	w7623
<g/>
=
<g/>
,
wenn	w7626
mittelst	w7627
allerhöchster	w7628
Bewilligung	w7629
zwischen	w7630
Annaberg	w7631
und	w7632
Scheibs	w7633
der	w7634
Weg	w7635
Chausseemäßig	w7636
gebauet	w7637
<g/>
,
zu	w7639
Scheibs	w7640
eine	w7641
Post=stazion	w7642
<g/>
=
errichtet	w7644
<g/>
,
und	w7646
somit	w7647
ein	w7648
neuer	w7649
Cours	w7650
an	w7651
der	w7652
bereits	w7653
bis	w7654
Lubereck	w7655
bestehenden	w7656
Post=strasse	w7657
<g/>
=
eröffnet	w7659
seyn	w7660
wird	w7661
<g/>
,
als	w7663
wodurch	w7664
alle	w7665
aus	w7666
Steyermark	w7667
<g/>
,
Kärnten	w7669
<g/>
,
Krain	w7671
<g/>
,
dem	w7673
Gra=diskanisch	w7674
<g/>
=
<g/>
=
Friaulschen	w7677
<g/>
,
und	w7679
überhaupt	w7680
die	w7681
aus	w7682
dem	w7683
ganzen	w7684
Littorale	w7685
nach	w7686
Böhmen	w7687
reisende	w7688
Passagiers	w7689
<g/>
,
wenn	w7691
sie	w7692
von	w7693
Bruck	w7694
an	w7695
der	w7696
Muhr	w7697
aus	w7698
<g/>
(
als	w7700
wohin	w7701
dermal	w7702
ohnehin	w7703
jeder	w7704
fahren	w7705
muß	w7706
<g/>
,
und	w7708
welche	w7709
Stazion	w7710
stäts	w7711
als	w7712
das	w7713
Cen=trum	w7714
<g/>
=
zu	w7716
betrachten	w7717
ist	w7718
<g/>
)
über	w7720
Seewiesen	w7721
<g/>
,
Ma=riazell	w7723
<g/>
=
<g/>
,
Annaberg	w7726
<g/>
,
der	w7728
neu	w7729
zu	w7730
errichtenden	w7731
Poststazion	w7732
Scheibs	w7733
<g/>
,
Lubereck	w7735
<g/>
,
Peckstall	w7737
<g/>
,
Gutenbrunn	w7739
nach	w7740
Schwarzbach	w7741
<g/>
,
und	w7743
von	w7744
da	w7745
nach	w7746
