<doc id="edoc_wd_1779-05-22" attrs="word" year="1779" month="05" day="22" corpus="1">
<head id="hl1">
Paris	w6
<g/>
,
</p>
<p id="p49">
in	w5057
Lohe	w5058
<g/>
,
Salf	w5060
<g/>
,
und	w5062
Alaun	w5063
gearbeiteten	w5064
Schaaf	w5065
<g/>
=
Lamm	w5067
<g/>
=
und	w5069
Sterblingfelle	w5070
durch=gehends	w5071
<g/>
=
gleichgehalten	w5073
<g/>
,
somit	w5075
10	w5076
Gul=den	w5077
<g/>
=
von	w5079
100	w5080
Stücken	w5081
an	w5082
Einfuhrszolle	w5083
abgenommen	w5084
<g/>
,
folglich	w5086
der	w5087
in	w5088
der	w5089
Tarif	w5090
bestehende	w5091
Unterscheid	w5092
a	w5093
10	w5094
und	w5095
respek=tive	w5096
<g/>
=
4	w5098
Gulden	w5099
gänzlich	w5100
aufgehoben	w5101
wer=den	w5102
<g/>
=
<g/>
,
und	w5105
diese	w5106
neue	w5107
Bestimmung	w5108
mit	w5109
1	w5110
<g/>
.
Heumon	w5112
<g/>
.
des	w5114
laufenden	w5115
Jahres	w5116
den	w5117
Anfang	w5118
nehmen	w5119
soll	w5120
<g/>
,
wie	w5122
dann	w5123
auch	w5124
in	w5125
Gleichförmigkeit	w5126
dieser	w5127
allerhöchsten	w5128
Ver=ordnung	w5129
<g/>
=
die	w5131
Zollsgehörden	w5132
durch	w5133
die	w5134
ge=hörigen	w5135
<g/>
=
Wege	w5137
angewiesen	w5138
worden	w5139
seyen	w5140
<g/>
.
</p>
<p id="p50">
Welches	w5142
von	w5143
der	w5144
röm	w5145
<g/>
.
kais	w5147
<g/>
.
kön	w5149
<g/>
.
apostl	w5151
<g/>
.
Majestät	w5153
ni	w5154
<g/>
.
öst	w5156
<g/>
.
Regierung	w5158
jedermän=niglich	w5159
<g/>
=
<g/>
,
insondenheit	w5162
aber	w5163
den	w5164
in	w5165
diesem	w5166
Lande	w5167
Oesterreich	w5168
unter	w5169
der	w5170
Enns	w5171
be=findlichen	w5172
<g/>
=
Handelsleuten	w5174
<g/>
,
Fabriken	w5176
<g/>
,
Fa=brikanten	w5178
<g/>
=
<g/>
,
und	w5181
Gewerbschaften	w5182
<g/>
,
welche	w5184
entweder	w5185
mit	w5186
dem	w5187
aus	w5188
der	w5189
Fremde	w5190
ein=führenden	w5191
<g/>
=
in	w5193
Lohe	w5194
<g/>
,
Salz	w5196
<g/>
,
und	w5198
Alaun	w5199
gearbeiteten	w5200
Schaaf	w5201
<g/>
=
Lamm	w5203
<g/>
=
und	w5205
Sterb=lingfelle	w5206
<g/>
=
einigen	w5208
Handel	w5209
treiben	w5210
<g/>
,
oder	w5212
aber	w5213
dieselben	w5214
verarbeiten	w5215
<g/>
,
und	w5217
verbrau=chen	w5218
<g/>
=
<g/>
,
bekannt	w5221
gemacht	w5222
wird	w5223
<g/>
.
</p>
<head id="hl21">
Nachricht	w5225
<g/>
.
</head>
<p id="p51">
Jhre	w5227
kaiserl	w5228
<g/>
.
königl	w5230
<g/>
.
apostol	w5232
<g/>
.
Majestät	w5234
haben	w5235
aus	w5236
landesmütterlicher	w5237
Vorsorge	w5238
den	w5239
Johann	w5240
Friderich	w5241
Stork	w5242
<g/>
,
Priester	w5244
der	w5245
hiesigen	w5246
erzbischöflichen	w5247
Kur	w5248
<g/>
,
zum	w5250
Unter=richt	w5251
<g/>
=
der	w5253
Stummen	w5254
und	w5255
Tauben	w5256
nach	w5257
der	w5258
von	w5259
ihm	w5260
hiezu	w5261
sich	w5262
eigen	w5263
gemachten	w5264
Fer=tigkeit	w5265
<g/>
=
zu	w5267
bestimmen	w5268
<g/>
,
ihm	w5270
auch	w5271
den	w5272
Jo=seph	w5273
<g/>
=
May	w5275
als	w5276
Gehilfen	w5277
in	w5278
sothanem	w5279
Un=terrichte	w5280
<g/>
=
beyzugeben	w5282
<g/>
,
und	w5284
hiezu	w5285
ein	w5286
eigenes	w5287
Zimmer	w5288
in	w5289
dem	w5290
Burgerspitale	w5291
allhier	w5292
in	w5293
Wien	w5294
einräumen	w5295
zu	w5296
lassen	w5297
allergnädigst	w5298
geruhet	w5299
<g/>
.
</p>
<p id="p52">
Einem	w5301
sämmtlichen	w5302
Publikum	w5303
wird	w5304
da=her	w5305
<g/>
=
diese	w5307
allermildeste	w5308
Vorkehrung	w5309
auf	w5310
al=lerhöchste	w5311
<g/>
=
Verordnung	w5313
zu	w5314
dem	w5315
Ende	w5316
an=mit	w5317
<g/>
=
bekannt	w5319
gemacht	w5320
<g/>
,
um	w5322
die	w5323
sowohl	w5324
all=hier	w5325
<g/>
=
<g/>
,
als	w5328
auch	w5329
auf	w5330
dem	w5331
Lande	w5332
etwa	w5333
vor=handene	w5334
<g/>
=
Stumme	w5336
und	w5337
Taube	w5338
an	w5339
den	w5340
ob=gedachten	w5341
<g/>
=
Priester	w5343
Stork	w5344
anweisen	w5345
zu	w5346
mö=gen	w5347
<g/>
=
<g/>
.
Wien	w5350
<g/>
,
den	w5352
7	w5353
<g/>
.
May	w5355
1779	w5356
<g/>
.
</p>
<p id="p53">
Verlegt	w5358
bey	w5359
den	w5360
Eulen	w5361
von	w5362
Ghelenschen	w5363
Erben	w5364
in	w5365
der	w5366
Singerstrasse	w5367
Nr	w5368
<g/>
.
931	w5370
<g/>
.
</p>
<head id="hl22">
Wien	w5389
dem	w5390
22	w5391
<g/>
.
May	w5393
<g/>
.
</head>
<p id="p54">
Den	w5395
19	w5396
<g/>
.
dies	w5398
wurden	w5399
in	w5400
der	w5401
k	w5402
<g/>
.
k	w5404
<g/>
.
Kammerkapelle	w5406
für	w5407
die	w5408
im	w5409
Her	w5410
n	w5411
ent=schlaffene	w5412
<g/>
=
hochadeliche	w5414
Sternkreuzordens=dame	w5415
<g/>
=
<g/>
,
Klara	w5418
von	w5419
Vochlin	w5420
<g/>
,
gebohrne	w5422
Freyin	w5423
v	w5424
<g/>
.
Sandizell	w5426
<g/>
,
die	w5428
gewöhnlichen	w5429
Seelmessen	w5430
gelesen	w5431
<g/>
.
</p>
<p id="p55">
Damit	w5433
jene	w5434
Offiziers	w5435
<g/>
,
welche	w5437
sich	w5438
vor	w5439
dem	w5440
Feinde	w5441
mit	w5442
ausnehmenden	w5443
Muth	w5444
<g/>
,
Klugheit	w5446
<g/>
,
und	w5448
Einsicht	w5449
in	w5450
ihren	w5451
Unter=nehmungen	w5452
<g/>
=
im	w5454
verflossenen	w5455
Feldzuge	w5456
ganz	w5457
besonders	w5458
ausgezeichnet	w5459
haben	w5460
<g/>
,
nicht	w5462
un=belohnt	w5463
<g/>
=
blieben	w5465
<g/>
,
geruheten	w5467
Se	w5468
<g/>
.
Majestät	w5470
der	w5471
Kaiser	w5472
durch	w5473
die	w5474
Bittschriften	w5475
ver=schiedener	w5476
<g/>
=
<g/>
,
den	w5479
militärischen	w5480
Ritterorden	w5481
ansuchenden	w5482
Offiziers	w5483
bewogen	w5484
<g/>
,
zu	w5486
Prag	w5487
ein	w5488
förmliches	w5489
Ordenskapitel	w5490
abhalten	w5491
<g/>
,
zu	w5493
diesem	w5494
Ende	w5495
die	w5496
Stimmen	w5497
von	w5498
den	w5499
<g/>
,
bey	w5501
beyden	w5502
Armeen	w5503
in	w5504
Böhmen	w5505
<g/>
,
und	w5507
Mähren	w5508
befindlichen	w5509
Rittern	w5510
schriftlich	w5511
sammeln	w5512
<g/>
,
ein	w5514
ordentliches	w5515
Protokoll	w5516
dar=über	w5517
<g/>
=
verfassen	w5519
<g/>
,
und	w5521
sich	w5522
solches	w5523
vorlegen	w5524
zu	w5525
lassen	w5526
<g/>
.
</p>
<p id="p56">
Bey	w5528
diesem	w5529
Kapitel	w5530
sind	w5531
nun	w5532
nach	w5533
Mehrheit	w5534
der	w5535
Stimmen	w5536
nur	w5537
folgende	w5538
Kanditaten	w5539
dieses	w5540
Ordens	w5541
würdig	w5542
be=funden	w5543
<g/>
=
und	w5545
auch	w5546
von	w5547
des	w5548
Kaisers	w5549
Maj	w5550
<g/>
.
durch	w5552
Dero	w5553
allerhöchste	w5554
Bestättigung	w5555
un=term	w5556
<g/>
=
19	w5558
<g/>
.
dieses	w5560
theilhaftig	w5561
worden	w5562
<g/>
.
</p>
<p id="p57">
Den	w5564
Generalmajor	w5565
v	w5566
<g/>
.
Terzy	w5568
geruhe=ten	w5569
<g/>
=
Se	w5571
<g/>
.
Majest	w5573
<g/>
.
vom	w5575
Rittern	w5576
des	w5577
kleinen	w5578
Mariä	w5579
Theresiä	w5580
Ordenskreuzes	w5581
zum	w5582
Kom=mandeur	w5583
<g/>
=
zu	w5585
befördern	w5586
<g/>
,
weil	w5588
er	w5589
<g/>
,
nebst	w5591
mehr	w5592
andern	w5593
rühmlichen	w5594
Thaten	w5595
<g/>
,
besonders	w5597
den	w5598
Posten	w5599
bey	w5600
Rükers	w5601
im	w5602
Glätzischen	w5603
gegen	w5604
3	w5605
<g/>
,
mit	w5607
feindlicher	w5608
Uebermacht	w5609
wiederholl=te	w5610
<g/>
=
Angrife	w5612
<g/>
,
nicht	w5614
allein	w5615
standhaft	w5616
ver=theidiget	w5617
<g/>
=
<g/>
,
sondern	w5620
auch	w5621
dadurch	w5622
dem	w5623
Feldmarschall	w5624
<g/>
=
Lieutenant	w5626
Wurmser	w5627
die	w5628
Gelegenheit	w5629
verschaffet	w5630
hat	w5631
<g/>
,
den	w5633
feindli=chen	w5634
<g/>
=
Einfall	w5636
in	w5637
das	w5638
Braunauische	w5639
sol=chergestalten	w5640
<g/>
=
unwirksam	w5642
zu	w5643
machen	w5644
<g/>
,
daß	w5646
der	w5647
Feind	w5648
blos	w5649
in	w5650
dem	w5651
ausser	w5652
unserm	w5653
Kordon	w5654
gelegenem	w5655
kleinen	w5656
Bezirk	w5657
von	w5658
Braunau	w5659
eingeschlossen	w5660
blieb	w5661
<g/>
.
</p>
<p id="p58">
Zu	w5663
Rittern	w5664
des	w5665
kleinen	w5666
Kreuzes	w5667
haben	w5668
Se	w5669
<g/>
.
Majest	w5671
<g/>
.
ernannt	w5673
<g/>
:
</p>
<p id="p59">
1	w5675
<g/>
)
Den	w5677
Major	w5678
Davidovich	w5679
von	w5680
d'Al=ton	w5681
<g/>
=
Jnfanterie	w5683
<g/>
,
in	w5685
Rücksicht	w5686
seiner	w5687
bey	w5688
Habelschwerd	w5689
bezeigten	w5690
ausserordentlichen	w5691
Bravour	w5692
<g/>
,
und	w5694
besonderen	w5695
Gegenwart	w5696
des	w5697
Geistes	w5698
<g/>
,
durch	w5700
welche	w5701
er	w5702
der	w5703
Kolone	w5704
<g/>
,
bey	w5706
welcher	w5707
er	w5708
sich	w5709
befand	w5710
<g/>
,
den	w5712
Eingang	w5713
in	w5714
die	w5715
Stadt	w5716
öffnete	w5717
<g/>
,
und	w5719
der	w5720
Pallavicini=schen	w5721
<g/>
=
Kolone	w5723
das	w5724
Eindringen	w5725
in	w5726
die	w5727
Stadt	w5728
erleichterte	w5729
<g/>
.
</p>
<p id="p60">
2	w5731
<g/>
)
Den	w5733
Oberstlieutenant	w5734
Perzina	w5735
von	w5736
der	w5737
Artillerie	w5738
<g/>
,
weil	w5740
er	w5741
den	w5742
Feind	w5743
bey	w5744
der	w5745
Attaque	w5746
von	w5747
Rükers	w5748
durch	w5749
das	w5750
sehr	w5751
wohl	w5752
dirigirte	w5753
Kanonenfeuer	w5754
zum	w5755
weichen	w5756
ge=bracht	w5757
<g/>
=
<g/>
,
und	w5760
selben	w5761
aus	w5762
eigenen	w5763
Antrieb	w5764
bis	w5765
über	w5766
den	w5767
äußersten	w5768
Verhack	w5769
zu	w5770
dessen	w5771
beträchtlichen	w5772
Schaden	w5773
verfolget	w5774
<g/>
,
auch	w5776
sich	w5777
bey	w5778
allen	w5779
Gelegenheiten	w5780
besonders	w5781
hervorgethan	w5782
hat	w5783
<g/>
.
</p>
<p id="p61">
3	w5785
<g/>
)
Den	w5787
Major	w5788
Nauendorf	w5789
von	w5790
Wurm=ser	w5791
<g/>
=
<g/>
=
Husaren	w5794
<g/>
,
der	w5796
bekanntermassen	w5797
alle	w5798
von	w5799
dem	w5800
Feldmarschall	w5801
<g/>
=
Lieutenant	w5803
Wurmser	w5804
ihm	w5805
aufgetragene	w5806
Unternehmungen	w5807
mit	w5808
besonderer	w5809
Klugheit	w5810
und	w5811
Tapferkeit	w5812
aus=geführt	w5813
<g/>
=
<g/>
,
und	w5816
dem	w5817
Feinde	w5818
bey	w5819
dessen	w5820
Einfall	w5821
ins	w5822
Braunauische	w5823
<g/>
,
hauptsächlich	w5825
aber	w5826
durch	w5827
Hinwegnehmung	w5828
des	w5829
Trans=ports	w5830
<g/>
=
bey	w5832
Gebersdorf	w5833
<g/>
,
den	w5835
empfindlich=sten	w5836
<g/>
=
Schaden	w5838
gemacht	w5839
hat	w5840
<g/>
.
</p>
<p id="p62">
4	w5842
<g/>
.
Den	w5844
Obersten	w5845
Quosdanovich	w5846
vom	w5847
Slavonischen	w5848
Gränz	w5849
<g/>
=
Husaren	w5851
<g/>
=
Regiment	w5853
<g/>
,
wegen	w5855
seinen	w5856
in	w5857
vielen	w5858
Gelegenheiten	w5859
ge=leisteten	w5860
<g/>
=
ersprießlichen	w5862
Diensten	w5863
<g/>
,
beson=ders	w5865
<g/>
=
abey	w5867
wegen	w5868
der	w5869
vorigen	w5870
Jahrs	w5871
im	w5872
August	w5873
und	w5874
Septemb	w5875
<g/>
.
bey	w5877
Verfolgung	w5878
des	w5879
feindlichen	w5880
Wunschischen	w5881
Korps	w5882
<g/>
,
be=zeugten	w5884
<g/>
=
ausnehmenden	w5886
Herzhaftigkeit	w5887
</p>
<p id="p63">
Den	w5888
17	w5889
<g/>
.
Früh	w5891
sind	w5892
2	w5893
Divisionen	w5894
vom	w5895
Graf	w5896
d'Ajaßaßischen	w5897
Kuraßierregimente	w5898
<g/>
,
welche	w5900
ein	w5901
paar	w5902
Tage	w5903
zuvor	w5904
zu	w5905
Preßburg	w5906
angekommen	w5907
<g/>
,
von	w5909
da	w5910
über	w5911
die	w5912
fliegende	w5913
Brücke	w5914
abmarschiert	w5915
<g/>
,
um	w5917
in	w5918
dem	w5919
Schi=megher	w5920
<g/>
=
Komitat	w5922
die	w5923
Standquartiere	w5924
zu	w5925
beziehen	w5926
<g/>
.
</p>
<p id="p64">
Die	w5928
königl	w5929
<g/>
.
Freystadt	w5931
Brißn	w5932
im	w5933
Soh=lerkomitat	w5934
<g/>
=
hatte	w5936
am	w5937
9	w5938
<g/>
.
vorigen	w5940
M	w5941
<g/>
.
auch	w5943
das	w5944
Unglück	w5945
durch	w5946
eine	w5947
schreckliche	w5948
Feu=ersbrunst	w5949
<g/>
=
ihre	w5951
Gestalt	w5952
zu	w5953
verlieren	w5954
<g/>
.
Der	w5956
Brand	w5957
kam	w5958
in	w5959
einer	w5960
bürgl	w5961
<g/>
.
Scheune	w5963
her=vor	w5964
<g/>
=
<g/>
,
und	w5967
wurde	w5968
vom	w5969
Winde	w5970
auf	w5971
3	w5972
Sei=ten	w5973
<g/>
=
verschlagen	w5975
<g/>
.
Das	w5977
schöne	w5978
Rathhaus	w5979
auf	w5980
freyem	w5981
Platze	w5982
<g/>
;
das	w5984
Piaristen	w5985
Kolle=gium	w5986
<g/>
=
sammt	w5988
den	w5989
damit	w5990
verknüpften	w5991
Wirth=schaftsgebäuden	w5992
<g/>
=
brandten	w5994
mit	w5995
Frucht	w5996
und	w5997
Vieh	w5998
zu	w5999
Boden	w6000
<g/>
.
Jn	w6002
der	w6003
Pfarrkirche	w6004
<g/>
,
wel=che	w6006
<g/>
=
erstbemeldte	w6008
Piaristen	w6009
Väter	w6010
bedie=nen	w6011
<g/>
=
<g/>
,
sind	w6014
von	w6015
der	w6016
größten	w6017
Hitze	w6018
alle	w6019
Glocken	w6020
<g/>
,
welche	w6022
einen	w6023
angenehmen	w6024
und	w6025
harmonischen	w6026
Klang	w6027
von	w6028
sich	w6029
gaben	w6030
<g/>
,
zer=schmolzen	w6032
<g/>
=
<g/>
,
und	w6035
sogar	w6036
auch	w6037
die	w6038
Altarge=räthschaften	w6039
<g/>
=
gänzlich	w6041
zernichtet	w6042
worden	w6043
<g/>
.
<g/>
—
Man	w6046
vernimmt	w6047
<g/>
,
daß	w6049
vor	w6050
einer	w6051
Wo=che	w6052
<g/>
=
auch	w6054
Gömer	w6055
<g/>
=
Panit	w6057
ein	w6058
Raub	w6059
der	w6060
Flammen	w6061
geworden	w6062
seyn	w6063
soll	w6064
<g/>
.
</p>
<p id="p65">
Vor	w6066
einigen	w6067
Tagen	w6068
ist	w6069
zu	w6070
Triest	w6071
ein	w6072
Kommissär	w6073
einiger	w6074
Kaufleute	w6075
zu	w6076
Paris	w6077
<g/>
,
angelangt	w6079
<g/>
,
um	w6081
die	w6082
Gefangennehmung	w6083
eines	w6084
gewissen	w6085
unter	w6086
den	w6087
Namen	w6088
des	w6089
Marquis	w6090
von	w6091
Fleury	w6092
<g/>
,
den	w6094
man	w6095
aber	w6096
für	w6097
den	w6098
Franz	w6099
Joseph	w6100
<g/>
,
Lehrer	w6102
der	w6103
Maler=kunst	w6104
<g/>
=
<g/>
,
aus	w6107
der	w6108
Jnsel	w6109
Scio	w6110
gebürtig	w6111
hält	w6112
<g/>
,
zu	w6114
bewirken	w6115
<g/>
,
weil	w6117
er	w6118
eine	w6119
grosse	w6120
Summa	w6121
Geldes	w6122
im	w6123
Namen	w6124
französischer	w6125
Kaufleu=te	w6126
<g/>
=
in	w6128
Spanien	w6129
aufgenommen	w6130
hat	w6131
<g/>
,
und	w6133
durchgegangen	w6134
ist	w6135
<g/>
.
Dieser	w6137
flüchtete	w6138
sich	w6139
durch	w6140
Wälschland	w6141
nach	w6142
Venedig	w6143
<g/>
,
von	w6145
dannen	w6146
nach	w6147
Triest	w6148
<g/>
,
und	w6150
endlich	w6151
nach	w6152
Wien	w6153
<g/>
,
wo	w6155
er	w6156
eine	w6157
Kaufmannsgesellschaft	w6158
angetretten	w6159
<g/>
,
und	w6161
mit	w6162
einem	w6163
Gespann	w6164
nach	w6165
Sallonico	w6166
sich	w6167
verfüget	w6168
hat	w6169
<g/>
.
Nach	w6171
schon	w6172
mit	w6173
verschiedenen	w6174
Waaren	w6175
befrach=teten	w6176
<g/>
=
Schiffe	w6178
ist	w6179
er	w6180
alldort	w6181
gefänglich	w6182
an=gehalten	w6183
<g/>
=
worden	w6185
<g/>
,
und	w6187
sitzt	w6188
noch	w6189
wirklich	w6190
in	w6191
dem	w6192
Schlosse	w6193
allda	w6194
gefangen	w6195
<g/>
,
hoffet	w6197
aber	w6198
den	w6199
größten	w6200
Theil	w6201
seines	w6202
Vermö=gens	w6203
<g/>
=
wieder	w6205
zu	w6206
erlangen	w6207
<g/>
.
Bey	w6209
einfal=lenden	w6210
<g/>
=
Regen	w6212
von	w6213
Zeit	w6214
zu	w6215
Zeit	w6216
stehen	w6217
die	w6218
Felder	w6219
besser	w6220
und	w6221
das	w6222
Getreid	w6223
<g/>
,
anstatt	w6225
theurer	w6226
zu	w6227
werden	w6228
<g/>
,
wie	w6230
man	w6231
fürchtete	w6232
<g/>
,
wird	w6234
wohlfeiler	w6235
<g/>
.
</p>
<p id="p66">
Letzthin	w6237
ist	w6238
alda	w6239
aus	w6240
der	w6241
Jnsel	w6242
Jdra	w6243
ein	w6244
türkisches	w6245
Schiff	w6246
mit	w6247
einem	w6248
Schiff=mann	w6249
<g/>
=
von	w6251
Trabacolo	w6252
<g/>
,
Namens	w6254
Philipp	w6255
Lattich	w6256
<g/>
,
eingelaufen	w6258
<g/>
;
dieser	w6260
führte	w6261
vor	w6262
einiger	w6263
Zeit	w6264
Holz	w6265
und	w6266
Eisenwerk	w6267
für	w6268
ei	w6269
<g/>
=
</p>
<p id="p67">
nen	w6271
griechischen	w6272
Kaufmann	w6273
aus	w6274
dasigen	w6275
Haven	w6276
<g/>
,
und	w6278
litte	w6279
20	w6280
Meilen	w6281
von	w6282
Lanea	w6283
im	w6284
Königreiche	w6285
Candia	w6286
bey	w6287
einem	w6288
Sturme	w6289
Schiffbruch	w6290
<g/>
,
wobey	w6292
die	w6293
Fracht	w6294
noch	w6295
glück=lich	w6296
<g/>
=
gerettet	w6298
worden	w6299
<g/>
.
</p>
<p id="p68">
Folgende	w6301
Schiffe	w6302
mit	w6303
verschiedenen	w6304
Waaren	w6305
beladen	w6306
<g/>
,
sind	w6308
vergangene	w6309
Wo=che	w6310
<g/>
=
daselbst	w6312
angeländet	w6313
<g/>
,
ein	w6315
Türkisches	w6316
<g/>
,
4	w6318
Venetianische	w6319
mit	w6320
Oel	w6321
<g/>
,
Mandeln	w6323
u	w6324
<g/>
.
s	w6326
<g/>
.
w	w6328
<g/>
.
2	w6330
Päbstliche	w6331
<g/>
,
ein	w6333
Dänisches	w6334
von	w6335
Bergen	w6336
in	w6337
Norwegen	w6338
<g/>
,
mit	w6340
Stockfisch	w6341
und	w6342
Lachs	w6343
<g/>
.
</p>
<p id="p69">
Abgefahren	w6345
sind	w6346
folgende	w6347
<g/>
,
ohne	w6349
34	w6350
kleinere	w6351
Fahrzeuge	w6352
an	w6353
verschiedene	w6354
Küsten	w6355
<g/>
,
und	w6357
7	w6358
Türkische	w6359
mitzurechnen	w6360
<g/>
,
2	w6362
Oester=reichische	w6363
<g/>
=
und	w6365
1	w6366
Venetianisches	w6367
mit	w6368
Korn	w6369
<g/>
,
Limonen	w6371
<g/>
,
Wolle	w6373
u	w6374
<g/>
.
s	w6376
<g/>
.
w	w6378
<g/>
.
nach	w6380
Venedig	w6381
<g/>
,
ein	w6383
Venetianisches	w6384
mit	w6385
verschiedenen	w6386
Waa=ren	w6387
<g/>
=
nach	w6389
Maltha	w6390
<g/>
,
2	w6392
Päbstliche	w6393
nach	w6394
An=cona	w6395
<g/>
=
ein	w6397
Ragusisches	w6398
nach	w6399
Genua	w6400
<g/>
,
ein	w6402
Schwedisches	w6403
nach	w6404
Hamburg	w6405
mit	w6406
Ziwe=ben	w6407
<g/>
=
<g/>
,
Oel	w6410
<g/>
,
Mandeln	w6412
<g/>
,
ungarischen	w6414
Ta=back	w6415
<g/>
=
<g/>
,
Bottaschen	w6418
<g/>
,
Feigen	w6420
<g/>
,
Reis	w6422
<g/>
,
Liqueurs	w6424
<g/>
.
</p>
<p id="p70">
Die	w6426
in	w6427
dem	w6428
Haven	w6429
von	w6430
Ostende	w6431
jüngst=hin	w6432
<g/>
=
angelangte	w6434
Schiffe	w6435
sind	w6436
unterm	w6437
1	w6438
<g/>
.
dies	w6440
die	w6441
Barbara	w6442
unter	w6443
dem	w6444
Kapitain	w6445
Cornitte	w6446
Wordmard	w6447
aus	w6448
Dünkirchen	w6449
<g/>
,
be=laden	w6451
<g/>
=
mit	w6453
verschiedenen	w6454
Kaufmannswaa=ren	w6455
<g/>
=
<g/>
,
der	w6458
junge	w6459
Fridrich	w6460
<g/>
,
unter	w6462
dem	w6463
Ka=pitain	w6464
<g/>
=
Ary	w6466
de	w6467
Jonge	w6468
aus	w6469
Hull	w6470
<g/>
,
bela=den	w6472
<g/>
=
mit	w6474
Tüchern	w6475
und	w6476
anderen	w6477
wollenen	w6478
Zeugen	w6479
<g/>
:
Der	w6481
junge	w6482
Michel	w6483
unter	w6484
dem	w6485
Kapitain	w6486
Corneille	w6487
Laxerex	w6488
aus	w6489
Londen	w6490
<g/>
,
beladen	w6492
mit	w6493
Tüchern	w6494
<g/>
,
Zeugen	w6496
<g/>
,
Pfeffer	w6498
<g/>
,
und	w6500
anderen	w6501
Waaren	w6502
<g/>
.
Jmgleichen	w6504
sind	w6505
am	w6506
3	w6507
<g/>
.
dieses	w6509
angekommen	w6510
die	w6511
Hoffnung	w6512
<g/>
,
unter	w6514
dem	w6515
Kapitain	w6516
Peter	w6517
Andries	w6518
aus	w6519
Livorno	w6520
<g/>
,
beladen	w6522
mit	w6523
Oel	w6524
<g/>
,
Seide	w6526
und	w6527
Früchten	w6528
<g/>
:
Die	w6530
zwey	w6531
Schwestern	w6532
<g/>
,
unter	w6534
dem	w6535
Kapitain	w6536
Blanxeman	w6537
<g/>
,
aus	w6539
Dün=kirchen	w6540
<g/>
=
<g/>
,
beladen	w6543
mit	w6544
Hanf	w6545
<g/>
.
</p>
<p id="p71">
Hingegen	w6547
sind	w6548
am	w6549
1	w6550
<g/>
.
dies	w6552
unter	w6553
Se=gel	w6554
<g/>
=
gegangen	w6556
<g/>
,
die	w6558
Vorsichtigkeit	w6559
unter	w6560
dem	w6561
Kapitain	w6562
Comille	w6563
Bonte	w6564
nach	w6565
Bor=deaux	w6566
<g/>
=
<g/>
:
Die	w6569
junge	w6570
Marie	w6571
<g/>
,
unter	w6573
dem	w6574
Ka=pitain	w6575
<g/>
=
Dominique	w6577
de	w6578
Witte	w6579
nach	w6580
Dün=kirchen	w6581
<g/>
=
<g/>
,
mit	w6584
verschiedenen	w6585
Kaufmanns=waaren	w6586
<g/>
=
<g/>
:
Der	w6589
Vielgeliebte	w6590
<g/>
,
unter	w6592
dem	w6593
Kapitain	w6594
Balthasar	w6595
Waffenberg	w6596
nach	w6597
Cork	w6598
<g/>
,
beladen	w6600
mit	w6601
Flachssaamen	w6602
<g/>
:
Die	w6604
zwey	w6605
Brüder	w6606
<g/>
,
unter	w6608
dem	w6609
Kapitain	w6610
Ni=kolaus	w6611
<g/>
=
Hartog	w6613
<g/>
,
beladen	w6615
mit	w6616
Frucht	w6617
<g/>
:
</p>
<p id="p72">
Die	w6619
drey	w6620
Brüder	w6621
<g/>
,
unter	w6623
dem	w6624
Kapitain	w6625
Annez	w6626
<g/>
,
nach	w6628
<g/>
:
Die	w6630
Dame	w6631
Kla=re	w6632
<g/>
=
<g/>
,
unter	w6635
dem	w6636
Kapitan	w6637
Mindert	w6638
Jans	w6639
<g/>
,
nach	w6641
Riga	w6642
<g/>
:
Der	w6644
junge	w6645
Thomas	w6646
und	w6647
Jo=hann	w6648
<g/>
=
<g/>
,
unter	w6651
dem	w6652
Kapitain	w6653
Dorxe	w6654
Meyn=tes	w6655
<g/>
=
<g/>
,
nach	w6658
dem	w6659
Baltischen	w6660
Meere	w6661
<g/>
.
Der	w6663
Graf	w6664
Neny	w6665
<g/>
,
unter	w6667
dem	w6668
Kapitain	w6669
Jean	w6670
Cortoys	w6671
<g/>
,
nach	w6673
Yarmouth	w6674
<g/>
.
</p>
<p id="p73">
Nichtminder	w6676
ist	w6677
ebenfalls	w6678
am	w6679
1	w6680
<g/>
.
dies	w6682
an	w6683
dieser	w6684
Küsten	w6685
angekommen	w6686
das	w6687
Schiff	w6688
die	w6689
Dame	w6690
Louise	w6691
unter	w6692
Anführung	w6693
des	w6694
Kapitain	w6695
Clasen	w6696
aus	w6697
Livorno	w6698
<g/>
,
welches	w6700
zum	w6701
Theil	w6702
in	w6703
diesen	w6704
Haven	w6705
<g/>
,
zum	w6707
Theil	w6708
nach	w6709
Bremen	w6710
bestimmt	w6711
war	w6712
<g/>
,
und	w6714
hatte	w6715
Reis	w6716
<g/>
,
Oel	w6718
<g/>
,
Früchten	w6720
<g/>
,
Seiden	w6722
und	w6723
Mar=morstücke	w6724
<g/>
=
zur	w6726
Ladung	w6727
<g/>
.
Die	w6729
darauffol=gende	w6730
<g/>
=
Nacht	w6732
wurde	w6733
es	w6734
durch	w6735
einen	w6736
hef=tig	w6737
<g/>
=
entstandenen	w6739
Wind	w6740
im	w6741
Angesicht	w6742
des	w6743
Havens	w6744
zu	w6745
Boden	w6746
gesenket	w6747
<g/>
:
man	w6749
ist	w6750
äusserst	w6751
bemüht	w6752
<g/>
,
die	w6754
Schiffsladung	w6755
<g/>
,
so	w6757
viel	w6758
möglich	w6759
<g/>
,
zu	w6761
retten	w6762
<g/>
;
und	w6764
