<doc id="edoc_wd_1776-12-18" attrs="word" year="1776" month="12" day="18" corpus="1">
<head id="hl1">
Madrid	w38
<g/>
.
alt	w4091
70	w4092
<g/>
.
J	w4094
<g/>
.
Dem	w4096
Georg	w4097
Raner	w4098
<g/>
,
Kuchelgärtn	w4100
<g/>
.
s	w4102
<g/>
.
K	w4104
<g/>
.
Theresia	w4106
Nr	w4107
<g/>
.
254	w4109
<g/>
.
zu	w4111
Erdberg	w4112
<g/>
,
alt	w4114
4	w4115
<g/>
.
J	w4117
<g/>
.
Peter	w4119
Ernd	w4120
<g/>
,
Schuster	w4122
<g/>
.
Nro	w4124
<g/>
.
67	w4126
<g/>
.
am	w4128
Spitalb	w4129
<g/>
.
alt	w4131
36	w4132
<g/>
.
J	w4134
<g/>
.
Dem	w4136
Mich	w4137
<g/>
.
Schopf	w4139
<g/>
,
Schust	w4141
<g/>
.
s	w4143
<g/>
.
W	w4145
<g/>
.
Theres	w4147
<g/>
.
Nr	w4149
<g/>
.
45	w4151
<g/>
.
auß	w4153
<g/>
.
Mariah	w4155
<g/>
.
alt	w4157
63	w4158
<g/>
.
J	w4160
<g/>
.
</list>
<list id="">
Dem	w4162
Jos	w4163
<g/>
.
Koller	w4165
<g/>
,
Bedient	w4167
<g/>
.
s	w4169
<g/>
.
K	w4171
<g/>
.
Theres	w4173
<g/>
.
Nr	w4175
<g/>
.
20	w4177
<g/>
.
am	w4179
Spitalb	w4180
<g/>
.
alt	w4182
5	w4183
<g/>
.
J	w4185
<g/>
.
</list>
<list id="">
Dem	w4187
Joh	w4188
<g/>
.
M	w4190
<g/>
.
Strohmayer	w4192
<g/>
,
Bedient	w4194
<g/>
.
s	w4196
<g/>
.
K	w4198
<g/>
.
Jos	w4200
<g/>
.
Nr	w4202
<g/>
.
41	w4204
<g/>
.
zu	w4206
St	w4207
<g/>
.
Ulrich	w4209
<g/>
,
alt	w4211
3	w4212
<g/>
.
J	w4214
<g/>
.
Dem	w4216
Jos	w4217
<g/>
.
Riedt	w4219
<g/>
,
Hausinnhab	w4221
<g/>
.
s	w4223
<g/>
.
K	w4225
<g/>
.
Joh	w4227
<g/>
.
Nr	w4229
<g/>
.
52	w4231
<g/>
.
im	w4233
Lichtenth	w4234
<g/>
.
alt	w4236
2	w4237
<g/>
.
J	w4239
<g/>
.
Dem	w4241
Philipp	w4242
Statter	w4243
<g/>
,
Kutsch	w4245
<g/>
.
s	w4247
<g/>
.
W	w4249
<g/>
.
Cath	w4251
<g/>
.
Nr	w4253
<g/>
.
294	w4255
<g/>
.
auf	w4257
d	w4258
<g/>
.
Landstr	w4260
<g/>
.
alt	w4262
42	w4263
<g/>
.
J	w4265
<g/>
.
Simon	w4267
Blank	w4268
<g/>
,
Bandelkram	w4270
<g/>
.
Nr	w4272
<g/>
.
15	w4274
<g/>
.
am	w4276
Neu=stift	w4277
<g/>
=
<g/>
,
alt	w4280
70	w4281
<g/>
.
J	w4283
<g/>
.
Joh	w4285
<g/>
.
Firkuschny	w4287
<g/>
,
Student	w4289
<g/>
,
alt	w4291
23	w4292
<g/>
.
J	w4294
<g/>
.
Joh	w4296
<g/>
.
Neumeist	w4298
<g/>
.
vac	w4300
<g/>
.
Handl	w4302
<g/>
.
Dien	w4304
<g/>
.
alt	w4306
63	w4307
J	w4308
<g/>
.
beede	w4310
beyn	w4311
Barmherz	w4312
<g/>
.
Joh	w4314
<g/>
.
Bös	w4316
<g/>
,
Schloss	w4318
<g/>
.
alt	w4320
50	w4321
<g/>
.
J	w4323
<g/>
.
An	w4325
<g/>
.
Kollerin	w4327
<g/>
,
led	w4329
<g/>
.
vac	w4331
<g/>
.
Dienstm	w4333
<g/>
.
alt	w4335
18	w4336
<g/>
.
J	w4338
<g/>
.
beede	w4340
im	w4341
heil	w4342
<g/>
.
Dreyf	w4344
<g/>
.
Spital	w4346
<g/>
.
Anton	w4348
Walter	w4349
<g/>
,
Fuhrkn	w4351
<g/>
.
alt	w4353
46	w4354
<g/>
.
J	w4356
<g/>
.
Joh	w4358
<g/>
.
Hadwiger	w4360
<g/>
,
Schneidergs	w4362
<g/>
.
alt	w4364
32	w4365
<g/>
.
J	w4367
<g/>
.
beede	w4369
Contum	w4370
<g/>
.
Summa	w4372
20	w4373
Personen	w4374
<g/>
,
darunter	w4376
5	w4377
<g/>
.
Kind	w4379
<g/>
.
</list>
<head id="hl15">
Den	w4381
10	w4382
<g/>
.
Christm	w4384
<g/>
.
Jn	w4386
der	w4387
Stadt	w4388
<g/>
.
</head>
<list id="">
Niemand	w4390
<g/>
.
</list>
<head id="hl16">
Vor	w4392
der	w4393
Stadt	w4394
<g/>
.
</head>
<list id="">
Dem	w4396
Anton	w4397
Nest	w4398
<g/>
,
burgl	w4400
<g/>
.
Fütt	w4402
<g/>
.
s	w4404
<g/>
.
W	w4406
<g/>
.
Francisca	w4408
<g/>
,
in	w4410
s	w4411
<g/>
.
H	w4413
<g/>
.
Nr	w4415
<g/>
.
168	w4417
<g/>
.
auf	w4419
d	w4420
<g/>
.
Neuwied	w4422
<g/>
.
alt	w4424
56	w4425
<g/>
.
J	w4427
<g/>
.
Christoph	w4429
Strobl	w4430
<g/>
,
Bestandwirth	w4432
<g/>
,
Nr	w4434
<g/>
.
15	w4436
<g/>
.
in	w4438
d	w4439
<g/>
.
Josephst	w4441
<g/>
.
alt	w4443
77	w4444
<g/>
.
J	w4446
Dem	w4447
Melchior	w4448
Wollschlager	w4449
<g/>
,
herrs	w4451
<g/>
.
Bedient	w4453
<g/>
.
s	w4455
<g/>
.
K	w4457
<g/>
.
Franz	w4459
<g/>
,
Nr	w4461
<g/>
.
89	w4463
<g/>
.
in	w4465
d	w4466
<g/>
.
Rossau	w4468
<g/>
,
alt	w4470
7	w4471
<g/>
.
J	w4473
<g/>
.
Dem	w4475
Joh	w4476
<g/>
.
Sacke	w4478
<g/>
,
schutzverw	w4480
<g/>
.
Schust	w4482
<g/>
.
s	w4484
<g/>
.
K	w4486
<g/>
.
Jgnaz	w4488
Nr	w4489
<g/>
.
290	w4491
<g/>
.
zu	w4493
Erdberg	w4494
<g/>
,
alt	w4496
4	w4497
<g/>
.
J	w4499
<g/>
.
Simon	w4501
Lang	w4502
<g/>
,
Tagl	w4504
<g/>
.
Nr	w4506
<g/>
.
15	w4508
<g/>
.
zu	w4510
Nikolsd	w4511
<g/>
.
alt	w4513
46	w4514
<g/>
.
J	w4516
<g/>
.
Dem	w4518
Andre	w4519
Hinterstosser	w4520
<g/>
,
Schiffkn	w4522
<g/>
.
s	w4524
<g/>
.
T	w4526
<g/>
.
Barb	w4528
<g/>
.
Nr	w4530
<g/>
.
372	w4532
<g/>
.
in	w4534
d	w4535
<g/>
.
Leopoldst	w4537
<g/>
.
alt	w4539
16	w4540
<g/>
.
J	w4542
<g/>
.
Dem	w4544
Jos	w4545
<g/>
.
Reicherl	w4547
<g/>
,
Tagl	w4549
<g/>
.
s	w4551
<g/>
.
K	w4553
<g/>
.
Franz	w4555
<g/>
,
Nr	w4557
<g/>
.
7	w4559
<g/>
.
zu	w4561
Mätzleinsd	w4562
<g/>
.
alt	w4564
9	w4565
<g/>
.
J	w4567
<g/>
.
Dem	w4569
Joh	w4570
<g/>
.
Schützenberger	w4572
<g/>
,
Tagl	w4574
<g/>
.
s	w4576
<g/>
.
K	w4578
<g/>
.
Philipp	w4580
Nr	w4581
<g/>
.
86	w4583
<g/>
.
auf	w4585
d	w4586
<g/>
.
Wied	w4588
<g/>
,
alt	w4590
2	w4591
<g/>
.
J	w4593
<g/>
.
Dem	w4595
Joh	w4596
<g/>
.
Fux	w4598
<g/>
,
Tagl	w4600
<g/>
.
s	w4602
<g/>
.
K	w4604
<g/>
.
Anna	w4606
<g/>
,
Nr	w4608
<g/>
.
135	w4610
<g/>
.
am	w4612
Neub	w4613
<g/>
.
alt	w4615
5	w4616
<g/>
.
J	w4618
<g/>
.
Joh	w4620
<g/>
.
Meißner	w4622
<g/>
,
Mühlj	w4624
<g/>
.
alt	w4626
32	w4627
<g/>
.
J	w4629
<g/>
.
Math	w4631
<g/>
.
Mayr	w4633
<g/>
,
Tagl	w4635
<g/>
.
alt	w4637
57	w4638
<g/>
.
J	w4640
<g/>
.
beed	w4642
<g/>
.
beyn	w4644
Barmh	w4645
<g/>
.
Elisab	w4647
<g/>
.
Glingerschmidtin	w4649
<g/>
,
Sold	w4651
<g/>
.
W	w4653
<g/>
.
alt	w4655
26	w4656
<g/>
.
J	w4658
<g/>
.
im	w4660
Militarspit	w4661
<g/>
.
zu	w4663
Gumpend	w4664
<g/>
.
Barthol	w4666
<g/>
.
Kärn	w4668
<g/>
,
Jnvalid	w4670
<g/>
,
alt	w4672
80	w4673
<g/>
.
J	w4675
<g/>
.
Mar	w4677
<g/>
.
Oldyanin	w4679
<g/>
,
Sold	w4681
<g/>
.
K	w4683
<g/>
.
alt	w4685
8	w4686
<g/>
.
J	w4688
<g/>
.
beede	w4690
im	w4691
Mi=litarinvalidenh	w4692
<g/>
=
<g/>
.
Mich	w4695
Dreysinger	w4696
<g/>
,
Mühlj	w4698
<g/>
.
welcher	w4700
durch	w4701
ein	w4702
Mühl=rad	w4703
<g/>
=
beschädiget	w4705
<g/>
,
und	w4707
hierauf	w4708
verstorb	w4709
<g/>
.
ist	w4711
vom	w4712
k	w4713
<g/>
.
k	w4715
<g/>
.
Stadt	w4717
<g/>
=
und	w4719
Landger	w4720
<g/>
.
beyn	w4722
Barmherz	w4723
<g/>
.
be=schaut	w4725
<g/>
=
word	w4727
<g/>
.
alt	w4729
20	w4730
<g/>
.
J	w4732
<g/>
.
Augustin	w4734
Brandstätter	w4735
<g/>
,
Schust	w4737
<g/>
.
welcher	w4739
tod	w4740
ge=fund	w4741
<g/>
=
<g/>
.
und	w4744
vom	w4745
k	w4746
<g/>
.
k	w4748
<g/>
.
Stadt	w4750
<g/>
=
und	w4752
Landger	w4753
<g/>
.
im	w4755
Bäckenh	w4756
<g/>
.
beschaut	w4758
word	w4759
<g/>
.
alt	w4761
bey	w4762
40	w4763
<g/>
.
J	w4765
<g/>
.
Summa	w4767
16	w4768
<g/>
.
Personen	w4770
<g/>
,
darunter	w4772
6	w4773
<g/>
.
Kind	w4775
<g/>
.
</list>
<head id="hl17">
Den	w4777
11	w4778
<g/>
.
Christm	w4780
<g/>
.
Jn	w4782
der	w4783
Stadt	w4784
<g/>
.
</head>
<list id="">
Dem	w4786
Karl	w4787
Hermann	w4788
<g/>
,
gew	w4790
<g/>
.
Frabrik	w4792
<g/>
.
Fakt	w4794
<g/>
.
s	w4796
<g/>
.
W	w4798
<g/>
.
Elisab	w4800
<g/>
.
Nr	w4802
<g/>
.
1234	w4804
<g/>
.
ob	w4806
<g/>
.
neu	w4808
Thor	w4809
<g/>
,
alt	w4811
39	w4812
<g/>
.
J	w4814
<g/>
.
</list>
<head id="hl18">
Vor	w4816
der	w4817
Stadt	w4818
<g/>
.
</head>
<list id="">
Joh	w4820
<g/>
.
Mich	w4822
<g/>
.
Werner	w4824
<g/>
,
gew	w4826
burgl	w4827
<g/>
.
Wagnermeist	w4829
<g/>
.
Nr	w4831
<g/>
.
2	w4833
<g/>
.
am	w4835
Hunglbrunn	w4836
<g/>
,
alt	w4838
76	w4839
<g/>
.
J	w4841
<g/>
.
Dem	w4843
Philipp	w4844
Kreutzer	w4845
<g/>
,
hollits	w4847
<g/>
.
Geschirrversilbgeh	w4849
s	w4850
<g/>
.
W	w4852
<g/>
.
Mar	w4854
An	w4855
<g/>
.
Nr	w4857
<g/>
.
55	w4859
zu	w4860
Mariah	w4861
<g/>
.
alt	w4863
66	w4864
<g/>
.
J	w4866
<g/>
.
Andre	w4868
Polack	w4869
<g/>
,
gew	w4871
<g/>
.
herrsch	w4873
<g/>
.
Kutsch	w4875
<g/>
.
Nr	w4877
<g/>
.
77	w4879
<g/>
.
im	w4881
Lichtenth	w4882
<g/>
.
alt	w4884
86	w4885
<g/>
.
J	w4887
Jos	w4888
<g/>
.
Rohrhofer	w4890
<g/>
,
Hauskn	w4892
<g/>
.
welcher	w4894
sich	w4895
erfallen	w4896
<g/>
,
u	w4898
<g/>
.
vom	w4900
k	w4901
<g/>
.
k	w4903
<g/>
.
Stadt	w4905
<g/>
=
und	w4907
Landger	w4908
<g/>
.
Nr	w4910
<g/>
.
230	w4912
<g/>
.
in	w4914
der	w4915
Leopoldst	w4916
<g/>
.
beschaut	w4918
word	w4919
<g/>
.
alt	w4921
38	w4922
<g/>
.
J	w4924
<g/>
.
Dem	w4926
Joh	w4927
<g/>
.
Fischer	w4929
<g/>
,
Hausmeist	w4931
<g/>
.
s	w4933
<g/>
.
W	w4935
<g/>
.
An	w4937
Mar	w4938
<g/>
.
Nr	w4940
<g/>
.
8	w4942
<g/>
.
in	w4944
d	w4945
<g/>
.
Alsterg	w4947
<g/>
.
alt	w4949
42	w4950
<g/>
.
J	w4952
<g/>
.
Dem	w4954
Franz	w4955
Ertl	w4956
<g/>
,
Zeugmachergs	w4958
<g/>
.
s	w4960
<g/>
.
K	w4962
<g/>
.
Theodor	w4964
<g/>
,
Nr	w4966
<g/>
.
107	w4968
<g/>
.
zu	w4970
Mariah	w4971
<g/>
.
alt	w4973
2	w4974
<g/>
.
J	w4976
<g/>
.
Dem	w4978
Joseph	w4979
Reißenberger	w4980
<g/>
,
Tagl	w4982
s	w4983
<g/>
.
W	w4985
An	w4986
<g/>
.
Mar	w4988
<g/>
.
Nr	w4990
<g/>
.
371	w4992
<g/>
.
in	w4994
d	w4995
<g/>
.
Leopoldst	w4997
<g/>
.
alt	w4999
67	w5000
<g/>
.
J	w5002
<g/>
.
Dem	w5004
Conrad	w5005
Regen	w5006
<g/>
,
Tagl	w5008
<g/>
.
s	w5010
<g/>
.
T	w5012
<g/>
.
Theres	w5014
<g/>
.
Nr	w5016
<g/>
.
22	w5018
<g/>
.
zu	w5020
Erdberg	w5021
<g/>
,
alt	w5023
16	w5024
<g/>
.
An	w5026
<g/>
.
Mar	w5028
<g/>
.
Aignerin	w5030
<g/>
,
Tagl	w5032
<g/>
.
Wit	w5034
<g/>
.
Nr	w5036
<g/>
.
23	w5038
<g/>
.
am	w5040
Neust	w5041
<g/>
.
alt	w5043
82	w5044
<g/>
.
J	w5046
<g/>
.
Jos	w5048
<g/>
.
Linzmayer	w5050
<g/>
,
Holzhack	w5052
alt	w5053
61	w5054
<g/>
.
J	w5056
<g/>
.
im	w5058
heil	w5059
<g/>
.
Dreyf	w5061
<g/>
.
Spital	w5063
<g/>
.
Jgnatz	w5065
Horflein	w5066
<g/>
,
Stud	w5068
<g/>
.
Jur	w5070
<g/>
.
alt	w5072
23	w5073
<g/>
.
J	w5075
<g/>
.
Barth	w5077
<g/>
.
Hampfer	w5079
<g/>
,
alt	w5081
76	w5082
<g/>
.
J	w5084
<g/>
.
beede	w5086
im	w5087
gr	w5088
Armenh	w5089
<g/>
.
Jacob	w5091
Taufecker	w5092
<g/>
,
alt	w5094
83	w5095
J	w5096
<g/>
.
in	w5098
d	w5099
<g/>
.
Vers	w5101
am	w5102
Alsterb	w5103
<g/>
.
Georg	w5105
Kreiwitz	w5106
<g/>
,
gew	w5108
<g/>
.
Krankenwart	w5110
<g/>
.
alt	w5112
62	w5113
<g/>
.
J	w5115
<g/>
.
Elisab	w5117
<g/>
.
Pfefferin	w5119
<g/>
,
Sold	w5121
<g/>
.
Wit	w5123
<g/>
.
alt	w5125
60	w5126
<g/>
.
J	w5128
<g/>
.
beede	w5130
im	w5131
Contum	w5132
<g/>
.
Summa	w5134
16	w5135
<g/>
.
Personen	w5137
<g/>
,
darunter	w5139
1	w5140
<g/>
.
Kind	w5142
<g/>
.
</list>
<head id="hl19">
Bey	w5144
den	w5145
Verlegern	w5146
des	w5147
wienerischen	w5148
Diariums	w5149
ist	w5150
zu	w5151
haben	w5152
<g/>
:
</head>
<p id="p115">
Ordnung	w5154
<g/>
,
wie	w5156
das	w5157
heil	w5158
<g/>
.
40stündige	w5160
Ge=beth	w5161
<g/>
=
vor	w5163
ausgesetztem	w5164
hochwürdigsten	w5165
Al=tarssakrament	w5166
<g/>
=
in	w5168
allhiesiger	w5169
k	w5170
<g/>
.
k	w5172
<g/>
.
Resi=denzstadt	w5174
<g/>
=
Wien	w5176
vom	w5177
1	w5178
<g/>
.
Christm	w5180
<g/>
.
1776	w5182
<g/>
.
als	w5184
ersten	w5185
Sonntage	w5186
im	w5187
Advente	w5188
<g/>
,
bis	w5190
wieder	w5191
Advente	w5192
1777	w5193
<g/>
.
gehalten	w5195
wird	w5196
<g/>
.
Das	w5198
Stück	w5199
3	w5200
kr	w5201
<g/>
.
</p>
<p id="p116">
Der	w5203
kritische	w5204
Heirathskalender	w5205
<g/>
,
oder	w5207
die	w5208
zehnte	w5209
Satyre	w5210
<g/>
,
nebst	w5212
einem	w5213
Send=schreiben	w5214
<g/>
=
an	w5216
den	w5217
Herrn	w5218
Lamoignon	w5219
<g/>
,
und	w5221
einer	w5222
Schrift	w5223
an	w5224
den	w5225
Herrn	w5226
Dangean	w5227
<g/>
.
Von	w5229
dem	w5230
Herrn	w5231
Bolieau	w5232
Despreaux	w5233
reim=mäßig	w5234
<g/>
=
verfaßt	w5236
<g/>
.
Jn	w5238
deutsche	w5239
ungebundene	w5240
Rede	w5241
übersetzt	w5242
<g/>
.
<g/>
—
Das	w5245
Stück	w5246
gebund	w5247
<g/>
.
20	w5249
<g/>
=
ungeb	w5251
<g/>
.
17	w5253
kr	w5254
<g/>
.
</p>
<p id="p117">
Directorium	w5256
Romano	w5257
<g/>
-
Viennense	w5259
<g/>
,
seu	w5261
ordo	w5262
Missas	w5263
celebrandi	w5264
<g/>
,
<g/>
&
horas	w5267
canonicas	w5268
recitan-di	w5269
<g/>
-
<g/>
,
pro	w5272
Anno	w5273
1777	w5274
<g/>
.
gebunden	w5276
17	w5277
kr	w5278
<g/>
.
unge=bunden	w5280
<g/>
=
15	w5282
kr	w5283
<g/>
.
</p>
<head id="hl20">
Warschau	w5302
den	w5303
23	w5304
<g/>
.
Winterm	w5306
<g/>
.
</head>
<p id="p118">
Der	w5308
Oberste	w5309
Narzymski	w5310
<g/>
,
hat	w5312
bey	w5313
der	w5314
letzthin	w5315
gehaltenen	w5316
Provinzlalversamm=lung	w5317
<g/>
=
<g/>
,
welche	w5320
die	w5321
Maltheserritter	w5322
der	w5323
hie=sigen	w5324
<g/>
=
Großpriorey	w5326
angestellt	w5327
hatten	w5328
<g/>
,
den	w5330
Adel	w5331
seiner	w5332
Familie	w5333
auf	w5334
eine	w5335
gehörige	w5336
Weise	w5337
bewiesen	w5338
<g/>
,
und	w5340
hat	w5341
am	w5342
15	w5343
<g/>
.
dieses	w5345
in	w5346
der	w5347
Kapelle	w5348
zum	w5349
Kindlein	w5350
Jesu	w5351
<g/>
,
von	w5353
dem	w5354
Gesandten	w5355
des	w5356
Maltheserordens	w5357
<g/>
,
das	w5359
gewöhnliche	w5360
Kreutz	w5361
desselben	w5362
erhal=ten	w5363
<g/>
=
<g/>
.
Dieser	w5366
neue	w5367
Ritter	w5368
wird	w5369
in	w5370
kur=zem	w5371
<g/>
=
von	w5373
hier	w5374
nach	w5375
der	w5376
Tartarischen	w5377
Gränze	w5378
abreisen	w5379
<g/>
,
um	w5381
daselbst	w5382
den	w5383
ge=wöhnlichen	w5384
<g/>
=
Kreuzug	w5386
oder	w5387
seine	w5388
Carava=ne	w5389
<g/>
=
bey	w5391
der	w5392
pohlnischen	w5393
Armee	w5394
zu	w5395
ver=richten	w5396
<g/>
=
<g/>
,
damit	w5399
er	w5400
hernach	w5401
die	w5402
feyerliche	w5403
Profeßion	w5404
seines	w5405
Ordens	w5406
thun	w5407
könne	w5408
<g/>
,
und	w5410
dadurch	w5411
tüchtig	w5412
gemacht	w5413
werde	w5414
<g/>
,
eine	w5416
Kommenderie	w5417
zu	w5418
erhalten	w5419
<g/>
,
die	w5421
etwa	w5422
in	w5423
besagter	w5424
Großpriorey	w5425
des	w5426
Maltheseror=dens	w5427
<g/>
=
allhier	w5429
ledig	w5430
seyn	w5431
dürfte	w5432
<g/>
.
</p>
<p id="p119">
Am	w5434
26ten	w5435
verwichenen	w5436
Monats	w5437
<g/>
,
wur=de	w5439
<g/>
=
die	w5441
neue	w5442
Constitution	w5443
<g/>
,
welche	w5445
wegen	w5446
der	w5447
Anzahl	w5448
und	w5449
Bezahlung	w5450
der	w5451
Kronar=mee	w5452
<g/>
=
gemacht	w5454
worden	w5455
<g/>
,
zu	w5457
den	w5458
hiesigen	w5459
Acten	w5460
gegeben	w5461
<g/>
;
sie	w5463
enthält	w5464
<g/>
,
wie	w5466
die	w5467
auf	w5468
dem	w5469
jetzigen	w5470
Reichstage	w5471
gemachte	w5472
Tabelle	w5473
der	w5474
allgemeinen	w5475
Ausgabe	w5476
des	w5477
Kronscha=tzes	w5478
<g/>
=
zeigt	w5480
<g/>
,
die	w5482
bestimmte	w5483
Summe	w5484
von	w5485
6	w5486
Millionen	w5487
und	w5488
290000	w5489
Flor	w5490
<g/>
.
zur	w5492
Bezah=lung	w5493
<g/>
=
der	w5495
Kronarmee	w5496
<g/>
,
welche	w5498
mit	w5499
der	w5500
Einnahme	w5501
und	w5502
Ausgabe	w5503
<g/>
,
so	w5505
wie	w5506
alle	w5507
Einkünfte	w5508
und	w5509
Ausgaben	w5510
der	w5511
Republik	w5512
<g/>
,
mit	w5514
dem	w5515
Monat	w5516
September	w5517
dieses	w5518
Jah=res	w5519
<g/>
=
anfangen	w5521
soll	w5522
<g/>
;
sie	w5524
ist	w5525
mit	w5526
Einwilli=gung	w5527
<g/>
=
aller	w5529
Stände	w5530
auf	w5531
nachstehende	w5532
Art	w5533
eingetheilet	w5534
worden	w5535
<g/>
:
Für	w5537
den	w5538
General=staab	w5539
<g/>
=
410000	w5541
Flor	w5542
<g/>
.
nehmlich	w5544
<g/>
,
für	w5546
den	w5547
Großfeldherrn	w5548
60000	w5549
Flor	w5550
<g/>
.
für	w5552
den	w5553
Un=terfeldherrn	w5554
<g/>
=
40000	w5556
Fl	w5557
<g/>
.
für	w5559
den	w5560
Feldkom=missarius	w5561
<g/>
=
20000	w5563
Flor	w5564
<g/>
.
für	w5566
den	w5567
Feldzeug=meister	w5568
<g/>
=
30000	w5570
Flor	w5571
<g/>
.
für	w5573
die	w5574
zwey	w5575
Jn=spekteurs	w5576
<g/>
=
a	w5578
20000	w5579
Flor	w5580
<g/>
.
zusammen	w5582
40000	w5583
Fl	w5584
<g/>
.
für	w5586
den	w5587
Straznik	w5588
Polny	w5589
8000	w5590
Fl	w5591
<g/>
.
</p>
<p id="p120">
für	w5593
den	w5594
Obozny	w5595
Polny	w5596
6000	w5597
Flor	w5598
<g/>
.
für	w5600
zwey	w5601
Generallieutenants	w5602
a	w5603
18000	w5604
Flor	w5605
<g/>
.
zusammen	w5607
36000	w5608
Fl	w5609
<g/>
.
für	w5611
vier	w5612
General=majors	w5613
<g/>
=
a	w5615
12000	w5616
Flor	w5617
<g/>
.
zusammen	w5619
48000	w5620
Fl	w5621
<g/>
.
für	w5623
vier	w5624
Generaladjutanten	w5625
bey	w5626
denen	w5627
Feldherren	w5628
a	w5629
3000	w5630
Fl	w5631
<g/>
.
zusammen	w5633
12000	w5634
Fl	w5635
<g/>
.
für	w5637
zwey	w5638
Bunczuczuych	w5639
a	w5640
3000	w5641
Fl	w5642
<g/>
.
zusammen	w5644
6000	w5645
Fl	w5646
<g/>
.
zur	w5648
Unterhaltung	w5649
der	w5650
Festung	w5651
Caminiec	w5652
und	w5653
6000	w5654
Flor	w5655
<g/>
.
Pen=sion	w5657
<g/>
=
für	w5659
den	w5660
Kommendanten	w5661
<g/>
,
zusammen	w5663
18000	w5664
Flor	w5665
<g/>
.
für	w5667
die	w5668
Jnvaliden	w5669
50000	w5670
Flor	w5671
<g/>
.
für	w5673
die	w5674
Officianten	w5675
und	w5676
Schreiber	w5677
10000	w5678
Fl	w5679
<g/>
.
für	w5681
den	w5682
Regenten	w5683
7000	w5684
Fl	w5685
<g/>
.
für	w5687
den	w5688
Obersten	w5689
zu	w5690
den	w5691
geographischen	w5692
Karten	w5693
8000	w5694
Fl	w5695
<g/>
.
dem	w5697
Auditeur	w5698
3000	w5699
Fl	w5700
<g/>
.
dem	w5702
Adjutanten	w5703
3500	w5704
Flor	w5705
<g/>
.
dem	w5707
Jn=stigator	w5708
<g/>
=
2000	w5710
Flor	w5711
<g/>
.
für	w5713
zwey	w5714
Wozny	w5715
a	w5716
450	w5717
Flor	w5718
<g/>
.
zusammen	w5720
900	w5721
Flor	w5722
<g/>
.
kleine	w5724
Ausgaben	w5725
1600	w5726
Fl	w5727
<g/>
.
Summa	w5729
410000	w5730
Fl	w5731
<g/>
.
Wenn	w5733
diese	w5734
Summe	w5735
nun	w5736
von	w5737
der	w5738
obigen	w5739
abgezogen	w5740
wird	w5741
<g/>
,
so	w5743
bleiben	w5744
noch	w5745
5	w5746
Mil=lionen	w5747
<g/>
=
und	w5749
880000	w5750
Flor	w5751
<g/>
.
und	w5753
die	w5754
be=stimmen	w5755
<g/>
=
Wir	w5757
für	w5758
die	w5759
Armee	w5760
<g/>
;
weil	w5762
aber	w5763
diejenigen	w5764
noch	w5765
nicht	w5766
alle	w5767
zurückgekom=men	w5768
<g/>
=
<g/>
,
so	w5771
solche	w5772
zu	w5773
revidiren	w5774
abgeschickt	w5775
worden	w5776
sind	w5777
<g/>
,
und	w5779
man	w5780
auch	w5781
vor	w5782
dem	w5783
Reichstage	w5784
keine	w5785
hinlängliche	w5786
Nachricht	w5787
von	w5788
ihnen	w5789
von	w5790
der	w5791
Anzahl	w5792
und	w5793
dem	w5794
Zu=stande	w5795
<g/>
=
der	w5797
Armee	w5798
erhalten	w5799
kann	w5800
<g/>
,
so	w5802
ver=ordnen	w5803
<g/>
=
Wir	w5805
<g/>
,
daß	w5807
die	w5808
Eintheilung	w5809
dieser	w5810
5	w5811
<g/>
.
Millionen	w5813
und	w5814
880000	w5815
Flor	w5816
<g/>
.
durch	w5818
Uns	w5819
Und	w5820
das	w5821
Kriegsdepartement	w5822
des	w5823
immerwährenden	w5824
Raths	w5825
<g/>
,
und	w5827
auf	w5828
ge=schehenes	w5829
<g/>
=
Gutbefinden	w5831
dieses	w5832
Raths	w5833
in	w5834
pleno	w5835
<g/>
,
auf	w5837
nachstehende	w5838
Art	w5839
geschehen	w5840
soll	w5841
<g/>
;
daß	w5843
die	w5844
Anzahl	w5845
<g/>
,
wie	w5847
sie	w5848
sich	w5849
jetzo	w5850
aus	w5851
den	w5852
Rapporten	w5853
zeigen	w5854
wird	w5855
<g/>
,
wo	w5857
sie	w5858
nicht	w5859
vermehret	w5860
werden	w5861
kann	w5862
<g/>
,
wenig=stens	w5864
<g/>
=
nicht	w5866
um	w5867
einen	w5868
Kopf	w5869
verringert	w5870
werden	w5871
soll	w5872
<g/>
,
doch	w5874
soll	w5875
man	w5876
darauf	w5877
Acht	w5878
haben	w5879
<g/>
,
daß	w5881
man	w5882
diejenigen	w5883
Soldaten	w5884
so	w5885
wirklich	w5886
vorhanden	w5887
<g/>
,
erst	w5889
mit	w5890
allem	w5891
zum	w5892
Marsche	w5893
und	w5894
Kriege	w5895
gehörigen	w5896
Nothwen=digkeiten	w5897
<g/>
=
versehe	w5899
<g/>
,
ehe	w5901
man	w5902
die	w5903
Armee	w5904
</p>
<p id="p121">
vermehren	w5905
will	w5906
<g/>
.
Die	w5908
Einrichtung	w5909
und	w5910
Verlegung	w5911
der	w5912
Kron	w5913
<g/>
=
Armee	w5915
wird	w5916
Uns	w5917
und	w5918
dem	w5919
Kriegsdepartement	w5920
überlassen	w5921
<g/>
,
wobey	w5923
man	w5924
darauf	w5925
zu	w5926
