<doc id="edoc_wd_1777-06-07" attrs="word" year="1777" month="06" day="07" corpus="1">
<head id="hl1">
Madrid	w42
K	w4284
<g/>
.
Magdal	w4286
<g/>
.
Nr	w4288
<g/>
.
30	w4290
<g/>
.
zu	w4292
St	w4293
<g/>
.
Ulrich	w4295
<g/>
,
alt	w4297
3	w4298
<g/>
.
J	w4300
<g/>
.
Clara	w4302
Seiberin	w4303
<g/>
,
led	w4305
<g/>
.
alt	w4307
60	w4308
<g/>
.
J	w4310
<g/>
.
im	w4312
Johannesspit	w4313
<g/>
.
Paul	w4315
Platz	w4316
<g/>
,
Hutmachergs	w4318
<g/>
.
alt	w4320
30	w4321
<g/>
.
J	w4323
<g/>
.
Xav	w4325
<g/>
.
Geyger	w4327
<g/>
,
Bräukn	w4329
<g/>
.
alt	w4331
21	w4332
<g/>
.
J	w4334
<g/>
.
beede	w4336
beyn	w4337
Barmherz	w4338
<g/>
.
Mart	w4340
<g/>
.
Tauber	w4342
<g/>
,
Jnvalid	w4344
<g/>
,
alt	w4346
71	w4347
<g/>
.
J	w4349
<g/>
.
im	w4351
Militar=invalidenh	w4352
<g/>
=
<g/>
.
Elisab	w4355
<g/>
.
Ausserstorferin	w4357
<g/>
,
Tischl	w4359
<g/>
.
Wit	w4361
<g/>
.
alt	w4363
49	w4364
<g/>
.
J	w4366
<g/>
.
Eva	w4368
Ruckendorferin	w4369
<g/>
,
Hufschmids	w4371
Wit	w4372
<g/>
.
alt	w4374
73	w4375
<g/>
.
J	w4377
<g/>
.
Barb	w4379
<g/>
.
Ziegelhauserin	w4381
<g/>
,
Schust	w4383
<g/>
.
W	w4385
<g/>
.
alt	w4387
40	w4388
<g/>
.
J	w4390
<g/>
.
al=le	w4392
<g/>
=
3	w4394
<g/>
.
im	w4396
Bäckenh	w4397
<g/>
.
N	w4399
N	w4400
<g/>
.
unbekannte	w4402
Weibsperson	w4403
<g/>
,
welche	w4405
in	w4406
d	w4407
<g/>
.
Do=nau	w4409
<g/>
=
ertrunkener	w4411
gefund	w4412
worden	w4413
<g/>
,
alt	w4415
bey	w4416
23	w4417
<g/>
.
J	w4419
<g/>
.
Christian	w4421
Eminger	w4422
<g/>
,
Polizeysoldat	w4424
<g/>
,
welcher	w4426
in	w4427
d	w4428
<g/>
.
Wien	w4430
ertrunk	w4431
<g/>
.
gefund	w4433
<g/>
.
worden	w4435
<g/>
,
alt	w4437
56	w4438
<g/>
.
J	w4440
<g/>
.
Theres	w4442
<g/>
.
Hochlebin	w4444
<g/>
,
welche	w4446
an	w4447
einer	w4448
Verwund	w4449
<g/>
.
ge=storb	w4451
<g/>
=
<g/>
.
alt	w4454
24	w4455
<g/>
.
J	w4457
<g/>
.
sind	w4459
alle	w4460
3	w4461
<g/>
.
vom	w4463
k	w4464
<g/>
.
k	w4466
<g/>
.
Stadt	w4468
<g/>
=
und	w4470
Landger	w4471
<g/>
.
im	w4473
Bäckenh	w4474
<g/>
.
beschaut	w4476
worden	w4477
<g/>
.
Summa	w4479
23	w4480
Personen	w4481
<g/>
,
darunter	w4483
5	w4484
<g/>
.
Kind	w4486
<g/>
.
</list>
<head id="hl14">
Den	w4488
31	w4489
<g/>
.
May	w4491
<g/>
.
Jn	w4493
der	w4494
Stadt	w4495
<g/>
.
</head>
<list id="">
Hr	w4497
<g/>
.
Paul	w4499
Steyrer	w4500
<g/>
,
burgl	w4502
<g/>
.
Eisenhändl	w4504
<g/>
.
Nr	w4506
<g/>
.
681	w4508
nächst	w4509
d	w4510
<g/>
.
roth	w4512
<g/>
.
Thurn	w4514
<g/>
,
alt	w4516
68	w4517
<g/>
.
J	w4519
<g/>
.
</list>
<head id="hl15">
Vor	w4521
der	w4522
Stadt	w4523
<g/>
.
</head>
<list id="">
Der	w4525
wohlehrwürd	w4526
<g/>
.
Hr	w4528
<g/>
.
Franz	w4530
Joh	w4531
<g/>
.
Roßi	w4533
<g/>
,
weltl	w4535
<g/>
.
Priest	w4537
<g/>
.
Nr	w4539
<g/>
.
202	w4541
<g/>
.
auf	w4543
d	w4544
<g/>
.
Neuwied	w4546
<g/>
.
alt	w4548
68	w4549
<g/>
.
J	w4551
<g/>
.
Titl	w4553
<g/>
.
Fräule	w4555
Elisab	w4556
<g/>
.
von	w4558
der	w4559
Ehr	w4560
<g/>
,
Nr	w4562
<g/>
.
7	w4564
<g/>
.
in	w4566
der	w4567
Josephst	w4568
<g/>
.
alt	w4570
30	w4571
<g/>
.
J	w4573
<g/>
.
Hr	w4575
Joh	w4576
<g/>
.
G	w4578
<g/>
.
Hießberger	w4580
<g/>
,
pens	w4582
<g/>
.
k	w4584
<g/>
.
k	w4586
<g/>
.
Postwäg	w4588
<g/>
.
Kon=dukt	w4590
<g/>
=
<g/>
.
Nr	w4593
<g/>
.
218	w4595
<g/>
.
am	w4597
Oberneust	w4598
<g/>
.
alt	w4600
59	w4601
<g/>
.
J	w4603
<g/>
.
Dem	w4605
Jos	w4606
<g/>
.
Müllner	w4608
<g/>
,
burgl	w4610
<g/>
.
Webermeist	w4612
<g/>
.
s	w4614
<g/>
.
S	w4616
<g/>
.
Jos	w4618
<g/>
.
Nr	w4620
<g/>
.
200	w4622
<g/>
.
auf	w4624
d	w4625
<g/>
.
Landstr	w4627
<g/>
.
alt	w4629
17	w4630
<g/>
.
J	w4632
<g/>
.
Joh	w4634
<g/>
.
Hermann	w4636
<g/>
,
gew	w4638
<g/>
.
schutzverw	w4640
<g/>
.
Schneid	w4642
<g/>
.
Nr	w4644
<g/>
.
8	w4646
zu	w4647
St	w4648
<g/>
.
Ulrich	w4650
<g/>
,
alt	w4652
90	w4653
<g/>
.
J	w4655
<g/>
.
Math	w4657
<g/>
.
Schön	w4659
<g/>
,
Zeugmachergs	w4661
<g/>
.
Nr	w4663
<g/>
.
101	w4665
<g/>
.
zu	w4667
Gum=pend	w4668
<g/>
=
<g/>
.
alt	w4671
62	w4672
<g/>
.
J	w4674
<g/>
.
Paulina	w4676
Jägerin	w4677
<g/>
,
Tagl	w4679
<g/>
.
Wit	w4681
<g/>
.
Nr	w4683
<g/>
.
30	w4685
<g/>
.
am	w4687
Ober=neustift	w4688
<g/>
=
<g/>
,
alt	w4691
52	w4692
<g/>
.
J	w4694
<g/>
.
Wenzel	w4696
Deichmann	w4697
<g/>
,
herrs	w4699
<g/>
.
Kutsch	w4701
<g/>
.
alt	w4703
42	w4704
J	w4705
<g/>
.
Mar	w4707
<g/>
.
Schönin	w4709
<g/>
,
Schust	w4711
<g/>
.
W	w4713
<g/>
.
alt	w4715
61	w4716
<g/>
.
J	w4718
<g/>
.
beede	w4720
im	w4721
heil	w4722
<g/>
.
Dreyf	w4724
<g/>
.
Spital	w4726
<g/>
.
Gertraud	w4728
Brunerin	w4729
<g/>
,
verh	w4731
<g/>
.
Tagl	w4733
<g/>
.
alt	w4735
43	w4736
<g/>
.
J	w4738
<g/>
.
im	w4740
Bäckenh	w4741
<g/>
.
An	w4743
<g/>
.
Mar	w4745
<g/>
.
Binderin	w4747
<g/>
,
Wit	w4749
<g/>
.
alt	w4751
60	w4752
<g/>
.
J	w4754
<g/>
.
in	w4756
St	w4757
<g/>
.
Marx	w4759
<g/>
.
Summa	w4761
12	w4762
<g/>
.
Personen	w4764
<g/>
.
</list>
<head id="hl16">
Den	w4766
1	w4767
Brachm	w4768
<g/>
.
Jn	w4770
der	w4771
Stadt	w4772
<g/>
.
</head>
<list id="">
Dem	w4774
Joh	w4775
<g/>
.
Schell	w4777
<g/>
,
Bedient	w4779
<g/>
.
s	w4781
<g/>
.
K	w4783
<g/>
.
Cajetan	w4785
<g/>
,
Nr	w4787
<g/>
.
534	w4789
<g/>
.
am	w4791
Bauernmarkt	w4792
<g/>
,
alt	w4794
2	w4795
<g/>
.
J	w4797
<g/>
.
</list>
<head id="hl17">
Vor	w4799
der	w4800
Stadt	w4801
<g/>
.
</head>
<list id="">
Melchior	w4803
Pfaff	w4804
<g/>
,
burgl	w4806
<g/>
.
Bäckenmeist	w4808
<g/>
.
in	w4810
s	w4811
<g/>
.
H	w4813
<g/>
.
Nr	w4815
<g/>
.
65	w4817
<g/>
.
zu	w4819
Mariah	w4820
<g/>
.
alt	w4822
58	w4823
<g/>
.
J	w4825
<g/>
.
Christina	w4827
Schönbeyrin	w4828
<g/>
,
Fuhrkn	w4830
<g/>
.
Wit	w4832
<g/>
.
Nr	w4834
<g/>
.
23	w4836
<g/>
.
am	w4838
Hundsth	w4839
<g/>
.
alt	w4841
83	w4842
<g/>
.
J	w4844
<g/>
.
Dem	w4846
Math	w4847
<g/>
.
Meixner	w4849
<g/>
,
Tagl	w4851
<g/>
.
s	w4853
<g/>
.
K	w4855
<g/>
.
Theresia	w4857
<g/>
,
Nr	w4859
<g/>
.
172	w4861
<g/>
.
zu	w4863
Erdberg	w4864
<g/>
,
alt	w4866
3	w4867
<g/>
.
J	w4869
<g/>
.
Dem	w4871
Franz	w4872
Piringer	w4873
<g/>
,
Schneid	w4875
<g/>
.
s	w4877
<g/>
.
K	w4879
<g/>
.
Magdalena	w4881
<g/>
,
Nr	w4883
<g/>
.
195	w4885
<g/>
.
am	w4887
Oberneust	w4888
<g/>
.
alt	w4890
5	w4891
<g/>
.
J	w4893
<g/>
.
Dem	w4895
Martin	w4896
Martin	w4897
<g/>
,
gew	w4899
<g/>
.
Greisl	w4901
<g/>
.
s	w4903
<g/>
.
K	w4905
<g/>
.
Mar	w4907
<g/>
.
An	w4909
<g/>
.
Nr	w4911
<g/>
.
13	w4913
<g/>
.
zu	w4915
Erdberg	w4916
<g/>
,
alt	w4918
2	w4919
<g/>
.
J	w4921
<g/>
.
Dem	w4923
Georg	w4924
Engelschalk	w4925
<g/>
,
Schust	w4927
<g/>
.
s	w4929
<g/>
.
K	w4931
<g/>
.
Anna	w4933
<g/>
,
Nr	w4935
<g/>
.
11	w4937
<g/>
.
am	w4939
Neustift	w4940
<g/>
,
alt	w4942
8	w4943
<g/>
.
J	w4945
<g/>
.
Joh	w4947
<g/>
.
Strasser	w4949
<g/>
,
Nachtwacht	w4951
<g/>
.
Nr	w4953
<g/>
.
89	w4955
<g/>
.
zu	w4957
Mariah	w4958
<g/>
.
alt	w4960
71	w4961
<g/>
.
J	w4963
<g/>
.
Balthasar	w4965
Koch	w4966
<g/>
,
alt	w4968
78	w4969
<g/>
.
J	w4971
<g/>
.
in	w4973
d	w4974
<g/>
.
Vers	w4976
<g/>
.
Joseph	w4978
Ungeher	w4979
<g/>
,
Tagl	w4981
<g/>
.
alt	w4983
57	w4984
<g/>
.
J	w4986
<g/>
.
Magd	w4988
<g/>
.
Reichardin	w4990
<g/>
,
Sammetmach	w4992
<g/>
.
W	w4994
<g/>
.
alt	w4996
30	w4997
<g/>
.
J	w4999
<g/>
.
alle	w5001
3	w5002
<g/>
.
im	w5004
Contum	w5005
<g/>
.
Barb	w5007
<g/>
.
Krausin	w5009
<g/>
,
led	w5011
<g/>
.
alt	w5013
19	w5014
<g/>
.
J	w5016
<g/>
.
Justina	w5018
Nowackin	w5019
<g/>
,
Kutsch	w5021
<g/>
.
Wit	w5023
<g/>
.
alt	w5025
60	w5026
<g/>
.
J	w5028
<g/>
.
beede	w5030
im	w5031
Bäckenhäus	w5032
<g/>
.
Summa	w5034
13	w5035
<g/>
.
Personen	w5037
<g/>
,
darunter	w5039
5	w5040
<g/>
.
Kind	w5042
<g/>
.
</list>
<head id="hl18">
Den	w5044
2	w5045
<g/>
.
Brachm	w5047
<g/>
.
Jn	w5049
der	w5050
Stadt	w5051
<g/>
.
</head>
<list id="">
Niemand	w5053
<g/>
.
</list>
<head id="hl19">
Vor	w5055
der	w5056
Stadt	w5057
<g/>
.
</head>
<list id="">
Titl	w5059
<g/>
.
Fr	w5061
<g/>
.
M	w5063
<g/>
.
An	w5065
<g/>
.
de	w5067
Lara	w5068
<g/>
,
geb	w5070
<g/>
.
de	w5072
Spada	w5073
<g/>
,
k	w5075
<g/>
.
k	w5077
<g/>
.
Hof=u	w5079
<g/>
=
<g/>
.
Staatssekret	w5082
<g/>
.
Wit	w5084
<g/>
.
Nr	w5086
<g/>
.
21	w5088
<g/>
.
auf	w5090
d	w5091
<g/>
.
Wied	w5093
<g/>
.
a	w5095
<g/>
.
52	w5097
J	w5098
<g/>
.
Clara	w5100
Stadlerin	w5101
<g/>
,
burgl	w5103
<g/>
.
Gallanteriearbeit	w5105
<g/>
.
Wit	w5107
<g/>
.
Nr	w5109
<g/>
.
90	w5111
<g/>
.
zu	w5113
Mariah	w5114
<g/>
.
alt	w5116
85	w5117
<g/>
.
J	w5119
<g/>
.
Dem	w5121
Karl	w5122
Reiberstorfer	w5123
<g/>
,
Schreib	w5125
<g/>
.
s	w5127
<g/>
.
W	w5129
<g/>
.
Johan=na	w5131
<g/>
=
<g/>
,
Nr	w5134
<g/>
.
36	w5136
<g/>
.
auf	w5138
d	w5139
<g/>
.
Windmühle	w5141
<g/>
,
alt	w5143
34	w5144
<g/>
.
J	w5146
<g/>
.
</list>
<list id="">
Dem	w5148
Franz	w5149
Dorringer	w5150
<g/>
,
handgräfl	w5152
<g/>
.
Viehbeschauer	w5154
<g/>
,
s	w5156
<g/>
.
K	w5158
<g/>
.
Leopold	w5160
<g/>
,
Nr	w5162
<g/>
.
110	w5164
auf	w5165
d	w5166
<g/>
.
Wied	w5168
<g/>
.
alt	w5170
5	w5171
<g/>
.
J	w5173
<g/>
.
Dem	w5175
Jakob	w5176
Holzer	w5177
<g/>
,
herrs	w5179
<g/>
.
Bedient	w5181
<g/>
.
s	w5183
<g/>
.
K	w5185
<g/>
.
Anna	w5187
<g/>
,
Nr	w5189
<g/>
.
1	w5191
<g/>
.
auf	w5193
d	w5194
<g/>
.
Wied	w5196
<g/>
.
alt	w5198
6	w5199
<g/>
.
J	w5201
Anton	w5202
Sack	w5203
<g/>
,
Stadttambeur	w5205
<g/>
,
Nr	w5207
<g/>
.
52	w5209
<g/>
.
am	w5211
Strotzis	w5212
<g/>
.
Gr	w5214
alt	w5215
57	w5216
<g/>
.
J	w5218
<g/>
.
Der	w5220
Elisab	w5221
<g/>
.
Punzin	w5223
<g/>
,
Tagl	w5225
<g/>
.
Wit	w5227
<g/>
.
ih	w5229
<g/>
.
K	w5231
<g/>
.
Anton	w5233
<g/>
,
Nr	w5235
<g/>
.
103	w5237
<g/>
.
auf	w5239
d	w5240
<g/>
.
Landstr	w5242
<g/>
.
alt	w5244
3	w5245
<g/>
.
J	w5247
<g/>
.
Dem	w5249
Joh	w5250
<g/>
.
Mich	w5252
<g/>
.
Kerner	w5254
<g/>
,
Schneid	w5256
<g/>
.
s	w5258
<g/>
.
K	w5260
<g/>
.
Barb	w5262
<g/>
.
Nr	w5264
<g/>
.
275	w5266
<g/>
.
in	w5268
d	w5269
<g/>
.
Leopoldst	w5271
<g/>
.
alt	w5273
7	w5274
<g/>
.
J	w5276
<g/>
.
Math	w5278
<g/>
.
Schümagel	w5280
<g/>
,
Tagl	w5282
<g/>
.
Nr	w5284
<g/>
.
150	w5286
<g/>
.
in	w5288
d	w5289
<g/>
.
Leo=poldst	w5291
<g/>
=
<g/>
.
alt	w5294
77	w5295
<g/>
.
J	w5297
<g/>
.
Sebast	w5299
<g/>
.
Lackner	w5301
<g/>
,
Roßkn	w5303
<g/>
.
alt	w5305
45	w5306
<g/>
.
J	w5308
<g/>
.
beyn	w5310
Barmh	w5311
<g/>
.
Joh	w5313
<g/>
.
Antoni	w5315
<g/>
,
Kurzerwaarhandl	w5317
<g/>
.
alt	w5319
20	w5320
<g/>
.
J	w5322
<g/>
.
im	w5324
span	w5325
<g/>
.
Spitalzim	w5327
<g/>
.
Karl	w5329
Gottlob	w5330
Richter	w5331
<g/>
,
Führ	w5333
<g/>
.
alt	w5335
61	w5336
<g/>
.
J	w5338
<g/>
.
Blasius	w5340
Gätsch	w5341
<g/>
,
Gmr	w5343
<g/>
,
alt	w5345
75	w5346
<g/>
.
J	w5348
<g/>
.
Dem	w5350
Math	w5351
<g/>
.
Rohrer	w5353
<g/>
,
Gem	w5355
<g/>
.
s	w5357
<g/>
.
K	w5359
<g/>
.
Juliana	w5361
<g/>
,
alt	w5363
6	w5364
<g/>
.
J	w5366
<g/>
.
alle	w5368
3	w5369
<g/>
.
im	w5371
Militarinvalidenh	w5372
<g/>
.
Mar	w5374
<g/>
.
An	w5376
<g/>
.
Huberin	w5378
<g/>
,
verh	w5380
<g/>
.
alt	w5382
95	w5383
<g/>
.
J	w5385
<g/>
.
Philipp	w5387
Veit	w5388
<g/>
,
alt	w5390
67	w5391
<g/>
.
J	w5393
<g/>
.
beede	w5395
im	w5396
gr	w5397
<g/>
.
Armenh	w5399
<g/>
.
Eva	w5401
Weinin	w5402
<g/>
,
Tagl	w5404
<g/>
.
Wit	w5406
<g/>
.
alt	w5408
60	w5409
<g/>
.
J	w5411
<g/>
.
Eva	w5413
Scheidlin	w5414
<g/>
,
led	w5416
<g/>
.
alt	w5418
23	w5419
J	w5420
<g/>
.
beede	w5422
im	w5423
Contum	w5424
<g/>
.
Maria	w5426
Gaißbergerin	w5427
<g/>
,
verh	w5429
<g/>
.
alt	w5431
71	w5432
J	w5433
<g/>
.
Hr	w5435
<g/>
.
Joh	w5437
<g/>
.
Farner	w5439
<g/>
,
gew	w5441
<g/>
.
Auditorlienten	w5443
alt	w5444
78	w5445
<g/>
.
J	w5447
<g/>
.
beede	w5449
im	w5450
Bäckenhäus	w5451
<g/>
.
Summa	w5453
20	w5454
<g/>
.
Personen	w5456
<g/>
,
darunter	w5458
5	w5459
<g/>
.
Kind	w5461
<g/>
.
</list>
<head id="hl20">
Nachricht	w5463
<g/>
.
</head>
<p id="p40">
Es	w5465
ist	w5466
den	w5467
20	w5468
<g/>
.
des	w5470
Monats	w5471
May	w5472
zu	w5473
Schwechat	w5474
in	w5475
dasigem	w5476
Bach	w5477
eine	w5478
unbe=kannte	w5479
<g/>
=
Mannsperson	w5481
ertrunken	w5482
gefunden	w5483
worden	w5484
<g/>
.
Er	w5486
war	w5487
ungefähr	w5488
60	w5489
Jahre	w5490
alt	w5491
<g/>
,
von	w5493
mitterer	w5494
Grösse	w5495
<g/>
,
mit	w5497
grauen	w5498
runden	w5499
Haaren	w5500
<g/>
;
hatte	w5502
ein	w5503
weißflanellenes	w5504
Leibl	w5505
mit	w5506
weißmetallenen	w5507
Knöpfen	w5508
<g/>
,
blautuche=nes	w5510
<g/>
=
Jankerl	w5512
<g/>
,
schwarzleinene	w5514
Beinkleider	w5515
<g/>
,
weiße	w5517
Strümpfe	w5518
<g/>
,
und	w5520
weißmetallene	w5521
vier=eckigte	w5522
<g/>
=
Schnallen	w5524
in	w5525
Schuhen	w5526
<g/>
;
er	w5528
schien	w5529
schon	w5530
über	w5531
8	w5532
Tage	w5533
im	w5534
Wasser	w5535
gelegen	w5536
zu	w5537
seyn	w5538
<g/>
.
</p>
<head id="hl21">
Bey	w5540
Verlegern	w5541
dieß	w5542
wienerischen	w5543
Dia=riums	w5544
<g/>
=
ist	w5546
zu	w5547
haben	w5548
<g/>
:
</head>
<list id="">
Umständliche	w5550
Beschreibung	w5551
der	w5552
Gedächtnißsaule	w5553
<g/>
,
so	w5555
zu	w5556
Ehren	w5557
der	w5558
allerheil	w5559
<g/>
.
Dreyfaltigkeit	w5561
auf	w5562
allerh	w5563
<g/>
.
Befehl	w5565
weyl	w5566
<g/>
.
Sr	w5568
<g/>
.
röm	w5570
<g/>
.
kais	w5572
<g/>
.
Majestät	w5574
Leopold	w5575
I	w5576
<g/>
.
im	w5578
Jahre	w5579
1692	w5580
allhier	w5581
am	w5582
Graben	w5583
errichtet	w5584
<g/>
,
und	w5586
auf	w5587
allergn	w5588
<g/>
.
Verordnung	w5590
Jh=rer	w5591
<g/>
=
röm	w5593
<g/>
.
k	w5595
<g/>
.
auch	w5597
k	w5598
<g/>
.
k	w5600
<g/>
.
ap	w5602
<g/>
.
Majestäten	w5604
Joseph	w5605
des	w5606
Andern	w5607
und	w5608
Marien	w5609
Theresiens	w5610
im	w5611
Jah=re	w5612
<g/>
=
1776	w5614
erneuert	w5615
worden	w5616
<g/>
,
aus	w5618
zuverläßigen	w5619
Urkunden	w5620
<g/>
,
4	w5622
<g/>
.
Wien	w5624
<g/>
,
geb	w5626
<g/>
.
7	w5628
kr	w5629
<g/>
.
</list>
<head id="hl22">
Wien	w5649
den	w5650
7	w5651
<g/>
.
Brachm	w5653
<g/>
.
</head>
<p id="p41">
Von	w5655
der	w5656
Reise	w5657
Sr	w5658
<g/>
.
königl	w5660
<g/>
.
Hoheit	w5662
des	w5663
durchl	w5664
<g/>
.
Erzherzogs	w5666
Maximilian	w5667
hat	w5668
man	w5669
folgende	w5670
vergnügliche	w5671
Nachrichten	w5672
erhal=ten	w5673
<g/>
=
<g/>
:
den	w5676
7ten	w5677
May	w5678
geruheten	w5679
Se	w5680
<g/>
.
kön	w5682
<g/>
.
Hoheit	w5684
mit	w5685
dero	w5686
Obristhofmeistern	w5687
Gra=fen	w5688
<g/>
=
von	w5690
Hardegg	w5691
Excellenz	w5692
<g/>
,
dann	w5694
den	w5695
Herren	w5696
Generalen	w5697
Clairfait	w5698
<g/>
,
und	w5700
Broune	w5701
sich	w5702
von	w5703
Peterwardein	w5704
zu	w5705
dem	w5706
Tschayki=sten	w5707
<g/>
=
Battaillon	w5709
zu	w5710
begeben	w5711
<g/>
.
Um	w5713
8	w5714
Uhr	w5715
frühe	w5716
langten	w5717
höchstdieselben	w5718
zu	w5719
Kacs	w5720
an	w5721
<g/>
,
welches	w5723
das	w5724
Gränitzort	w5725
dieses	w5726
Bezirkes	w5727
ist	w5728
<g/>
,
allwo	w5730
der	w5731
Herr	w5732
Oberste	w5733
<g/>
,
und	w5735
Com=mendant	w5736
<g/>
=
des	w5738
benannten	w5739
Battaillons	w5740
Sta=nislavlevich	w5741
<g/>
=
<g/>
,
um	w5744
die	w5745
fernern	w5746
Befehle	w5747
zu	w5748
empfangen	w5749
<g/>
,
auch	w5751
gegenwärtig	w5752
war	w5753
<g/>
:
von	w5755
dannen	w5756
gieng	w5757
die	w5758
Reise	w5759
über	w5760
Kobill	w5761
<g/>
,
und	w5763
Villova	w5764
<g/>
,
in	w5766
das	w5767
Staabsquartier	w5768
nach	w5769
Titel	w5770
<g/>
.
Die	w5772
Ankunft	w5773
geschah	w5774
gegen	w5775
11	w5776
Uhr	w5777
<g/>
,
und	w5779
wurden	w5780
Se	w5781
<g/>
.
königl	w5783
<g/>
.
Hoheit	w5785
von	w5786
den	w5787
im	w5788
Temeswarer	w5789
Banat	w5790
komman=direnden	w5791
<g/>
=
Herrn	w5793
Feldmarschallieutenant	w5794
Freyherrn	w5795
v	w5796
<g/>
.
Zettvitz	w5798
<g/>
,
dann	w5800
dem	w5801
Obersten	w5802
v	w5803
<g/>
.
Geneyne	w5805
des	w5806
Deutsch	w5807
<g/>
=
Jllyrischen	w5809
Regi=ments	w5810
<g/>
=
<g/>
,
und	w5813
denen	w5814
Staabs	w5815
<g/>
=
und	w5817
Ober=offiziers	w5818
<g/>
=
des	w5820
obgemeldten	w5821
Battaillons	w5822
<g/>
,
empfangen	w5824
<g/>
,
zu	w5826
gleicher	w5827
Zeit	w5828
paradirte	w5829
eine	w5830
Compagnie	w5831
<g/>
,
welche	w5833
von	w5834
dem	w5835
zum	w5836
exerciren	w5837
versammelten	w5838
Commando	w5839
aus=gewählet	w5840
<g/>
=
war	w5842
<g/>
.
Nachmittag	w5844
um	w5845
3	w5846
Uhr	w5847
gefiel	w5848
es	w5849
Sr	w5850
<g/>
.
kön	w5852
<g/>
.
Hoheit	w5854
die	w5855
in	w5856
denen	w5857
Trivial	w5858
<g/>
=
Gegenständen	w5860
geübt	w5861
werdende	w5862
Jugend	w5863
<g/>
,
und	w5865
nachher	w5866
das	w5867
Zeughaus	w5868
<g/>
,
in	w5870
hohen	w5871
Augenschein	w5872
zu	w5873
nehmen	w5874
<g/>
.
Dann	w5876
sind	w5877
zwey	w5878
Laufbrücken	w5879
über	w5880
einen	w5881
Gra=ben	w5882
<g/>
=
geschlagen	w5884
<g/>
,
auch	w5886
wiederum	w5887
abge=brochen	w5888
<g/>
=
worden	w5890
<g/>
.
Ein	w5892
anderer	w5893
Theil	w5894
der	w5895
Mannschaft	w5896
<g/>
,
hat	w5898
auf	w5899
dem	w5900
Theyßstrohm	w5901
ebenfalls	w5902
in	w5903
sehr	w5904
kurzer	w5905
Zeit	w5906
von	w5907
13	w5908
Pontons	w5909
eine	w5910
Schiffbrücke	w5911
eingebauet	w5912
<g/>
,
und	w5914
da	w5915
höchstgedacht	w5916
Se	w5917
<g/>
.
königl	w5919
<g/>
.
Hoheit	w5921
die	w5922
Leute	w5923
etwas	w5924
ausruhen	w5925
zu	w5926
lassen	w5927
befohlen	w5928
<g/>
,
besichtigten	w5930
sie	w5931
mittlerweile	w5932
den	w5933
Pontonsstadel	w5934
<g/>
.
Bald	w5936
darauf	w5937
wurde	w5938
die	w5939
</p>
<p id="p42">
Brücke	w5940
in	w5941
gleicher	w5942
Fertigkeit	w5943
abgetragen	w5944
<g/>
;
sohin	w5946
aber	w5947
fiengen	w5948
die	w5949
Artilleristen	w5950
an	w5951
<g/>
,
mit	w5953
einpfündigen	w5954
Stücken	w5955
auf	w5956
den	w5957
Tschayken	w5958
zu	w5959
manövriren	w5960
<g/>
,
nichtminder	w5962
wurde	w5963
mit	w5964
dreypfündigen	w5965
Canonen	w5966
zu	w5967
Land	w5968
avancirt	w5969
<g/>
,
retirirt	w5971
<g/>
,
sodann	w5973
auch	w5974
selbe	w5975
ganz	w5976
zerlegt	w5977
<g/>
,
in	w5979
die	w5980
Fahrzeuge	w5981
ein	w5982
<g/>
=
und	w5984
wiederum	w5985
ausbarquirt	w5986
<g/>
,
und	w5988
gerich=tet	w5989
<g/>
=
<g/>
,
aus	w5992
welchen	w5993
endlich	w5994
auf	w5995
die	w5996
jenseits	w5997
des	w5998
Flusses	w5999
aufgestellte	w6000
Scheiben	w6001
gefeuert	w6002
wurde	w6003
<g/>
,
wobey	w6005
sich	w6006
ein	w6007
gemeiner	w6008
Mann	w6009
durch	w6010
seine	w6011
Geschicklichkeit	w6012
ausgezeichnet	w6013
hat	w6014
<g/>
.
Noch	w6016
auf	w6017
den	w6018
Abend	w6019
beliebte	w6020
Se	w6021
<g/>
.
kön	w6023
<g/>
.
Hoheit	w6025
die	w6026
auf	w6027
dem	w6028
Stapel	w6029
stehende	w6030
doppelte	w6031
und	w6032
ganze	w6033
Tschayken	w6034
<g/>
,
nebst	w6036
der	w6037
Requisitenkammer	w6038
zu	w6039
besehen	w6040
<g/>
.
Den	w6042
8	w6043
<g/>
.
als	w6045
am	w6046
Christi	w6047
Himmelfahrts	w6048
Feste	w6049
<g/>
,
verfüg=ten	w6051
<g/>
=
sich	w6053
wiederholt	w6054
Se	w6055
<g/>
.
kön	w6057
<g/>
.
Hoheit	w6059
ge=gen	w6060
<g/>
=
10	w6062
Uhr	w6063
in	w6064
die	w6065
allhiesige	w6066
Pfarrkir=che	w6067
<g/>
=
<g/>
,
um	w6070
dem	w6071
Gottesdienste	w6072
beyzuwoh=nen	w6073
<g/>
=
<g/>
.
Nachmittag	w6076
um	w6077
die	w6078
vierte	w6079
Stun=de	w6080
<g/>
=
wurden	w6082
2	w6083
<g/>
.
Patrouillen	w6085
<g/>
,
und	w6087
4	w6088
halbe	w6089
Tschayken	w6090
ausgerüstet	w6091
<g/>
,
mit	w6093
denen	w6094
nöthi=gen	w6095
<g/>
=
Rudern	w6097
<g/>
,
dann	w6099
sonstiger	w6100
Besatzung	w6101
versehen	w6102
<g/>
,
sofort	w6104
eine	w6105
Wasserattaque	w6106
vor=gestellet	w6107
<g/>
=
