<doc id="edoc_wd_1768-12-10" attrs="word" year="1768" month="12" day="10" corpus="1">
<head id="hl1">
Londen	w36
gegangen	w1881
worden	w1882
<g/>
.
Die	w1884
haydamacki=schen	w1885
<g/>
=
Bauern	w1887
haben	w1888
sich	w1889
zu	w1890
den	w1891
Schitschower	w1892
Cosacken	w1893
geflüchtet	w1894
<g/>
.
Der	w1896
Uebergang	w1897
nach	w1898
den	w1899
tartarischen	w1900
Grenzen	w1901
vor	w1902
vielen	w1903
Monaten	w1904
hat	w1905
sich	w1906
zweymal	w1907
ereignet	w1908
gehabt	w1909
<g/>
,
einmal	w1911
bey	w1912
Balta	w1913
<g/>
,
und	w1915
das	w1916
anderemal	w1917
bey	w1918
Dubasar	w1919
<g/>
.
</p>
<p id="p18">
Jn	w1921
Großpohlen	w1922
ist	w1923
es	w1924
sehr	w1925
voll	w1926
von	w1927
Con=föderirten	w1928
<g/>
=
<g/>
,
deren	w1931
Ober	w1932
<g/>
=
und	w1934
Unteranführer	w1935
man	w1936
nicht	w1937
einmal	w1938
itzt	w1939
mehr	w1940
alle	w1941
nennen	w1942
kann	w1943
<g/>
.
</p>
<p id="p19">
Sie	w1945
bekommen	w1946
aber	w1947
auch	w1948
an	w1949
vielen	w1950
Orten	w1951
manche	w1952
Stösse	w1953
<g/>
.
Der	w1955
neulich	w1956
zum	w1957
Vorschein	w1958
gekommene	w1959
Kiedrzynski	w1960
hat	w1961
bey	w1962
Grabow	w1963
<g/>
,
8	w1965
<g/>
.
Meilen	w1967
von	w1968
Peterkau	w1969
<g/>
,
durch	w1971
den	w1972
Major	w1973
Drewitz	w1974
einige	w1975
hundert	w1976
Mann	w1977
auf	w1978
dem	w1979
Platz	w1980
verlohren	w1981
<g/>
.
Beyderseitige	w1983
Gefangene	w1984
werden	w1985
itziger	w1986
Zeit	w1987
schon	w1988
Opfer	w1989
<g/>
,
und	w1991
zum	w1992
Theil	w1993
auf	w1994
die	w1995
elendeste	w1996
Art	w1997
<g/>
.
An	w1999
einem	w2000
andern	w2001
Ort	w2002
bey	w2003
Prunitz	w2004
hat	w2005
ein	w2006
Commando	w2007
vom	w2008
Schaken=schen	w2009
<g/>
=
Regiment	w2011
<g/>
,
welches	w2013
mit	w2014
Regimentsgel=dern	w2015
<g/>
=
von	w2017
Kostau	w2018
nach	w2019
Posen	w2020
wollte	w2021
<g/>
,
einen	w2023
Anfall	w2024
erlitten	w2025
<g/>
,
und	w2027
ungeachtet	w2028
der	w2029
gethanen	w2030
Gegenwehr	w2031
dennoch	w2032
der	w2033
Uebermacht	w2034
weichen	w2035
<g/>
,
und	w2037
sich	w2038
ergeben	w2039
müßen	w2040
<g/>
.
Auch	w2042
ist	w2043
kürzlich	w2044
die	w2045
Salinenkammer	w2046
des	w2047
Königs	w2048
zu	w2049
Dobir=gniew	w2050
<g/>
=
heimgesucht	w2052
<g/>
,
und	w2054
ausgeleeret	w2055
worden	w2056
<g/>
.
Und	w2058
an	w2059
die	w2060
Stelle	w2061
des	w2062
zerstreueten	w2063
Kiedrzyns=ki	w2064
<g/>
=
ist	w2066
ein	w2067
Lenatowicz	w2068
wieder	w2069
aufgestanden	w2070
<g/>
.
Einige	w2072
Partheyen	w2073
sind	w2074
schon	w2075
etlichmal	w2076
über	w2077
die	w2078
großpohlnische	w2079
Grenzen	w2080
bis	w2081
nach	w2082
Pohl=nischpreußisch	w2083
<g/>
=
Friedland	w2085
gestreift	w2086
<g/>
.
Es	w2088
giebt	w2089
aber	w2090
auch	w2091
viel	w2092
loses	w2093
Gesinde	w2094
<g/>
,
das	w2096
unter	w2097
dem	w2098
Namen	w2099
der	w2100
Conföderirten	w2101
viel	w2102
Böses	w2103
bege=het	w2104
<g/>
=
<g/>
;
ein	w2107
Dutzend	w2108
davon	w2109
haben	w2110
die	w2111
Ulanen	w2112
bey	w2113
Tempelburg	w2114
bekommen	w2115
<g/>
,
und	w2117
nach	w2118
DiDibov	w2119
<g/>
=
</p>
<p id="p20">
bov	w2121
gebracht	w2122
<g/>
.
Der	w2124
Oberstleutenant	w2125
Bock	w2126
und	w2127
Major	w2128
Drewitz	w2129
von	w2130
den	w2131
Russen	w2132
thun	w2133
alles	w2134
<g/>
,
um	w2136
die	w2137
Ruhe	w2138
zu	w2139
erhalten	w2140
<g/>
.
</p>
<head id="hl3">
Politische	w2142
Neuigkeiten	w2143
<g/>
.
</head>
<head id="hl4">
Neapel	w2145
den	w2146
22	w2147
<g/>
.
Wintermon	w2149
<g/>
.
</head>
<p id="p21">
Verflossenen	w2151
Mittwochs	w2152
und	w2153
Donnerstags	w2154
<g/>
,
ungeachtet	w2156
eines	w2157
eingefallenen	w2158
anhaltenden	w2159
Regenwetters	w2160
<g/>
,
wurden	w2162
doch	w2163
die	w2164
schon	w2165
einmal	w2166
angezeigten	w2167
militarischen	w2168
Uebungen	w2169
bey	w2170
der	w2171
kleinen	w2172
<g/>
,
in	w2174
dem	w2175
Gehölze	w2176
von	w2177
Portici	w2178
erbau=ten	w2179
<g/>
=
Festung	w2181
vorgenommen	w2182
<g/>
,
wobey	w2184
Se	w2185
<g/>
.
Maj	w2187
<g/>
.
der	w2189
König	w2190
als	w2191
Major	w2192
commandirten	w2193
<g/>
.
Sam=stags	w2195
<g/>
=
Abends	w2197
war	w2198
in	w2199
dem	w2200
königl	w2201
<g/>
.
Sommer=palast	w2203
<g/>
=
Ball	w2205
<g/>
,
und	w2207
Abendmahl	w2208
<g/>
,
und	w2210
Sonn=tags	w2211
<g/>
=
darauf	w2213
kamen	w2214
Jhre	w2215
Majestäten	w2216
in	w2217
hiesi=ge	w2218
<g/>
=
Hauptstadt	w2220
<g/>
,
um	w2222
einem	w2223
Singspiele	w2224
beyzu=wohnen	w2225
<g/>
=
<g/>
.
Montags	w2228
in	w2229
aller	w2230
frühe	w2231
giengen	w2232
höchstdieselben	w2233
auf	w2234
die	w2235
Jagd	w2236
<g/>
,
wo	w2238
sie	w2239
auch	w2240
15	w2241
<g/>
.
Schweine	w2243
getödtet	w2244
<g/>
,
und	w2246
5	w2247
<g/>
.
lebendig	w2249
fangen	w2250
lassen	w2251
<g/>
.
Seit	w2253
kurzem	w2254
sind	w2255
allhier	w2256
bey	w2257
16000	w2258
<g/>
.
Persohnen	w2260
<g/>
,
worunter	w2262
meistens	w2263
kleine	w2264
Kinder	w2265
<g/>
,
an	w2267
den	w2268
Blattern	w2269
gestorben	w2270
<g/>
,
und	w2272
noch	w2273
<g/>
,
obwohl	w2275
etwas	w2276
gelinder	w2277
<g/>
,
herrschet	w2279
diese	w2280
Krank=heit	w2281
<g/>
=
fort	w2283
<g/>
.
Auf	w2285
königl	w2286
<g/>
.
Befehl	w2288
ist	w2289
allen	w2290
Ge=richtsobrigkeiten	w2291
<g/>
=
<g/>
,
und	w2294
Gouverneuren	w2295
der	w2296
Provinzen	w2297
aufgetragen	w2298
worden	w2299
<g/>
,
daß	w2301
in	w2302
Hin=kunft	w2303
<g/>
=
kein	w2305
Ausländer	w2306
mehr	w2307
zum	w2308
Predigeramt	w2309
bestellet	w2310
werden	w2311
solle	w2312
<g/>
,
weswegen	w2314
dann	w2315
auch	w2316
schon	w2317
<g/>
,
der	w2319
gemeinen	w2320
Sage	w2321
nach	w2322
<g/>
,
unsers	w2324
Hr	w2325
<g/>
.
Erzbischoffens	w2327
Eminenz	w2328
<g/>
,
einen	w2330
zur	w2331
hiesigen	w2332
Domkanzel	w2333
beruffenen	w2334
ausländischen	w2335
Geistli=chen	w2336
<g/>
=
<g/>
,
abgedanket	w2339
haben	w2340
soll	w2341
<g/>
.
Die	w2343
Jahrszeit	w2344
fängt	w2345
nun	w2346
an	w2347
rauh	w2348
zu	w2349
werden	w2350
<g/>
,
und	w2352
wir	w2353
ha=ben	w2354
<g/>
=
öfter	w2356
Sturmwinde	w2357
<g/>
.
</p>
<head id="hl5">
Vermischte	w2359
Neuigkeiten	w2360
<g/>
.
</head>
<p id="p22">
Am	w2362
27	w2363
<g/>
.
letztabgewichenen	w2365
Wintermonats	w2366
nach	w2367
acht	w2368
Uhr	w2369
fruhe	w2370
ist	w2371
auf	w2372
dem	w2373
<g/>
,
vier	w2375
Stund	w2376
von	w2377
Wien	w2378
entlegenen	w2379
<g/>
,
Baron	w2381
Bertramischen	w2382
Gut	w2383
<g/>
,
Deutch=proderstorf	w2385
<g/>
=
<g/>
,
eine	w2388
Feuersbrunst	w2389
ausgebrochen	w2390
<g/>
,
wel=che	w2392
<g/>
=
die	w2394
gesamt	w2395
alldasige	w2396
Unterthanenhäuser	w2397
samt	w2398
allem	w2399
Viehvorrath	w2400
und	w2401
Fahrnussen	w2402
innerhalb	w2403
einer	w2404
Stund	w2405
in	w2406
Grund	w2407
und	w2408
Boden	w2409
eingeäschert	w2410
<g/>
,
und	w2412
in	w2413
einen	w2414
Erbarmungswürdigen	w2415
Stand	w2416
fast	w2417
augenblicklich	w2418
versetzet	w2419
hat	w2420
<g/>
.
</p>
<p id="p23">
Vor	w2422
kurzem	w2423
wurde	w2424
ein	w2425
gewisser	w2426
Hr	w2427
<g/>
.
Reynolds	w2429
auf	w2430
seinem	w2431
Weegs	w2432
nach	w2433
Plymouth	w2434
von	w2435
2	w2436
<g/>
.
Räu=bern	w2438
<g/>
=
angehalten	w2440
<g/>
,
welche	w2442
von	w2443
ihm	w2444
das	w2445
Geld	w2446
ab=forderten	w2447
<g/>
=
<g/>
.
Er	w2450
zog	w2451
bereits	w2452
die	w2453
Börse	w2454
aus	w2455
der	w2456
</p>
<p id="p24">
Tasche	w2459
<g/>
,
sie	w2461
ihnen	w2462
zu	w2463
geben	w2464
<g/>
,
als	w2466
ein	w2467
dritter	w2468
von	w2469
hinten	w2470
zukam	w2471
<g/>
,
und	w2473
ihm	w2474
einen	w2475
Schlag	w2476
geben	w2477
wollte	w2478
<g/>
,
er	w2480
fehlte	w2481
aber	w2482
<g/>
,
und	w2484
traf	w2485
das	w2486
Pferd	w2487
<g/>
,
wel=ches	w2489
<g/>
=
sogleich	w2491
mit	w2492
beyden	w2493
Hinderfüßen	w2494
antwortete	w2495
<g/>
,
und	w2497
den	w2498
Kerl	w2499
gestreckt	w2500
zur	w2501
Erde	w2502
legte	w2503
<g/>
,
das	w2505
auf=gebrachte	w2506
<g/>
=
Thier	w2508
sprang	w2509
auch	w2510
sogleich	w2511
auf	w2512
einen	w2513
der	w2514
vor	w2515
ihm	w2516
stehenden	w2517
<g/>
,
und	w2519
stampfte	w2520
ihn	w2521
zu	w2522
Bo=den	w2523
<g/>
=
<g/>
,
nahm	w2526
darauf	w2527
seinen	w2528
Lauf	w2529
<g/>
,
und	w2531
trug	w2532
seinen	w2533
Herrn	w2534
unverletzt	w2535
nach	w2536
Hause	w2537
<g/>
.
Die	w2539
Diebe	w2540
sind	w2541
gefunden	w2542
<g/>
,
und	w2544
für	w2545
Soldaten	w2546
des	w2547
22ten	w2548
Regi=ments	w2549
<g/>
=
erkannt	w2551
worden	w2552
<g/>
.
</p>
<p id="p25">
Ein	w2554
Todtengräber	w2555
zu	w2556
Clerkenwell	w2557
in	w2558
England	w2559
<g/>
,
grube	w2561
ein	w2562
Grab	w2563
auf	w2564
einem	w2565
Kirchhof	w2566
<g/>
,
fande	w2568
ei=nen	w2569
<g/>
=
Sarg	w2571
<g/>
,
und	w2573
darinnen	w2574
<g/>
,
einen	w2576
<g/>
,
gleichsam	w2578
in	w2579
Kalch	w2580
verwandelt	w2581
und	w2582
allererst	w2583
vor	w2584
32	w2585
<g/>
.
Jahren	w2587
begrabenen	w2588
Cörper	w2589
<g/>
,
mit	w2591
dessen	w2592
Stücken	w2593
man	w2594
<g/>
,
wie	w2596
mit	w2597
Kreide	w2598
<g/>
,
schreiben	w2600
kann	w2601
<g/>
.
</p>
<p id="p26">
Von	w2603
Drontheim	w2604
in	w2605
Schweden	w2606
wird	w2607
gemeldet	w2608
<g/>
:
daß	w2610
daselbst	w2611
der	w2612
Winter	w2613
dieses	w2614
Jahr	w2615
sehr	w2616
früh=zeitig	w2617
<g/>
=
angefangen	w2619
<g/>
;
am	w2621
Ende	w2622
des	w2623
Octobr	w2624
<g/>
.
war	w2626
der	w2627
Frost	w2628
daselbst	w2629
schon	w2630
so	w2631
stark	w2632
<g/>
,
als	w2634
in	w2635
den	w2636
strengsten	w2637
Wintermonaten	w2638
<g/>
.
Das	w2640
Reaumürische	w2641
Wetterglas	w2642
stand	w2643
den	w2644
29	w2645
<g/>
.
selbigen	w2647
Monats	w2648
6	w2649
Grad	w2650
unter	w2651
dem	w2652
Eispunct	w2653
<g/>
;
in	w2655
den	w2656
ersten	w2657
Tagen	w2658
des	w2659
Novem=bermonats	w2660
<g/>
=
ist	w2662
Schnee	w2663
gefallen	w2664
<g/>
,
und	w2666
am	w2667
4ten	w2668
die	w2669
Kälte	w2670
zu	w2671
11	w2672
<g/>
.
Grad	w2674
unter	w2675
dem	w2676
Eispunct	w2677
gestie=gen	w2678
<g/>
=
<g/>
.
</p>
<p id="p27">
Den	w2681
16	w2682
<g/>
.
Nov	w2684
<g/>
.
ist	w2686
der	w2687
Hochwohlgebohrne	w2688
Herr	w2689
Hans	w2690
von	w2691
Lehwald	w2692
<g/>
,
Sr	w2694
<g/>
.
königl	w2696
<g/>
.
Majestät	w2698
in	w2699
Preußen	w2700
hochbetrauter	w2701
und	w2702
ältester	w2703
Generalfeld=marschall	w2704
<g/>
=
<g/>
,
Gouverneur	w2707
der	w2708
Veste	w2709
Pillau	w2710
und	w2711
Memmel	w2712
<g/>
,
Ritter	w2714
des	w2715
schwarzen	w2716
Adlerordens	w2717
ꝛc	w2718
<g/>
.
ꝛc	w2720
<g/>
.
nach	w2722
einer	w2723
langwürigen	w2724
Entkräftung	w2725
im	w2726
84sten	w2727
Jahr	w2728
seines	w2729
Alters	w2730
zu	w2731
Königsberg	w2732
Todes	w2733
ver=blichen	w2734
<g/>
=
<g/>
.
</p>
<p id="p28">
Auf	w2737
dem	w2738
Wilhelmsmarkte	w2739
zu	w2740
Berlin	w2741
werden	w2742
alle	w2743
Anstalten	w2744
zu	w2745
Errichtung	w2746
des	w2747
prächtigen	w2748
Mo=numents	w2749
<g/>
=
gemacht	w2751
<g/>
,
welches	w2753
auf	w2754
Sr	w2755
<g/>
.
Majestät	w2757
des	w2758
Königs	w2759
Befehl	w2760
<g/>
,
dem	w2762
verstorbenen	w2763
Generalfeld=marschall	w2764
<g/>
=
<g/>
,
Grafen	w2767
von	w2768
Schwerin	w2769
<g/>
,
gesetzet	w2771
wer=den	w2772
<g/>
=
soll	w2774
<g/>
.
</p>
<head id="hl6">
Wien	w2776
den	w2777
10	w2778
<g/>
.
Christm	w2780
<g/>
.
1768	w2782
<g/>
.
</head>
<p id="p29">
Jhre	w2784
k	w2785
<g/>
.
k	w2787
<g/>
.
apost	w2789
<g/>
.
Maj	w2791
<g/>
.
haben	w2793
dero	w2794
wirkli=chen	w2795
<g/>
=
Staatsrath	w2797
Herrn	w2798
von	w2799
Gettler	w2800
in	w2801
den	w2802
Freyherrenstand	w2803
allergnädigst	w2804
zu	w2805
erheben	w2806
ge=ruhet	w2807
<g/>
=
<g/>
.
</p>
<p id="p30">
Mitwochs	w2810
den	w2811
7ten	w2812
sind	w2813
die	w2814
von	w2815
kaiserl	w2816
<g/>
.
Majest	w2818
<g/>
.
neu	w2820
ernannte	w2821
zween	w2822
Reichshofräthe	w2823
<g/>
,
Herr	w2825
Graf	w2826
von	w2827
Firmian	w2828
<g/>
,
und	w2830
Herr	w2831
v	w2832
<g/>
.
Heß	w2834
<g/>
,
Vormittags	w2836
um	w2837
10	w2838
<g/>
.
Uhr	w2840
von	w2841
dem	w2842
ersten	w2843
kais	w2844
<g/>
.
obersten	w2846
Hofmeister	w2847
Herrn	w2848
Corsitz	w2849
Grafen	w2850
von	w2851
Ulfeld	w2852
Excell	w2853
<g/>
.
in	w2855
das	w2856
hochpreißhochpreißliche	w2857
<g/>
=
</p>
<p id="p31">
liche	w2859
Reichshofrathscollegium	w2860
gewöhnlicher=massen	w2861
<g/>
=
eingeführet	w2863
<g/>
,
und	w2865
nach	w2866
abgelegtem	w2867
Eide	w2868
dem	w2869
ersten	w2870
auf	w2871
der	w2872
Herren	w2873
<g/>
=
und	w2875
dem	w2876
zwey=ten	w2877
<g/>
=
auf	w2879
der	w2880
Ritter	w2881
<g/>
=
und	w2883
gelehrten	w2884
Bank	w2885
der	w2886
Sitz	w2887
angewiesen	w2888
worden	w2889
<g/>
.
</p>
<p id="p32">
Mittwochs	w2891
den	w2892
7ten	w2893
geruheten	w2894
Jhre	w2895
kais	w2896
<g/>
.
königl	w2898
<g/>
.
apost	w2900
<g/>
.
Majest	w2902
<g/>
.
samt	w2904
den	w2905
2	w2906
<g/>
.
Erzher=zogen	w2908
<g/>
=
Ferdinand	w2910
und	w2911
Maximilian	w2912
<g/>
,
dann	w2914
den	w2915
Erzherzoginnen	w2916
Maria	w2917
Elisabeth	w2918
und	w2919
Maria	w2920
Amalia	w2921
königl	w2922
<g/>
.
Hoheiten	w2924
in	w2925
das	w2926
Waisen=haus	w2927
<g/>
=
auf	w2929
dem	w2930
Rennweg	w2931
sich	w2932
zu	w2933
erheben	w2934
<g/>
,
um	w2936
allda	w2937
in	w2938
der	w2939
neu	w2940
erbauten	w2941
Kirche	w2942
der	w2943
ersten	w2944
feyerlichen	w2945
Einsegnung	w2946
<g/>
,
und	w2948
Gottesdienste	w2949
beyzuwohnen	w2950
<g/>
.
</p>
<p id="p33">
An	w2952
beyden	w2953
Seiten	w2954
außer	w2955
der	w2956
Kirche	w2957
para=dirten	w2958
<g/>
=
die	w2960
sammentlichen	w2961
Hauscompagnien	w2962
mit	w2963
ihrer	w2964
Feldmusik	w2965
<g/>
,
und	w2967
3	w2968
<g/>
.
Chöre	w2970
Trom=peten	w2971
<g/>
=
und	w2973
Paucken	w2974
<g/>
.
Der	w2976
Empfang	w2977
Jhrer	w2978
k	w2979
<g/>
.
k	w2981
<g/>
.
Majest	w2983
<g/>
.
und	w2985
der	w2986
4	w2987
<g/>
.
königl	w2989
<g/>
.
Hoheiten	w2991
ge=schahe	w2992
<g/>
=
an	w2994
der	w2995
Hauptthür	w2996
obbesagter	w2997
Kirche	w2998
von	w2999
Sr	w3000
<g/>
.
Fürstl	w3002
<g/>
.
Eminenz	w3004
dem	w3005
Röm	w3006
<g/>
.
Kirchen	w3008
Cardinalen	w3009
<g/>
,
und	w3011
allhiesigen	w3012
Hrn	w3013
<g/>
.
Erzbischof	w3015
<g/>
,
unter	w3017
Aufwartung	w3018
dasig	w3019
gesamter	w3020
Geistlich=keit	w3021
<g/>
=
<g/>
,
unter	w3024
dem	w3025
fröhlichsten	w3026
Schalle	w3027
der	w3028
Trompeten	w3029
und	w3030
Paucken	w3031
<g/>
,
dann	w3033
Abfeurung	w3034
der	w3035
Stücke	w3036
und	w3037
Böller	w3038
<g/>
.
Worauf	w3040
die	w3041
Ein=segnung	w3042
<g/>
=
der	w3044
Kirche	w3045
mit	w3046
den	w3047
gewöhnlichen	w3048
Ce=remonien	w3049
<g/>
=
von	w3051
erstbemeldter	w3052
Sr	w3053
<g/>
.
Fürstl	w3055
<g/>
.
Emi=nenz	w3057
<g/>
=
verrichtet	w3059
<g/>
,
das	w3061
Hochamt	w3062
aber	w3063
von	w3064
dem	w3065
hiesigen	w3066
Hrn	w3067
Weyhbischof	w3068
Marxer	w3069
<g/>
,
unter	w3071
wiederholter	w3072
Abfeuerung	w3073
des	w3074
sämmtlichen	w3075
Ge=schützes	w3076
<g/>
=
<g/>
,
gehalten	w3079
wurde	w3080
<g/>
.
</p>
<p id="p34">
Die	w3082
ganze	w3083
Musik	w3084
des	w3085
Waisenchor	w3086
bey	w3087
dem	w3088
Hochamte	w3089
wurde	w3090
von	w3091
dem	w3092
wegen	w3093
seinen	w3094
be=sonderen	w3095
<g/>
=
Talenten	w3097
bekannten	w3098
Wolfgang	w3099
Mo=zart	w3100
<g/>
=
12	w3102
<g/>
.
jährigen	w3104
Söhnlein	w3105
des	w3106
in	w3107
fürstlich	w3108
<g/>
.
salzburgischen	w3110
Diensten	w3111
stehenden	w3112
Kapellmei=sters	w3113
<g/>
=
Hr	w3115
<g/>
.
Leopold	w3117
Mozart	w3118
<g/>
,
zu	w3120
dieser	w3121
Feyer=lichkeit	w3122
<g/>
=
ganz	w3124
neu	w3125
verfasset	w3126
<g/>
,
mit	w3128
allgemeinem	w3129
Beyfalle	w3130
und	w3131
Bewunderung	w3132
<g/>
,
von	w3134
ihm	w3135
selbst	w3136
aufgeführet	w3137
<g/>
,
mit	w3139
der	w3140
größen	w3141
Richtigkeit	w3142
diri=giret	w3143
<g/>
=
<g/>
,
und	w3146
nebst	w3147
deme	w3148
auch	w3149
die	w3150
Motteten	w3151
ge=sungen	w3152
<g/>
=
<g/>
.
</p>
<p id="p35">
Nach	w3155
dem	w3156
Schluß	w3157
der	w3158
Andacht	w3159
gefiele	w3160
es	w3161
Jhrer	w3162
kais	w3163
<g/>
.
königl	w3165
<g/>
.
Maj	w3167
<g/>
.
und	w3169
Jhren	w3170
königl	w3171
<g/>
.
Hoheiten	w3173
nach	w3174
einer	w3175
in	w3176
höchst	w3177
dero	w3178
Gegen=wart	w3179
<g/>
=
von	w3181
den	w3182
vorbemerkten	w3183
Hauscompag=nien	w3184
<g/>
=
mit	w3186
der	w3187
größten	w3188
Pünktlichkeit	w3189
gegebenen	w3190
Salve	w3191
das	w3192
Waisenhaus	w3193
<g/>
,
nach	w3195
seinen	w3196
ver=schiedenen	w3197
<g/>
=
Abtheilungen	w3199
der	w3200
Arbeiten	w3201
<g/>
,
LehLehren	w3203
<g/>
=
</p>
<p id="p36">
ren	w3207
<g/>
,
und	w3209
übriger	w3210
Uebungen	w3211
in	w3212
Augenschein	w3213
zu	w3214
nehmen	w3215
<g/>
,
und	w3217
über	w3218
die	w3219
allseitig	w3220
gute	w3221
Ordnung	w3222
<g/>
,
Reinlichkeit	w3224
<g/>
,
und	w3226
die	w3227
gesamte	w3228
Hausverfas=sung	w3229
<g/>
=
das	w3231
allerhöchste	w3232
Wohlgefallen	w3233
zu	w3234
bezeigen	w3235
<g/>
.
</p>
<p id="p37">
Diese	w3237
neue	w3238
Kirche	w3239
<g/>
,
zu	w3241
welcher	w3242
Se	w3243
<g/>
.
Röm	w3245
<g/>
.
kaiserl	w3247
<g/>
.
Majest	w3249
<g/>
.
Joseph	w3251
der	w3252
2te	w3253
<g/>
,
und	w3255
Jhre	w3256
Majest	w3257
<g/>
.
Maria	w3259
Karolina	w3260
<g/>
,
beyder	w3262
Sicilien	w3263
Königin	w3264
<g/>
,
und	w3266
Erzherzogin	w3267
von	w3268
Oesterreich	w3269
<g/>
,
den	w3271
21	w3272
<g/>
.
März	w3274
itzt	w3275
laufenden	w3276
Jahres	w3277
unter	w3278
denen	w3279
schon	w3280
bekannten	w3281
Feyerlichkeiten	w3282
den	w3283
Grundstein	w3284
gelegt	w3285
haben	w3286
<g/>
,
ist	w3288
ohne	w3289
denen	w3290
Seitenrundungen	w3291
<g/>
,
2	w3293
<g/>
.
Kaisers	w3295
<g/>
=
und	w3297
übrigen	w3298
sowohl	w3299
oben	w3300
als	w3301
unten	w3302
zu	w3303
beeder	w3304
Seiten	w3305
an=gebrachten	w3306
<g/>
=
geräumigen	w3308
Oratorien	w3309
<g/>
,
dann	w3311
2	w3312
<g/>
.
Sacristeyen	w3314
<g/>
,
154	w3316
<g/>
.
wienerische	w3318
Werkschuhe	w3319
lang	w3320
<g/>
,
40	w3322
<g/>
.
detto	w3324
hoch	w3325
und	w3326
40	w3327
<g/>
.
breit	w3329
<g/>
,
und	w3331
nebst	w3332
noch	w3333
einem	w3334
besonders	w3335
angeschlossenen	w3336
Gebäu=de	w3337
<g/>
=
in	w3339
Zeit	w3340
von	w3341
9	w3342
<g/>
.
Monaten	w3344
in	w3345
diesen	w3346
ferti=gen	w3347
<g/>
=
Stand	w3349
gestellet	w3350
worden	w3351
<g/>
.
Gleichwie	w3353
nun	w3354
dieser	w3355
große	w3356
Kirchenbau	w3357
<g/>
,
auf	w3359
allergnädigste	w3360
Veranlassung	w3361
Jhrer	w3362
k	w3363
<g/>
.
k	w3365
<g/>
.
apost	w3367
<g/>
.
Maj	w3369
<g/>
.
mittels	w3371
der	w3372
unermüdeten	w3373
<g/>
,
und	w3375
nur	w3376
ihm	w3377
eigenen	w3378
Sorg=falt	w3379
<g/>
=
des	w3381
P	w3382
<g/>
.
Jgnatz	w3384
Parhamers	w3385
S	w3386
<g/>
.
J	w3388
<g/>
.
seinen	w3390
Ursprung	w3391
und	w3392
Beschleinigung	w3393
<g/>
,
und	w3395
durch	w3396
die	w3397
Einsicht	w3398
<g/>
,
und	w3400
eifrige	w3401
Verwendung	w3402
des	w3403
die=sen	w3404
<g/>
=
Bau	w3406
dirigirenden	w3407
k	w3408
<g/>
.
k	w3410
<g/>
.
Schloß	w3412
<g/>
=
und	w3414
Bau=inspectors	w3415
<g/>
=
Hrn	w3417
<g/>
.
Thadäus	w3419
Harner	w3420
<g/>
(
welcher	w3422
das	w3423
Schöne	w3424
und	w3425
Gute	w3426
der	w3427
Alten	w3428
mit	w3429
dem	w3430
Nutzlichen	w3431
und	w3432
Gelegensamen	w3433
der	w3434
heutigen	w3435
Bauart	w3436
auf	w3437
das	w3438
schicklichste	w3439
zu	w3440
verbinden	w3441
<g/>
,
und	w3443
durch	w3444
wohlgerathene	w3445
neue	w3446
Erfindungen	w3447
zu	w3448
ver=schönern	w3449
<g/>
=
gewust	w3451
hat	w3452
<g/>
)
nebst	w3454
der	w3455
eifrigen	w3456
Ver=wendung	w3457
<g/>
=
des	w3459
sehr	w3460
geübten	w3461
bürgerlichen	w3462
Bau	w3463
<g/>
=
und	w3465
Mauermeisters	w3466
Hrn	w3467
<g/>
.
Leopold	w3469
Großman	w3470
<g/>
,
und	w3472
all	w3473
übriger	w3474
Werkmeister	w3475
seine	w3476
dermalige	w3477
Gestalt	w3478
und	w3479
bewunderungswürdigen	w3480
Fort=gang	w3481
<g/>
=
gewonnen	w3483
<g/>
;
als	w3485
hat	w3486
sich	w3487
vorberührter	w3488
P	w3489
<g/>
.
Parhamer	w3491
<g/>
,
gemeldter	w3493
Baudirector	w3494
<g/>
,
und	w3496
die	w3497
übrigen	w3498
Werkmeistere	w3499
den	w3500
allerhöchsten	w3501
k	w3502
<g/>
.
k	w3504
<g/>
.
Beyfall	w3506
in	w3507
allerhuldreichesten	w3508
Ausdrücken	w3509
und	w3510
das	w3511
Lob	w3512
aller	w3513
Kenner	w3514
erworben	w3515
<g/>
.
</p>
<p id="p38">
Donnerstags	w3517
<g/>
,
als	w3519
am	w3520
Feste	w3521
der	w3522
Empfäng=niß	w3523
<g/>
=
Mariä	w3525
<g/>
,
haben	w3527
in	w3528
der	w3529
Metropolitankir=che	w3530
<g/>
=
währendem	w3532
Hochamt	w3533
der	w3534
den	w3535
30	w3536
<g/>
.
vo=rigen	w3538
<g/>
=
Monats	w3540
von	w3541
der	w3542
hiesigen	w3543
löbl	w3544
<g/>
.
Univer=sität	w3546
<g/>
=
neu	w3548
erwählte	w3549
Herr	w3550
Rector	w3551
Magnificus	w3552
Antonius	w3553
Störck	w3554
<g/>
,
AA	w3556
<g/>
.
LL	w3558
<g/>
.
PhilosophiæPhilosophiae	w3560
<g/>
,
<g/>
&
MedicinæMedicinae	w3563
Doctor	w3564
<g/>
,
Decanus	w3566
emeritus	w3567
<g/>
,
Sac	w3569
<g/>
.
Cas	w3571
<g/>
.
RegiæRegiae	w3573
Apost	w3574
<g/>
.
Majest	w3576
<g/>
.
Consiliarius	w3578
Aulicus	w3579
<g/>
,
<g/>
&
Archiater	w3582
<g/>
.
