"Lfd_Nr_G","ID_G","G","GG","GGG","GGG_kompakt","GGGS","Stichwort_G","Löschen","Militär"
3784,1002626,1,5,8,158,BwW,,false,false
3785,1002626,1,5,3,153,HK,,false,true
3786,1002627,1,5,2,152,Pr,Kleve,false,false
3787,1002627,1,5,2,152,Rvg,,false,false
3788,1002627,1,5,9,159,,,false,true
3789,1002627,1,1,3,113,,,false,true
3790,1002628,1,5,9,159,,,false,true
3791,1002628,1,5,1,151,Bö,,false,false
3792,1002629,1,1,3,113,,,false,true
3793,1002630,1,1,3,113,,,false,true
3794,1002631,3,1,1,311,,,false,false
3795,1002632,1,2,1,121,,,false,false
3796,1002632,3,1,1,311,,,false,false
3797,1002633,1,5,9,159,,,false,true
3798,1002633,1,5,7,157,Sa,,false,false
3799,1002633,1,5,1,151,Bö,,false,false
3800,1002634,1,2,2,122,,,false,true
3801,1002635,1,1,3,113,,,false,true
3802,1002635,1,5,2,152,Pr,Kleve,false,false
3803,1002635,1,5,2,152,PR,Mark,false,false
3804,1002635,1,5,2,152,Mz,,false,false
3805,1002636,1,5,9,159,,,false,true
3806,1002636,1,5,7,157,Sa,,false,false
3807,1002637,1,5,1,151,,,false,true
3808,1002637,1,5,9,159,,,false,true
3809,1002638,1,5,1,151,Bö,,false,false
3810,1002639,1,5,9,159,,,false,true
3811,1002639,1,5,1,151,Bö,,false,false
3812,1002640,1,5,1,151,,,false,false
3813,1002640,1,5,1,151,Bö,,false,false
3814,1002640,1,5,9,159,,,false,true
3815,1002641,1,5,1,151,,,false,false
3816,1002642,1,5,1,151,,,false,false
3817,1002643,3,3,3,333,,,false,false
3818,1002643,3,3,1,331,,,false,false
3819,1002644,1,2,1,121,,,false,false
3820,1002645,1,1,3,113,,,false,true
3821,1002645,1,5,2,152,Pf,Jülich,false,false
3822,1002646,1,5,4,154,,,false,false
3823,1002647,1,5,6,156,BY,,false,true
3824,1002647,1,5,1,151,Bö,,false,false
3825,1002648,1,5,9,159,,,false,true
3826,1002648,1,5,7,157,Sa,,false,false
3827,1002649,1,5,1,151,,,false,false
3828,1002650,1,5,1,151,,,false,false
3829,1002651,1,5,1,151,,,false,false
3830,1002652,1,5,1,151,,,false,false
3831,1002653,1,5,1,151,,,false,false
3832,1002654,1,5,6,156,Reg,,false,false
3833,1002654,1,5,9,159,,,false,false
3834,1002654,1,5,2,152,Mz,,false,false
3835,1002654,1,5,8,158,BwL,,false,false
3836,1002655,1,5,6,156,Reg,,false,false
3837,1002655,1,5,9,159,,,false,false
3838,1002656,1,1,3,113,,,false,false
3839,1002657,1,1,3,113,,,false,false
3840,1002657,1,3,1,131,,,false,false
3841,1002657,1,5,1,151,,,false,false
3842,1002658,1,1,3,113,,,false,false
3843,1002659,1,1,3,113,,,false,false
3844,1002660,1,1,3,113,,,false,true
3845,1002660,1,5,2,152,Pr,Kleve,false,false
3846,1002661,1,1,3,113,,,false,false
3847,1002661,1,5,2,152,Pr,Geldern,false,false
3848,1002662,1,5,1,151,,,false,false
3849,1002663,1,5,1,151,,,false,false
3850,1002664,1,5,1,151,,,false,false
3851,1002665,1,5,1,151,,,false,false
3852,1002666,1,5,1,151,,,false,false
3853,1002667,1,5,1,151,,,false,false
3854,1002668,1,5,1,151,Bö,,false,false
3855,1002668,1,5,9,159,,,false,true
3856,1002668,1,5,1,151,,,false,true
3857,1002669,1,5,1,151,,,false,true
3858,1002670,1,3,1,131,,,false,false
3859,1002670,1,5,1,151,,,false,false
3860,1002670,1,1,3,113,,,false,false
3861,1002671,1,3,1,131,,,false,false
3862,1002672,1,3,1,131,,,false,false
3863,1002672,4,1,0,410,,,false,false
3864,1002673,1,1,3,113,,,false,false
3865,1002674,1,2,1,121,,,false,false
3866,1002674,1,4,5,145,,,false,false
3867,1002675,1,4,5,145,,,false,false
3868,1002676,1,5,9,159,,,false,true
3869,1002676,1,6,1,161,,,false,false
3870,1002677,1,5,5,155,Wer,,false,false
3871,1002678,1,5,8,158,BwL,,false,false
3872,1002679,1,5,3,153,HK,,false,true
3873,1002679,1,2,1,121,,,false,false
3874,1002679,1,5,8,158,BwL,,false,false
3875,1002680,0,0,0,0,,,false,false
3876,1002680,1,3,4,134,,,false,false
3878,1002680,1,1,2,112,,,false,false
3879,1002681,1,1,2,112,,,false,false
3880,1002681,1,3,4,134,,,false,false
3881,1002682,1,5,2,152,Pr,Geldern,false,false
3882,1002683,1,1,3,113,,,false,true
3883,1002683,1,5,2,152,PR,Mark,false,false
3884,1002683,1,5,2,152,Pr,Mörs,false,false
3885,1002683,1,5,2,152,KL,Münster,false,false
3886,1002683,1,5,2,152,Pb,,false,false
3887,1002684,1,5,2,152,Rg,,false,false
3888,1002684,1,5,9,159,,,false,false
3889,1002685,1,1,3,113,,,false,true
3890,1002685,1,5,2,152,Pr,Kleve,false,false
3891,1002685,1,5,2,152,PR,Mark,false,false
3892,1002686,1,5,2,152,Pr,Kleve,false,false
3893,1002687,1,5,8,158,BwL,,false,false
3894,1002687,1,2,3,123,,,false,false
3895,1002688,1,5,8,158,BwL,,false,true
3896,1002688,1,5,2,152,Rvg,,false,false
3897,1002688,1,1,3,113,,,false,true
3898,1002689,1,5,8,158,BwL,,false,false
3899,1002690,1,5,6,156,BY,,false,true
3900,1002691,1,5,9,159,,,false,true
3901,1002691,1,5,7,157,Sa,,false,false
3902,1002691,1,5,7,157,Sa,Lausitz,false,false
3903,1002692,1,5,9,159,,,false,true
3904,1002692,1,5,1,151,,,false,true
3905,1002693,1,5,7,157,Sa,,false,false
3906,1002694,1,5,7,157,Sa,,false,false
3907,1002694,1,5,9,159,,,false,true
3908,1002695,1,5,1,151,Bö,,false,false
3909,1002696,1,5,1,151,,,false,true
3910,1002696,1,5,1,151,Bö,,false,false
3911,1002697,1,5,1,151,,,false,false
3912,1002698,1,5,1,151,,,false,false
3913,1002699,1,5,1,151,,,false,false
3914,1002700,1,5,2,152,Pr,Geldern,false,false
3915,1002700,1,1,3,113,,,false,true
3916,1002701,1,5,8,158,BwL,,false,true
3917,1002702,1,1,3,113,,,false,true
3918,1002702,1,5,2,152,Pr,Kleve,false,false
3919,1002703,1,6,1,161,D,,false,false
3920,1002703,1,6,8,168,,,false,false
3921,1002703,1,5,9,159,,,false,false
3922,1002704,1,1,3,113,,,false,true
3923,1002705,1,6,8,168,,,false,false
3924,1002706,1,5,5,155,Ei,,false,false
3925,1002707,1,5,1,151,,,false,false
3926,1002708,1,2,1,121,,,false,false
3927,1002709,1,2,1,121,,,false,false
3928,1002709,3,1,1,311,,,false,false
3929,1002709,1,7,5,175,,,false,false
3930,1002710,1,2,1,121,,,false,false
3931,1002710,3,1,1,311,,,false,false
3932,1002711,3,1,1,311,,,false,false
3933,1002712,3,1,1,311,,,false,false
3934,1002713,1,1,3,113,,,false,true
3935,1002713,1,5,2,152,Pr,Kleve,false,false
3936,1002713,1,5,2,152,Pr,Geldern,false,false
3937,1002713,1,5,2,152,PR,Lingen,false,false
3938,1002713,1,5,2,152,Be,,false,false
3939,1002714,1,2,1,121,,,false,false
3940,1002715,1,5,1,151,,,false,false
3941,1002716,1,5,1,151,,,false,false
3942,1002717,1,5,1,151,,,false,false
3943,1002718,1,5,1,151,,,false,false
3944,1002719,1,2,1,121,,,false,false
3945,1002720,1,2,1,121,,,false,true
3946,1002721,1,2,1,121,,,false,false
3947,1002721,2,0,1,201,,,false,false
3948,1002722,1,2,1,121,,,false,false
3949,1002723,1,2,1,121,,,false,false
3950,1002724,1,2,1,121,,,false,false
3951,1002724,1,7,5,175,,,false,false
3952,1002725,1,2,1,121,,,false,false
3953,1002725,3,1,1,311,,,false,false
3954,1002725,7,1,1,711,,"St. Helena, In.",false,false
3955,1002726,1,1,3,113,,,false,false
3956,1002727,1,1,3,113,,,false,false
3957,1002728,1,1,3,113,,,false,true
3958,1002728,1,5,2,152,KL,,false,false
3959,1002729,1,1,1,111,,,false,false
3960,1002730,1,1,3,113,,,false,false
3961,1002731,1,1,3,113,,,false,true
3962,1002731,1,5,2,152,Pr,Mörs,false,false
3963,1002731,1,5,2,152,Mz,,false,false
3964,1002731,1,5,2,152,Pr,Kleve,false,false
3965,1002732,1,5,2,152,Pr,Kleve,false,false
3966,1002733,1,5,3,153,HK,,false,false
3967,1002733,1,1,3,113,,,false,false
3968,1002734,1,5,3,153,,Oberrheinischer Kreis,false,false
3969,1002734,1,5,3,153,Wez,,false,false
3970,1002734,1,5,3,153,Fu,,false,false
3971,1002734,0,0,0,0,,,false,false
3972,1002734,1,5,3,153,Fd,,false,false
3973,1002734,1,5,3,153,HD,,false,false
3974,1002734,1,5,3,153,NS,N.-Saarbrücken,false,false
3975,1002735,1,1,3,113,,,false,true
3976,1002736,1,5,8,158,BwL,,false,false
3977,1002737,1,5,8,158,BwL,,false,true
3978,1002738,1,1,3,113,,,false,true
3979,1002738,1,5,2,152,KL,Münster,false,false
3980,1002739,1,1,3,113,,,false,true
3981,1002739,1,5,2,152,Pr,Lingen,false,false
3982,1002739,1,5,2,152,Be,,false,false
3983,1002740,1,5,3,153,HK,,false,true
3984,1002740,1,2,1,121,,,false,false
3985,1002741,1,5,1,151,Bö,,false,false
3986,1002741,1,5,9,159,,,false,true
3987,1002742,1,5,1,151,,,false,false
3988,1002743,1,5,1,151,,,false,false
3989,1002744,1,5,1,151,,,false,false
3990,1002745,1,5,9,159,,,false,true
3991,1002745,1,5,7,157,Sa,,false,false
3992,1002746,1,5,9,159,,,false,true
3993,1002747,1,3,1,131,,,false,false
3994,1002748,1,3,1,131,,,false,false
3995,1002748,1,5,6,156,Szb,,false,false
3996,1002748,1,5,6,156,Pa,,false,false
3997,1002749,1,1,3,113,,,false,true
3998,1002749,1,2,1,121,,,false,true
3999,1002749,4,3,1,431,,St.James,false,false
4000,1002750,1,6,8,168,,,false,true
4001,1002750,1,6,1,161,,,false,false
4002,1002751,1,6,8,168,,,false,true
4003,1002752,1,5,1,151,,,false,false
4004,1002753,1,5,1,151,,,false,false
4005,1002754,1,5,1,151,,,false,false
4006,1002755,1,6,4,164,Hu,,false,false
4007,1002756,1,5,1,151,,,false,false
4008,1002757,1,5,1,151,,,false,false
4009,1002758,1,5,1,151,Bö,,false,false
4010,1002758,1,5,9,159,,,false,true
4011,1002759,1,5,1,151,Bö,,false,false
4012,1002759,1,5,9,159,,,false,true
4013,1002760,1,5,1,151,,,false,true
4014,1002761,1,5,1,151,Bö,,false,false
4015,1002761,1,5,9,159,,,false,true
4016,1002761,1,5,6,156,BY,,false,true
4017,1002762,1,5,1,151,,,false,false
4018,1002763,1,5,1,151,,,false,false
4019,1002765,1,5,1,151,Bö,,false,false
4020,1002765,1,5,9,159,,,false,true
4021,1002765,1,5,1,151,,,false,true
4022,1002766,1,5,1,151,Bö,,false,false
4023,1002766,1,5,9,159,,,false,true
4024,1002766,1,5,1,151,,,false,true
4025,1002767,1,5,1,151,Bö,,false,false
4026,1002767,1,5,9,159,,,false,true
4027,1002767,1,5,1,151,,,false,true
4028,1002768,1,6,8,168,,,false,false
4029,1002768,1,5,9,159,,,false,false
4030,1002768,1,5,1,151,,,false,false
4031,1002768,1,6,1,161,,,false,false
4032,1002768,1,5,7,157,Sa,,false,false
4033,1002769,1,2,1,121,,,false,false
4034,1002769,1,1,3,113,,,false,false
4035,1002770,1,2,1,121,S,,false,false
4036,1002770,3,1,1,311,,,false,false
4037,1002771,1,1,3,113,,,false,false
4038,1002772,1,1,3,113,,,false,false
4039,1002773,1,1,3,113,,,false,true
4040,1002773,1,5,2,152,Pr,Geldern,false,false
4041,1002774,1,5,8,158,BwL,,false,true
4042,1002774,1,5,2,152,KL,Münster,false,false
4043,1002775,1,2,1,121,,,false,true
4044,1002775,1,1,3,113,,,false,true
4045,1002775,4,3,1,431,,Fort St.Jacob,false,false
4046,1002776,1,2,1,121,,,false,false
4047,1002777,1,2,1,121,,,false,false
4048,1002778,1,2,1,121,,,false,false
4049,1002778,3,0,1,301,,,false,false
4050,1002778,1,7,5,175,,,false,false
4051,1002779,1,2,1,121,,,false,false
4052,1002779,1,5,3,153,HK,,false,true
4053,1002779,1,5,8,158,BwL,,false,true
4054,1002780,1,2,1,121,,,false,true
4055,1002780,1,1,3,113,,,false,true
4056,1002780,4,3,1,431,,Fort Jacob (an dem Fl. Gambia),false,false
4057,1002781,3,1,1,311,,,false,false
4058,1002781,3,1,3,313,,,false,false
4059,1002782,1,5,1,151,,,false,false
4060,1002782,1,6,8,168,,,false,false
4061,1002783,1,6,8,168,,,false,true
4062,1002784,1,6,8,168,,,false,false
4063,1002785,1,5,8,158,BwL,,false,true
4064,1002786,1,5,8,158,Hb,,false,false
4065,1002787,1,1,3,113,,,false,true
4066,1002787,1,5,2,152,PR,Mark,false,false
4067,1002783,1,6,1,161,,,false,false
4068,1002788,1,2,1,121,,,false,false
4069,1002788,1,5,9,159,,,false,false
4070,1002788,1,6,3,163,,,false,false
4071,1002788,1,6,1,161,D,,false,false
4072,1002789,1,6,1,161,,,false,false
4073,1002790,1,5,2,152,Pr,Geldern,false,false
4074,1002790,1,1,3,113,,,false,true
4075,1002791,1,1,3,113,,,false,true
4076,1002791,1,5,2,152,Pf,Berg,false,false
4077,1002791,1,5,8,158,BwL,,false,false
4078,1002792,1,1,3,113,,,false,true
4079,1002792,1,5,1,151,Bö,,false,false
4080,1002793,1,1,3,113,,,false,false
4081,1002793,1,5,3,153,HK,,false,false
4082,1002794,1,1,3,113,,,false,true
4083,1002794,1,5,2,152,Pr,Geldern,false,false
4084,1002795,1,1,3,113,,,false,true
4085,1002796,1,1,5,115,,,false,false
4086,1002796,1,5,3,153,HK,,false,false
4087,1002796,1,2,1,121,,,false,false
4088,1002796,1,1,3,113,,,false,false
4089,1002797,1,5,9,159,,,false,false
4090,1002797,1,5,7,157,Sa,,false,false
4091,1002797,1,1,5,115,,,false,false
4092,1002798,1,1,3,113,,,false,true
4093,1002798,1,5,2,152,Pr,Kleve,false,false
4094,1002798,1,5,2,152,Pr,Geldern,false,false
4095,1002799,1,1,3,113,,,false,true
4096,1002799,1,5,2,152,Pr,Ostfr.,false,false
4097,1002800,1,1,3,113,,,false,true
4098,1002800,1,5,2,152,Pr,Geldern,false,false
4099,1002801,1,5,3,153,Pf,,false,true
4100,1002801,1,5,2,152,Mz,,false,false
4101,1002802,1,5,1,151,,,false,false
4102,1002803,1,5,9,159,,,false,true
4103,1002803,0,0,0,0,,,false,false
4104,1002804,1,5,9,159,,,false,false
4105,1002805,1,5,9,159,,,false,true
4106,1002805,1,5,1,151,Bö,,false,false
4107,1002805,1,5,1,151,,,false,true
4108,1002806,1,5,7,157,Sa,,false,false
4109,1002807,1,5,7,157,Sa,,false,false
4110,1002808,1,5,1,151,,,false,false
4111,1002809,1,5,1,151,,,false,false
4112,1002810,1,5,1,151,,,false,false
4113,1002811,1,5,1,151,,,false,false
4114,1002812,1,5,1,151,,,false,false
4115,1002813,1,5,1,151,,,false,false
4116,1002814,1,5,1,151,,,false,false
4117,1002815,1,1,3,113,,,false,false
4118,1002815,1,5,2,152,Mz,,false,false
4119,1002816,1,1,3,113,,,false,true
4120,1002816,1,5,2,152,Pr,Mörs,false,false
4121,1002817,1,1,3,113,,,false,true
4122,1002817,1,5,2,152,Pr,Geldern,false,false
4123,1002818,1,1,3,113,,,false,true
4124,1002818,1,1,4,114,,,false,false
4125,1002818,1,5,2,152,,Niederrheinischer Reichskreis,false,false
4126,1002819,1,5,9,159,,,false,true
4127,1002819,1,5,2,152,Rg,,false,false
4128,1002820,1,5,3,153,Pf,,false,true
4129,1002820,1,5,2,152,Mz,,false,false
4130,1002821,1,1,3,113,,,false,false
4131,1002822,1,5,1,151,,,false,false
4132,1002823,1,5,1,151,,,false,false
4133,1002824,1,5,1,151,Bö,,false,false
4134,1002824,1,5,9,159,,,false,true
4135,1002824,1,5,1,151,,,false,true
4136,1002825,1,3,1,131,,,false,false
4137,1002826,1,3,1,131,,,false,false
4138,1002827,1,2,1,121,,,false,false
4139,1002827,1,7,3,173,,,false,false
4140,1002828,1,1,3,113,,,false,false
4141,1002829,1,2,2,122,,,false,false
4142,1002830,1,2,2,122,,,false,false
4143,1002831,1,2,2,122,,,false,false
4144,1002832,1,2,2,122,,,false,false
4145,1002833,1,1,3,113,,,false,true
4146,1002833,1,2,2,122,,,false,true
4147,1002833,1,5,8,158,Mb,,false,true
4148,1002834,1,1,3,113,,,false,false
4149,1002834,1,1,5,115,,,false,false
4150,1002835,1,5,8,158,BwL,,false,false
4151,1002836,1,5,8,158,Bwl,,false,false
4152,1002837,1,5,8,158,BwL,,false,false
4153,1002837,1,1,3,113,,,false,true
4154,1002837,1,5,2,152,Pf,Berg,false,false
4155,1002837,1,5,2,152,Pr,Kleve,false,false
4156,1002837,1,5,2,152,KL,,false,false
4157,1002838,1,1,3,113,,,false,true
4158,1002838,1,5,8,158,BwL,,false,true
4159,1002838,1,5,2,152,KL,,false,false
4160,1002838,1,5,2,152,Pr,Mörs,false,false
4161,1002838,1,5,3,153,HK,Hanau,false,false
4162,1002838,1,5,2,152,KL,Münster,false,false
4163,1002838,1,5,2,152,Os,,false,true
4164,1002839,1,5,8,158,BwL,,false,false
4165,1002840,1,5,8,158,BwL,,false,false
4166,1002840,1,5,9,159,,,false,false
4167,1002838,1,5,3,153,HK,,false,true
4168,1002841,1,1,3,113,,,false,true
4169,1002841,1,5,8,158,BwL,,false,true
4170,1002841,1,5,2,152,Pr,Kleve,false,false
4171,1002841,1,5,3,153,Hk,,false,true
4172,1002842,1,1,5,115,,,false,false
4173,1002842,1,5,8,158,Hb,,false,false
4174,1002843,1,6,8,168,,,false,false
4175,1002843,1,5,8,158,HST,,false,false
4176,1002844,1,5,1,151,,,false,false
4177,1002845,1,5,1,151,,,false,false
4178,1002846,1,5,1,151,,,false,false
4179,1002847,1,5,1,151,,,false,false
4180,1002848,1,5,1,151,,,false,false
4181,1002848,1,5,1,151,Bö,,false,false
4182,1002849,1,1,3,113,,,false,true
4183,1002849,1,5,2,152,KL,,false,false
4184,1002849,1,5,2,152,Mz,,false,false
4185,1002850,1,5,1,151,,,false,false
4186,1002851,1,5,1,151,,,false,false
4187,1002852,1,5,1,151,,,false,false
4188,1002853,1,5,1,151,,,false,false
4189,1002854,1,5,1,151,,,false,false
4190,1002855,1,5,9,159,,,false,true
4191,1002855,1,5,7,157,Sa,,false,false
4192,1002856,1,5,9,159,,,false,true
4193,1002856,1,5,7,157,Sa,,false,false
4194,1002857,1,1,3,113,,,false,false
4195,1002858,1,1,3,113,,,false,false
4196,1002859,1,1,3,113,,,false,false
4197,1002859,1,5,3,153,HK,,false,false
4198,1002860,1,1,3,113,,,false,false
4199,1002860,1,2,1,121,,,false,false
4200,1002860,4,3,1,431,,,false,false
4201,1002861,1,1,3,113,,,false,true
4202,1002861,1,5,3,153,Pf,,false,true
4203,1002861,1,5,6,156,BY,,false,false
4204,1002862,1,1,3,113,,,false,true
4205,1002862,1,5,2,152,Pr,Kleve,false,false
4206,1002863,1,5,1,151,,,false,false
4207,1002864,1,5,1,151,Bö,,false,false
4208,1002864,1,5,1,151,,,false,true
4209,1002864,1,5,9,159,,,false,true
4210,1002865,1,5,3,153,HK,,false,true
4211,1002865,1,2,1,121,,,false,false
4212,1002866,1,2,1,121,,,false,false
4213,1002867,1,1,3,113,,,false,false
4214,1002868,1,1,3,113,,,false,false
4215,1002869,1,6,8,168,,,false,true
4216,1002869,1,6,2,162,,,false,false
4217,1002870,1,5,8,158,BwL,,false,true
4218,1002871,1,5,7,157,Sa,,false,false
4219,1002871,1,5,9,159,,,false,true
4220,1002872,1,1,3,113,,,false,true
4221,1002872,1,5,8,158,BwL,,false,true
4222,1002872,1,5,9,159,,,false,true
4223,1002872,1,5,2,152,Rvg,,false,false
4224,1002873,1,2,1,121,,,false,false
4225,1002874,1,2,1,121,,,false,false
4226,1002874,1,5,3,153,HK,,false,true
4227,1002875,1,2,1,121,,,false,false
4228,1002876,1,5,8,158,BwL,,false,true
4229,1002876,1,5,2,152,Pb,,false,false
4230,1002876,1,5,2,152,Lp,,false,false
4231,1002876,1,5,2,152,KL,Münster,false,false
4232,1002877,1,1,3,113,,,false,true
4233,1002877,1,5,8,158,BwL,,false,true
4234,1002878,1,1,3,113,,,false,true
4235,1002878,1,5,2,152,KL,Münster,false,false
4236,1002879,1,1,3,113,,,false,false
4237,1002880,1,1,3,113,,,false,true
4238,1002880,1,5,2,152,Pr,Geldern,false,false
4239,1002881,1,5,1,151,,,false,true
4240,1002881,1,5,3,153,Pf,,false,true
4241,1002881,1,5,2,152,Rvg,,false,false
4242,1002881,1,5,2,152,PR,Tecklenburg,false,false
4243,1002881,1,5,2,152,Pr,Lingen,false,false
4244,1002882,1,1,3,113,,,false,false
4245,1002883,1,1,3,113,,,false,true
4246,1002884,1,6,3,163,,,false,false
4247,1002884,1,5,9,159,,,false,true
4248,1002885,1,1,4,114,,,false,false
4249,1002885,1,5,9,159,,,false,false
4250,1002886,1,5,2,152,Pr,Ostfr.,false,false
4251,1002886,1,5,9,159,,,false,false
4252,1002886,1,2,2,122,,,false,false
4253,1002887,1,1,3,113,,,false,true
4254,1002887,1,2,1,121,,,false,true
4255,1002888,1,1,3,113,,,false,true
4256,1002888,1,5,8,158,BwL,,false,true
4257,1002888,0,0,0,0,,,false,false
4258,1002889,4,1,3,413,,,false,false
4259,1002889,1,2,2,122,,,false,false
4260,1002890,1,1,3,113,,,false,true
4261,1002891,1,1,3,113,,,false,true
4262,1002891,1,5,2,152,Pr,Geldern,false,false
4263,1002892,1,1,3,113,,,false,true
4264,1002892,1,5,2,152,KL,,false,false
4265,1002893,1,5,1,151,,,false,false
4266,1002894,1,5,1,151,,,false,false
4267,1002895,1,5,1,151,,,false,true
4268,1002895,1,6,4,164,Hun,,false,false
4269,1002896,1,3,1,131,,,false,false
4270,1002897,1,2,1,121,,,false,false
4271,1002898,1,3,2,132,,,false,false
4272,1002898,1,1,3,113,,,false,false
4273,1002898,1,3,4,134,,,false,false
4274,1002899,1,5,7,157,Sa,,false,false
4275,1002900,1,5,6,156,Reg,,false,false
4276,1002901,1,5,1,151,,,false,false
4277,1002902,1,5,3,153,Fr,,false,false
4278,1002903,1,5,3,153,Wo,,false,false
4279,1002903,1,1,3,113,,,false,true
4280,1002904,1,5,9,159,,,false,true
4281,1002904,1,5,7,157,Sa,,false,false
4282,1002904,1,5,7,157,Sa,Lausitz,false,false
4283,1002904,1,5,7,157,Sa,"S.-Querfurt, Ftm.",false,false
4284,1002904,1,5,7,157,Man,,false,false
4285,1002904,1,5,7,157,Sa,"Barby, Gft.",false,false
4286,1002905,1,5,1,151,,,false,false
4287,1002906,1,5,1,151,,,false,false
4288,1002907,1,5,1,151,,,false,false
4289,1002908,1,5,1,151,,,false,true
4290,1002908,1,5,1,151,Bö,,false,false
4291,1002909,1,5,9,159,,,false,true
4292,1002909,1,5,1,151,,,false,true
4293,1002910,1,5,1,151,,,false,false
4294,1002910,1,5,9,159,,,false,false
4295,1002911,1,6,8,168,,,false,false
4296,1002911,1,6,1,161,,,false,false
4297,1002911,1,6,2,162,,,false,false
4298,1002912,1,6,8,168,,,false,false
4299,1002912,1,5,1,151,,,false,false
4300,1002912,1,5,9,159,,,false,false
4301,1002912,1,5,6,156,BY,,false,false
4302,1002912,1,5,9,159,,,false,false
4303,1002912,1,1,3,113,,,false,false
4304,1002912,1,2,3,123,,,false,false
4305,1002912,1,2,1,121,,,false,false
4306,1002912,1,2,2,122,,,false,false
4307,1002912,1,5,9,159,P,,false,false
4308,1002912,1,6,1,161,,,false,false
4309,1002913,1,2,1,121,,,false,false
4310,1002914,1,1,3,113,,,false,true
4311,1002914,4,3,1,431,,St.James,false,false
4312,1002915,1,2,1,121,,,false,false
4313,1002916,1,1,3,113,,,false,false
4314,1002917,1,5,8,158,BwL,,false,true
4315,1002917,1,5,2,152,Pr,Ostfr.,false,false
4316,1002917,1,5,2,152,Rvg,,false,false
4317,1002917,0,0,0,0,,,false,false
4318,1002918,1,5,8,158,BwL,,false,false
4319,1002918,0,0,0,0,,,false,false
4320,1002919,1,5,2,152,Pr,Geldern,false,false
4321,1002919,1,1,3,113,,,false,true
4322,1002920,1,1,3,113,,,false,true
4323,1002920,1,5,8,158,Bwl,,false,true
4324,1002921,1,3,4,134,,,false,false
4325,1002921,1,1,2,112,,,false,false
4326,1002922,1,1,2,112,,,false,false
4327,1002922,1,2,1,121,,,false,true
4328,1002922,1,1,3,113,,,false,true
4329,1002923,1,2,1,121,,,false,false
4330,1002924,1,2,1,121,,,false,false
4331,1002924,2,1,4,214,,,false,false
4332,1002924,1,7,5,175,,,false,false
4333,1002925,1,1,3,113,,,false,true
4334,1002925,1,2,1,121,,,false,false
4335,1002926,1,5,9,159,,,false,true
4336,1002927,1,6,1,161,D,,false,false
4337,1002928,1,5,8,158,BwL,,false,true
4338,1002928,1,5,8,158,BwW,,false,true
4339,1002929,1,1,3,113,,,false,true
4340,1002929,1,5,2,152,Pr,Geldern,false,false
4341,1002930,1,2,1,121,,,false,false
4342,1002931,1,2,1,121,,,false,false
4343,1002932,1,1,3,113,,,false,true
4344,1002932,1,5,2,152,Be,,false,false
4345,1002932,1,5,8,158,BwL,,false,false
4346,1002932,1,1,4,114,,,false,false
4347,1002933,1,5,3,153,HK,,false,true
4348,1002933,1,2,1,121,,,false,false
4349,1002934,1,1,3,113,,,false,true
4350,1002934,1,5,2,152,KL,,false,false
4351,1002935,1,1,3,113,,,false,true
4352,1002936,1,5,1,151,,,false,false
4353,1002937,1,5,1,151,,,false,true
4354,1002938,1,5,9,159,,,false,true
4355,1002939,1,1,1,111,,,false,false
4356,1002940,1,1,3,113,,,false,false
4357,1002941,1,5,9,159,,,false,false
4358,1002942,1,5,3,153,Pf,,false,true
4359,1002943,1,5,9,159,,,false,true
4360,1002943,1,5,1,151,Bö,,false,false
4361,1002943,1,5,1,151,,,false,true
4362,1002944,1,5,9,159,,,false,false
4363,1002944,1,5,1,151,,,false,false
4364,1002945,1,5,1,151,,,false,false
4365,1002946,1,5,1,151,,,false,false
4366,1002947,1,5,1,151,,,false,false
4367,1002948,1,5,1,151,,,false,false
4368,1002949,1,2,1,121,,,false,false
4369,1002949,1,5,8,158,BwL,,false,false
4370,1002949,1,5,9,159,,,false,true
4371,1002950,1,2,1,121,,,false,true
4372,1002950,1,1,3,113,,,false,true
4373,1002951,1,2,1,121,,,false,true
4374,1002951,1,1,3,113,,,false,true
4375,1002952,1,2,1,121,,,false,false
4376,1002953,1,2,1,121,,,false,false
4377,1002954,1,1,3,113,,,false,true
4378,1002955,1,5,7,157,Sa,,false,false
4379,1002955,1,5,9,159,,,false,false
4380,1002956,1,5,1,151,,,false,false
4381,1002957,1,6,8,168,,,false,true
4382,1002957,1,6,2,162,,,false,false
4383,1002958,1,5,1,151,,,false,true
4384,1002959,1,2,1,121,,,false,false
4385,1002960,1,2,1,121,,,false,false
4386,1002961,1,2,1,121,,,false,false
4387,1002962,1,2,1,121,,,false,true
4388,1002962,1,1,3,113,,,false,true
4389,1002963,1,2,1,121,,,false,false
4390,1002963,3,1,1,311,,,false,false
4391,1002964,1,1,3,113,,,false,false
4392,1002965,1,1,3,113,,,false,false
4393,1002966,1,5,9,159,,,false,true
4394,1002966,1,6,3,163,,,false,false
4395,1002966,1,6,8,168,,,false,true
4396,1002967,1,6,8,168,,,false,true
4397,1002967,1,2,3,123,,,false,true
4398,1002968,1,5,9,159,,,false,true
4399,1002968,1,5,1,151,Bö,,false,false
4400,1002969,1,5,3,153,HK,,false,true
4401,1002969,1,2,1,121,,,false,false
4402,1002970,1,1,3,113,,,false,true
4403,1002970,1,1,4,114,,,false,false
4404,1002971,1,1,4,114,,,false,false
4405,1002972,1,5,1,151,,,false,false
