"ID_A","A","AA","AAA","AAA_kompakt","AAAS","Stichwort_A","WDH","Löschen"
1003990,2,6,0,260,,In der Lausitz,1,false
1003991,2,6,0,260,P,Geheime Expedition der engl. Flotte,1,false
1003992,3,4,0,340,,"Prozeß gegen Komplize von ""Königsmörder"" Damiens",1,false
1003993,1,6,0,160,,Rechte des Grafen von Bentheim,1,false
1003994,2,7,0,270,,"Hannover, Einnahme durch die frz. Trp.",1,false
1003995,2,6,0,260,,In Westfalen und Niedersachsen,1,false
1003996,2,7,0,270,,"Geldern, Belagerung durch Frz.",1,false
1003997,3,6,0,360,,,1,false
1003998,2,6,0,260,,In Westfalen und Niedersachsen,1,false
1003999,2,6,0,260,P,Swd. Truppentransport nach Pommern,1,false
1004000,2,6,0,260,,In Ostpreußen,1,false
1004001,2,6,0,260,,In Sachsen und Thüringen,1,false
1004002,2,2,0,220,,Oberkommandowechsel bei der frz. Armee in Deutschland (Ml. d'Estree durch den Ml. Richelleu),1,false
1004003,3,6,5,365,ø,,1,false
1004004,2,6,0,260,,Im Hessischen,1,false
1004005,2,7,0,270,,"Stollopin, Ende Juli 1757",1,false
1004006,3,6,0,360,,,1,false
1004007,2,6,0,260,P,Russ. Flotte auf der Danziger Rhede,1,false
1004008,2,6,0,260,P,Swd. Truppentransport nach Pommern,1,false
1004009,3,4,9,349,,Beraubung der Kursächsischen Post,1,false
1004010,2,6,0,260,,In Westfalen,1,false
1004011,3,6,0,360,,,1,false
1004012,2,6,0,260,P,Im Mittelmeer,1,false
1004013,2,7,0,270,,Nordamerika: Neu York,1,false
1004014,2,7,0,270,,"Nordafrika: Ceuta, Belagerung (Abbruch)",1,false
1004015,3,6,8,368,X,,1,false
1004016,3,6,5,365,,Reise der Kaiserl. Familie nach Hungarn,1,false
1004017,3,6,5,365,ø,,1,false
1004018,2,3,0,230,,Dislozierung der Reichstrp.,1,false
1004019,3,4,9,349,,Strafe für falsche Beschuldigung,1,false
1004020,3,6,8,368,«,,1,false
1004021,7,1,0,710,,,1,false
1004022,7,1,0,710,,,4,false
1004023,7,1,0,710,,,1,false
1004024,1,1,0,110,,,1,false
1004025,2,4,0,240,,Reichstruppenkonzentration in Franken,1,false
1004026,2,6,0,260,,Württ. Trp. (Schwäb. Kreistr.) zur Reichsarmee,1,false
1004027,2,6,0,260,,Kriegsgefangenentransport: pr. Gefangene durch Münster nach Wesel,1,false
1004028,2,6,0,260,P,Engl. Truppentransport nach Ostfriesland,1,false
1004029,2,7,0,270,,Nordamerika: Kanada,1,false
1004030,5,5,0,550,,Verlörene Obligation,3,false
1004031,7,1,0,710,,,2,false
1004032,7,1,0,710,,,1,false
1004033,7,1,0,710,,,3,false
1004034,6,0,0,600,M,"FJ aus dem Hauptquart. der österr. Armee in der Lausitz (Klein-Schönau), 16.-20.08.57",1,false
1004035,2,6,0,260,P,Geheime Expedition der engl. Flotte,1,false
1004036,2,2,0,220,,,1,false
1004037,2,1,0,210,,,1,false
1004038,2,7,0,270,,Nordamerika,1,false
1004039,2,0,0,200,,Resonanz des frz. Sieges bei Hastenbeck (26.07.57) in Paris,1,false
1004040,2,6,0,260,,In Westfalen und Niedersachsen,1,false
1004041,1,4,0,140,M,Frz. Kontributionsforderungen an hann. und braunschw. Städten,1,false
1004042,2,6,0,260,,In Franken,1,false
1004043,2,7,0,270,,"Pillau, Bombardierung durch russ. Flotte",1,false
1004044,3,3,0,330,,Wirtschaftlich-politische Situazion in BwW wegen des Krieges,1,false
1004045,2,6,0,260,P,Swd. Truppentransport nach Pommern,1,false
1004046,2,5,0,250,,Pläne der swd. Trp. in Deutschland,1,false
1004047,1,1,0,110,,Rußland und Mecklenburg liefern Getreide für die swd. Armee in Pommern,1,false
1004048,2,6,0,260,,Frz. Truppenverstärkung für die Armee am Rhein (durch Straßburg),1,false
1004049,2,0,4,204,,Frz. befestigen Lippstadt,1,false
1004050,2,0,0,200,,"Kriegsgefangene: Pr. in österr. Gefangenschaft, in Prag",1,false
1004051,3,6,0,360,,,1,false
1004052,2,4,0,240,,Reichstruppenkonzentration in Franken,1,false
1004053,3,6,0,360,,,1,false
1004054,1,1,0,110,,,1,false
1004055,2,6,0,260,,Bayer. Trp. nach Böhmen,1,false
1004056,3,6,0,360,,,1,false
1004057,2,6,0,260,P,,1,false
1004058,1,1,0,110,,Frz. Garnison in Ostende begrüßt den österr. Diplomaten,1,false
1004059,1,1,0,110,,Rückkehr des Gfn. Kobenzel aus England,1,false
1004060,1,1,0,110,,,1,false
1004061,3,6,0,360,,,1,false
1004062,2,6,0,260,,,1,false
1004063,3,6,0,360,,Festtag in der Adlichen Akademie des Herzogen von Savoyen,1,false
1004064,7,6,0,760,,Kgl.-kaiserl. privileg. Lotterie,15,false
1004065,7,0,9,709,ö,,1,false
1004066,7,1,0,710,,,2,false
1004067,6,0,0,600,M,"FJ aus dem Hauptquart. der russ. Armee in Ostpreußen (Insterburg), 11.08.57",1,false
1004068,2,0,0,200,,Kontribution: Frz. Besatzung in BwL und BwW. Kontribution,1,false
1004069,5,3,0,530,,Erb- und/oder Kreditorenansprüche,4,false
1004070,7,1,0,710,,,4,false
1004071,7,1,0,710,,,2,false
1004072,6,0,0,600,M,"FJ aus dem Hauptquart. der österr. Armee in der Lausitz (Klein-Schönau), 21-23.08.57",1,false
1004073,2,0,0,200,,Resonanz des frz. Sieges bei Hastenbeck (26.07.57) in London,1,false
1004074,2,6,0,260,P,,1,false
1004075,6,7,0,670,,"Gf. Abemarl, Adjutant des Herzogs Cumberland",1,false
1004076,2,7,0,270,,"Nordafrika: Ceuta, Belagerung (Abbruch)",1,false
1004077,1,1,8,118,…,Übergabe der span. kirhl. Einkommen zum Krieg für Ceuta,1,false
1004078,2,6,0,260,,Bei Hannover,1,false
1004079,2,7,0,270,,"Hameln, Belagerung durch Frz., Kapitulation",1,false
1004080,3,6,0,360,,,1,false
1004081,2,0,0,200,,Frz. Generalgouverneur des Kurfürstentums BwL,1,false
1004082,3,2,0,320,,,1,false
1004083,2,6,0,260,,Im Hannoverischen,1,false
1004084,2,0,0,200,,Entlassung der braunschweig. Armee,1,false
1004085,2,4,0,240,,Vorbereitung im Brandenburgischen Pommern zu dem swd. Einrücken,1,false
1004086,3,6,5,365,ø,,1,false
1004087,3,9,0,390,,Ein kurioser Blitz,1,false
1004088,1,1,0,110,,,1,false
1004089,3,6,0,360,M,Umzug der verwittib. Herzogin von Braunschweig nach Altona (wegen des Krieges),1,false
1004090,2,6,0,260,,In Ostpreußen,1,false
1004091,3,6,5,365,,Hofreise,1,false
1004092,1,1,0,110,,,1,false
1004093,2,0,0,200,,Regierung von Sachsen-Gotha über die Beziehungen zu der annähernden frz. Armee,1,false
1004094,2,6,0,260,,Frz. Trp. nach Thüringen,1,false
1004095,2,0,0,200,,Zwangslieferungen für die frz. Armee in Hessen,1,false
1004096,3,6,0,360,,Das prächtigste in Europa Schloß,1,false
1004097,3,6,5,365,,Hofreise,1,false
1004098,3,6,0,360,,,1,false
1004099,2,6,0,260,,,1,false
1004100,3,6,0,360,«,,1,false
1004101,1,1,0,110,,,1,false
1004102,7,1,0,710,,,1,false
1004103,7,1,0,710,,,1,false
1004104,0,0,0,0, ,X,1,true
1004105,2,6,0,260,,Im Hannoverischen,1,false
1004106,3,6,0,360,,,1,false
1004107,2,0,1,201,,,1,false
1004108,6,7,0,670,,Theatinerkardinal J.M.Thomasius,1,false
1004109,6,0,0,600,M,Order der Bataille der Reichsexekutionsarmee,1,false
1004110,6,0,0,600,M,"FJ aus dem Hauptquart. der österr. Armee in der Lausitz (Klein-Schönau), 24-27.08.57",1,false
1004111,2,2,0,220,,,1,false
1004112,2,0,0,200,,Kriegsgefangene: Engl. Behandlung gefangener frz. Offiziere (-),1,false
1004113,2,7,0,270,P,"Mittelmeer: Seegefecht, 19.06.57",1,false
1004114,2,0,0,200,,Evakuirung der Kostbarkeiten aus Hannover nach London,1,false
1004115,2,0,0,200,,Resonanz des frz. Sieges bei Hastenbeck (26.07.57) in Paris,1,false
1004116,2,6,0,260,P,Russ. Flotte auf der Danziger Rhede,1,false
1004117,1,1,0,110,,,1,false
1004118,2,6,0,260,,In Ostpreußen,1,false
1004119,2,6,0,260,,Im Hannoverischen,1,false
1004120,1,6,0,160,,,1,false
1004121,3,6,0,360,«,,1,false
1004122,3,8,0,380,ó,Streitigkeit zw. der Geistlichkeit und dem Parlament,1,false
1004123,3,0,6,306,,,1,false
1004124,2,6,0,260,,Frz. und Reichsarmee nach Erfurt,1,false
1004125,2,7,0,270,,"Gubinen, 02.08.57",1,false
1004126,2,6,0,260,,Frz. Trp. nach Frankfurt,1,false
1004127,3,3,1,331,M,Braunschweigische Messe bei der frz. Besatzung,1,false
1004128,4,0,1,401,,Erlaß des Herzogs von Braunschweig über  die Braunschw. Messe,1,false
1004129,2,6,0,260,,Im Hannoverischen,1,false
1004130,2,6,0,260,,Frz. Trp. durch Gotha,1,false
1004131,2,6,0,260,,Russ. Einmarsch in Ostpreußen,1,false
1004132,2,6,0,260,,In Oberpfalz,1,false
1004133,2,6,0,260,,Im Hannoverischen,1,false
1004134,3,6,0,360,,,1,false
1004135,3,1,0,310,,,1,false
1004136,3,6,0,360,«,,1,false
1004137,7,1,0,710,,,15,false
1004138,7,1,0,710,,,3,false
1004139,2,6,0,260,P,Swd. Truppentransport nach Pommern,1,false
1004140,2,5,0,250,,Pläne der swd. Armee in Pommern,1,false
1004141,2,7,0,270,,"Laubegast, 13.08.57",1,false
1004142,7,1,0,710,,,1,false
1004143,5,3,0,530,,Erb- und/oder Kreditorenansprüche,2,false
1004144,5,7,0,570,,Erbschaft,2,false
1004145,6,0,0,600,M,"FJ aus dem Hauptquart. der österr. Armee in der Lausitz (Klein-Schönau), 28.-29.08.57",1,false
1004146,2,9,0,290,,,1,false
1004147,2,3,0,230,,In Niedersachsen,1,false
1004148,2,4,0,240,P,Vorbereitung der geheimen Expedition der frz. Flotte,1,false
1004149,2,6,0,260,,Im Hannoverischen,1,false
1004150,3,6,0,360,,,1,false
1004151,3,0,6,306,,Theater (Deutsche Komödie),1,false
1004152,3,3,0,330,M,Kopfgeld für die Erhaltung des Münsterischen Kontingentes,1,false
1004153,2,6,0,260,,Württ. Trp. durch Regensburg (Schiffart),1,false
1004154,2,6,0,260,,Am Rhein,1,false
1004155,3,6,5,365,,Hofreise,1,false
1004156,3,8,0,380,,,1,false
1004157,1,1,5,115,M,Kaperei: Frankreich entwafnet seine Kaperschiffe,1,false
1004158,2,4,0,240,P,Vorbereitung der geheimen Expedition der frz. Flotte,1,false
1004159,2,6,0,260,,Frz. Trp. nach Sachsen,1,false
1004160,2,6,0,260,,Reichstrp. nach Sachsen,1,false
1004161,2,6,0,260,P,Swd. Truppentransport nach Pommern,1,false
1004162,2,6,0,260,,Im Hannoverischen,1,false
1004163,3,9,0,390,M,Verlust der frz. Armee vom Sturmwind,1,false
1004164,2,7,0,270,,"Geldern, Belagerung durch Frz., Kapitulation der pr. Garnison",1,false
1004165,2,6,0,260,,Im Hannoverischen,1,false
1004166,2,3,0,230,,In Ostpreußen,1,false
1004167,2,6,0,260,P,Russ. Flotte verläßt die Rhede von Danzig,1,false
1004168,1,6,0,160,,"Freude über die Niederlage des pr. Königs in Lissabon, Madrid, Parma und Neapel",1,false
1004169,2,0,0,200,,Hochschätzung des Marschalls d'Estree von Hg. Richelieu,1,false
1004170,2,4,0,240,,Swd. Armee in Pommern,1,false
1004171,3,6,0,360,,,1,false
1004172,3,6,5,365,ö,Zur Österr. Armee in Böhmen,1,false
1004173,7,1,0,710,,,3,false
1004174,7,1,0,710,,,1,false
1004175,7,1,0,710,,,1,false
1004176,7,1,0,710,,,1,false
1004177,5,3,0,530,,Erb- und/oder Kreditorenansprüche,2,false
1004178,5,3,0,530,,Erb- und/oder Kreditorenansprüche,10,false
1004179,7,1,0,710,,,4,false
1004180,6,2,0,620,,Anklage des Kften. von Mainz gegen des Kften. von Brandenb. (Kgs. von Preußen) bei der Reichsversammlung,1,false
1004181,6,0,0,600,M,"FJ aus dem Hauptquart. der österr. Armee in der Lausitz (Klein-Schönau, Ostritz), 30.08.- 2.09.57",1,false
1004182,1,1,0,110,,,1,false
1004183,3,1,0,310,…,Engl. Regierung über die Geldverschwinden in Hannover,1,false
1004184,1,1,5,115,M,Kaperei: Russ. und dän. Reaktion auf die engl. Kaperei,1,false
1004185,6,8,0,680,,Rede des Erzbischofens von Paris anläßlich der frz. und österr. Siege in Deutschland,1,false
1004186,3,6,0,360,«,Totd des pfalz. Gesandtes wegen der Schiffsuntergang in der Donau,1,false
1004187,2,4,0,240,,,1,false
1004188,2,4,0,240,P,Vorbereitung der geheimen Expedition der engl. Flotte,1,false
1004189,2,0,6,206,P,,1,false
1004190,1,2,0,120,,,1,false
1004191,3,0,0,300,ó,Engl. Adel schafft alle katholische Bedienten ab,1,false
1004192,2,6,0,260,,Im Hannoverischen,1,false
1004193,2,6,0,260,,Im Hannoverischen,1,false
1004194,1,6,0,160,,,1,false
1004195,2,6,0,260,P,In der Strasse von Calais,1,false
1004196,2,0,9,209,,Pr. Deserteure,1,false
1004197,2,0,9,209,,Plünderungen der hann. Armee,1,false
1004198,2,6,0,260,,Im Hannoverischen,1,false
1004199,2,7,0,270,,"Großjägersdorf, 30.08.57",1,false
1004200,2,6,0,260,,In Sachsen und Thüringen,1,false
1004201,1,1,0,110,,,1,false
1004202,2,6,0,260,P,,1,false
1004203,2,6,0,260,,Reichstrp. nach Sachsen,1,false
1004204,1,1,0,110,,Friedrich II. schickt der holl. Volontäre zurück,1,false
1004205,3,6,8,368,,,1,false
1004206,3,6,8,368,,,1,false
1004207,3,6,0,360,,,1,false
1004208,3,3,0,330,,,1,false
1004209,2,0,0,200,,Kriegsgefangene: Preußen in österr. Kriegsgefangenschaft,1,false
1004210,7,1,0,710,,,3,false
1004211,5,3,0,530,,Erb- und/oder Kreditorenansprüche,3,false
1004212,7,1,0,710,,,2,false
1004213,6,2,0,620,,Anklage des Kften. von Mainz gegen des Kften. von Brandenb. (Kgs. von Preußen) bei der Reichsversammlung (Beilagen),1,false
1004214,6,0,0,600,M,"FJ aus dem Hauptquart. der österr. Armee in der Lausitz (Ostritz), 03.-0 5.09.57",1,false
1004215,6,0,0,600,M,"FJ aus dem Hauptquart. der österr. Armee in der Lausiz (Schöna), 06.09.57",1,false
1004216,3,6,7,367,,Gesundheitszustand des Königs,1,false
1004217,3,6,5,365,ø,,1,false
1004218,3,8,0,380,,Beziehungen: König - Parlament,1,false
1004219,2,4,0,240,,Frz. Vorbereitungen gegen erwartete engl. Landung,1,false
1004220,1,1,0,110,,,1,false
1004221,2,6,0,260,P,Geheime Expedition der engl. Flotte,1,false
1004222,3,1,0,310,M,Evakuirung des pr. Regierungsrates nach Danzig,1,false
1004223,2,0,1,201,,,1,false
1004224,2,6,0,260,,In Ostpreußen,1,false
1004225,2,6,0,260,P,Engl. Truppentransport auf die Elbe,1,false
1004226,1,1,1,111,,,1,false
1004227,1,1,5,115,M,Konvoi,1,false
1004228,2,0,1,201,,,1,false
1004229,2,0,0,200,,Entfernung nichtvorsehenen Personen von der Reichsarmee,1,false
1004230,2,6,0,260,,Reichstrp. nach Sachsen,1,false
1004231,3,1,0,310,,,1,false
1004232,1,1,0,110,,,1,false
1004233,3,6,0,360,,,1,false
1004234,2,5,0,250,,Pläne der pr. Armee in Sachsen,1,false
1004235,2,0,1,201,,,1,false
1004236,1,6,0,160,,Veröffentlichung der Kaiserl. Avocatorien gegen Preußen,1,false
1004237,3,1,0,310,M,Evakuirung des königsberg. Ministeriums vor der russ.  Armee,1,false
1004238,2,1,0,210,,Fischerisches Korps nach der Verstärkung,1,false
1004239,6,0,0,600,M,"FJ aus dem frz. Hauptquart. Niederelbe (Verden), 29.08.57",1,false
1004240,2,6,0,260,,Österr. bayer. und württ. Truppenverstärkung für österr. Armee in Böhmen,1,false
1004241,0,1,0,10,,Kuriose unterirdische Höhle,1,false
1004242,2,0,4,204,,Franzosen befestigen Wolfenbüttel,1,false
1004243,2,6,0,260,,In Sachsen und Thüringen,1,false
1004244,3,9,0,390,,Erdbeben,1,false
1004245,3,6,0,360,,,1,false
1004246,2,1,0,210,,,1,false
1004247,2,7,0,270,,"Moyß, 07.09.57",1,false
1004248,2,7,0,270,,"Welau [Großjägersdorf], 30.08.57",1,false
1004249,3,6,0,360,,,1,false
1004250,5,6,0,560,,,2,false
1004251,7,6,0,760,,Kgl.-kaiserl. privileg. Lotterie,2,false
1004252,7,1,0,710,,,1,false
1004253,5,3,0,530,,Anschprüche an Gestorbenen,3,false
1004254,7,1,0,710,,,2,false
1004255,7,1,0,710,,,2,false
1004256,2,6,0,260,,Im Hannoverischen,1,false
1004257,1,1,5,115,,Poststörungen wegen des Krieges,1,false
1004258,5,3,0,530,,,2,false
1004259,7,1,0,710,,,2,false
1004260,6,0,0,600,M,"FJ (Relation) von der österr. Attacke auf Moys, 07.09.57",1,false
1004261,6,0,0,600,M,"FJ (Relation) vom russ. Sieg bei Großjägersdorf, (19)30.08.57",1,false
1004262,2,8,0,280,,Pr. und  russ. Verluste bei Welau [Großjägersdorf],1,false
1004263,6,0,0,600,M,"FJ aus dem Hauptquart. der österr. Armee in der Lausiz (Schöna), 10.09.57",1,false
1004264,2,7,0,270,,Niedersachsen,1,false
1004265,2,7,0,270,,"Geldern, Belagerung durch Frz., Kapitulation der pr. Garnison (Deteils)",1,false
1004266,2,0,6,206,,"Sprachrohr, um die äußern Attaquen zu kommandieren",1,false
1004267,2,4,0,240,,Leipzig (pr.) in Erwartung auf eine Belagerung,1,false
1004268,2,7,0,270,,"Hildesheim, Einnahme durch frz. Trp.",1,false
1004269,2,6,0,260,,Verlegung der swd. Trp. nach Pommern,1,false
1004270,1,1,0,110,,Rußland und Mecklenburg liefern Getreide für die swd. Armee in Pommern,1,false
1004271,2,0,0,200,,Engländer evakuieren Wertsachen aus Hannover,1,false
1004272,2,6,0,260,,Im Hannoverischen,1,false
1004273,1,1,0,110,,,1,false
1004274,2,4,0,240,,Frz. Vorbereitungen gegen erwartete engl. Landung,1,false
1004275,2,0,0,200,,"Pr. Verbot der ""verdächtigen Korrespondenz"" für Dresdner",1,false
1004276,2,6,0,260,,In Sachsen und Thüringen,1,false
1004277,2,6,0,260,,Bayer. Trp. nach Böhmen,1,false
1004278,2,0,9,209,,Pr. Deserteure in Prag,1,false
1004279,2,2,0,220,,Generals Lehwalds Bitte um Entlassung,1,false
1004280,2,6,0,260,,Im Hannoverischen,1,false
1004281,0,1,0,10,,Hohes Alter: 130 Jahre,1,false
1004282,2,4,0,240,P,Vorbereitung der geheimen Expedition der engl. Flotte,1,false
1004283,2,4,0,240,P,Vorbereitung der geheimen Expedition der frz.. Flotte,1,false
1004284,2,0,0,200,,"Kriegsgefangene: Pr. in österr. Gefangenschaft, in Wien",1,false
1004285,3,6,0,360,,,1,false
1004286,3,6,8,368,,,1,false
1004287,7,0,9,709,ø,Rückgabe gestohlener/gefundener Sachen,1,false
1004288,5,0,3,503,,Ankundigung des Anfangs der Weinlese,1,false
1004289,7,1,0,710,,,2,false
1004290,2,6,0,260,,In Ostpreußen,1,false
1004291,6,8,0,680,,Rede des frz. Minister l'Hospital in Petersburg,1,false
1004292,6,8,0,680,,Antwort des Kanzlers Bestuschef-Rumin auf die Rede des frz. Minister l'Hospital,1,false
1004293,1,1,0,110,,,1,false
1004294,6,0,0,600,M,"FJ aus dem Hauptquart. der österr. Armee in Schlesien (Schönberg, Lauban), 11.09.- 12.09.57",1,false
1004295,2,8,0,280,,"Österr. und pr. Verluste nach der Attaque bei Moyß, 07.09.57",1,false
1004296,3,8,0,380,,Beziehungen: König - Parlament,1,false
1004297,4,7,0,470,M,Frz. Patent über die hann. Kurfürstl. Einkünfte,1,false
1004298,2,6,0,260,,Im Hannoverischen,1,false
1004299,2,6,0,260,,Frz. und Reichsarmee durch Erfurt,1,false
1004300,3,8,0,380,,Beziehungen: König - Parlament,1,false
1004301,2,6,0,260,P,Engl. Flotte an den frz. Küsten (gegenüber Havre),1,false
1004302,3,6,5,365,ø,,1,false
1004303,1,1,9,119,,England unterstützt korsikaner Rebellen,1,false
1004304,2,0,4,204,,Frz. Lager bei Erfurt,1,false
1004305,3,6,5,365,ö,,1,false
1004306,2,6,0,260,,In Sachsen und Thüringen,1,false
1004307,2,0,1,201,,,1,false
1004308,2,0,0,200,,Kontributionen an die pr. Armee von Sachsen,1,false
1004309,3,6,5,365,ö,,1,false
1004310,2,7,0,270,,"Halberstadt, Einnahme durch Frz.",1,false
1004311,1,1,5,115,M,Aufbringen: Engl. Kriegsschiff gegen des frz. Handelsschiff (mit moralischer Bewertung),1,false
1004312,1,1,0,110,,Engl. Kriegsschiff verletzt das Neutralität von Sardinien,1,false
1004313,2,6,0,260,P,Engl. Flotte an den frz. Küsten (gegenüber Havre),1,false
1004314,2,6,0,260,,Im Hannoverischen,1,false
1004315,3,7,0,370,,,1,false
1004316,2,7,0,270,,"Böhmen, pr. Streifzüge",1,false
1004317,2,6,0,260,,In Sachsen und Thüringen,1,false
1004318,3,6,0,360,,,1,false
1004319,3,6,0,360,«,,1,false
1004320,1,5,0,150,M,Waffenstillstand am Niederelbe (erste Nachricht),1,false
1004321,3,0,8,308,,,1,false
1004322,2,0,1,201,,,1,false
1004323,2,1,0,210,,,1,false
1004324,7,1,0,710,,,2,false
1004325,7,1,0,710,,,2,false
1004326,7,1,0,710,,,3,false
1004327,7,1,0,710,,,1,false
1004328,7,1,0,710,,,3,false
1004329,4,2,0,420,,Manifest der Kaiserin über den Krieg mit Preußen,1,false
1004330,7,1,0,710,,,3,false
1004331,7,1,0,710,,,1,false
1004332,5,0,3,503,,Ankundigung des Anfangs der Weinlese,1,false
1004333,7,5,0,750,,,3,false
1004334,7,1,0,710,,,2,false
1004335,6,0,0,600,M,"FJ aus dem Hauptquart. der österr. Armee in Schlesien (Lauban), 13.09.57",1,false
1004336,6,0,0,600,M,"FJ aus dem Hauptquart. der österr. Armee in Schlesien (Löwenberg, Pilgramsdorf), 14.-16.09.57",1,false
1004337,2,7,0,270,,,1,false
1004338,3,8,0,380,,Beziehungen: König - Parlament,1,false
1004339,3,6,0,360,,,1,false
1004340,3,1,0,310,,,1,false
1004341,2,4,0,240,P,Vorbereitung der geheimen Expedition der engl. Flotte,1,false
1004342,2,7,0,270,,"Großjägersdorf, 30.08.57",1,false
1004343,1,5,0,150,M,Waffenstillstand am Niederelbe,1,false
1004344,6,1,0,610,M,Konditionen zwischen Bremen und frz. Armee,1,false
1004345,2,6,0,260,,In Sachsen und Thüringen,1,false
1004346,3,3,1,331,,Frankfurtermesse,1,false
1004347,2,0,0,200,,Pr. Behandlung Dresdner Bevölkerung (-),1,false
1004348,2,7,0,270,,"Bautzen, Einnahme durch österr. Trp.",1,false
1004349,2,6,0,260,,In Sachsen und Thüringen,1,false
1004350,2,6,0,260,,Im Hannoverischen,1,false
1004351,2,0,1,201,,,1,false
1004352,1,5,0,150,,Konvention von Klosterzeven,1,false
1004353,1,6,0,160,,,1,false
1004354,2,0,4,204,,,1,false
1004355,3,6,5,365,ø,,1,false
1004356,3,5,0,350,,,1,false
1004357,1,1,9,119,,England unterstützt korsikaner Rebellen,1,false
1004358,3,9,0,390,,Überschwemmung,1,false
1004359,3,6,8,368,,,1,false
1004360,2,0,1,201,,,1,false
1004361,3,6,5,365,ö,Zur russ. Armee,1,false
1004362,7,1,0,710,,,2,false
1004363,7,1,0,710,,,1,false
1004364,6,2,0,620,,Antwort der russ. Kaiserin auf die pr. Deklaration 30.08.57,1,false
1004365,7,1,0,710,,,2,false
1004366,7,1,0,710,,,2,false
1004368,7,1,0,710,,,1,false
1004369,6,0,0,600,M,"FJ aus dem Hauptquart. der österr. Armee in Schlesien (Hohendorf, Jauer), 17.-19.09.57",1,false
1004370,2,1,0,210,,,1,false
1004371,3,6,0,360,M,Freudenfest in der österr. Lager wegen des russ. Sieges [bei Großjägersdorf],1,false
1004372,2,7,0,270,,Persien: Zerschlagung der engl. Faktorei im Persischen Meerbusen,1,false
1004373,2,3,0,230,,Nach dem Waffenstillstand an der Niederelbe,1,false
1004374,2,6,0,260,,Bei Dresden,1,false
1004375,2,0,7,207,,,1,false
1004376,2,6,0,260,P,Geheime Expedition der engl. Flotte,1,false
1004377,2,5,0,250,,Engl. Kriegspläne in Nordamerika,1,false
1004378,2,6,0,260,,In Sachsen und Thüringen,1,false
1004379,1,7,0,170,,Dänische Vermittlung im Waffenstillstand am Niederelbe,1,false
1004380,2,3,0,230,,Nach dem Waffenstillstand an der Niederelbe,1,false
1004381,2,6,0,260,,In Sachsen und Thüringen,1,false
1004382,2,3,0,230,,Nach dem Waffenstillstand an der Niederelbe,1,false
1004383,2,6,0,260,,Swd. Einbruch in Pommern,1,false
1004384,1,2,0,120,,Ausweisung des swd. Gesandten aus Berlin,1,false
1004385,3,6,8,368,,,1,false
1004386,5,0,0,500,…,Kaiserl. Avertissement über falsche Holländer-Ducaten,1,false
1004387,7,5,0,750,,,2,false
1004388,7,1,0,710,,,6,false
1004389,7,1,0,710,,,2,false
1004390,7,1,0,710,,,2,false
1004391,7,5,0,750,,,2,false
1004392,7,1,0,710,,,1,false
1004393,4,0,0,400,M,Über die Beziehungen mit Fremden,1,false
1004394,1,7,0,170,,Dänische Vermittlung im Waffenstillstand am Niederelbe,1,false
1004395,6,1,0,610,M,"Frz.-all. Konvention von Klosterzeven über den Waffenstillstand, 09.09.57",1,false
1004396,5,3,0,530,,Quitungen zur Kassierung präsentieren,1,false
1004397,7,5,0,750,,,1,false
1004398,5,3,0,530,,Erbschaft,2,false
1004399,5,3,0,530,,Haussatzbrief zur Kassierung präsentieren,1,false
1004400,7,1,0,710,,,1,false
1004401,6,0,0,600,M,"FJ aus dem Hauptquart. der österr. Armee in Schlesien (Jauer), 17.-19.09.57",1,false
1004402,2,0,0,200,,Kontributionen an die pr. Armee von Sachsen,1,false
1004403,2,4,0,240,,Vorbereitung der pr. Garnison von Schweidnitz zur Belagerung,1,false
1004404,3,8,0,380,,Beziehungen: König - Parlament,1,false
1004405,2,6,0,260,,In Pommern,1,false
1004406,2,6,0,260,,In Sachsen und Thüringen,1,false
1004407,2,6,0,260,,In Ostpreußen,1,false
1004408,2,3,0,230,,Nach dem Waffenstillstand an der Niederelbe,1,false
1004409,3,6,0,360,,,1,false
1004410,2,6,0,260,P,Geheime Expedition der engl. Flotte,1,false
1004411,2,6,0,260,,In Sachsen und Thüringen,1,false
1004412,2,6,0,260,,In Halberstadt und Magdeburg,1,false
1004413,2,6,0,260,,In Pommern,1,false
1004414,2,6,0,260,,In Sachsen und Thüringen,1,false
1004415,2,6,0,260,P,,1,false
1004416,1,1,0,110,,,1,false
1004417,3,8,0,380,,Beziehungen: König - Parlament,1,false
1004418,2,5,0,250,,Frz. Kriegspläne in Deutschland (Sachsen),1,false
1004419,3,6,0,360,,,1,false
1004420,2,3,0,230,,Nach dem Waffenstillstand an der Niederelbe,1,false
1004421,2,0,1,201,,,1,false
1004422,3,6,0,360,,,1,false
1004424,2,0,0,200,,Entwaffnung der Zivilbevölkerung in Erfurt durch Reichsarmee,1,false
1004425,3,5,0,350,,,1,false
1004426,1,2,0,120,,Abberufung des sächs. Diplomaten aus London,1,false
1004427,1,2,0,120,,Abberufung des pr. Minister aus Stockholm,1,false
1004428,2,2,0,220,,,1,false
1004429,3,6,8,368,,,1,false
1004430,2,0,1,201,,,1,false
1004431,7,6,0,760,,Kgl.-kaiserl. privileg. Lotterie,1,false
1004432,5,8,0,580,,Kreditunfähigkeit,3,false
1004433,7,1,0,710,,,3,false
1004434,7,1,0,710,,,15,false
