"Lfd_Nr_X","ID_X","X","XY","XYY","XYYY","XYYYS","Stichwort_X","Löschen"
19659,2003192,G,1,5,7,Sa,"Bautzen (Budißin, Pautzen), St.",false
19660,2003192,N,5,1,0,KK,"Daun, Leopold Joseph, Gf., GFM, österr. Armee",false
19661,2003192,N,1,1,0,,"Preußen/Hohenzollern, Friedrich II., Kg.",false
19662,2003193,N,1,1,0,,"Österreich/Habsburg, Maria Theresi, Kr.in",false
19663,2003193,N,1,1,0,,"Päpste, Clemens XIII.",false
19664,2003194,N,5,1,0,KK,"Tillier, Johann Anton, Freih. v. Gl.Mjr., österr. Armee",false
19665,2003197,W,2,5,0,,Graben,false
19666,2003197,W,4,9,0,,"Hollerstaude, auf der Seilerstätte",false
19667,2003197,W,2,5,0,,Seilerstätte,false
19668,2003200,G,1,5,3,HK,"Weißenstein, Ort b. Kassel",false
19669,2003201,G,1,5,3,HK,"Velmar (Ober-velmen), Ort",false
19670,2003201,G,1,5,3,HK,"Kassel (Cassel), St.",false
19671,2003201,N,5,1,0,BwL,"Oberg, christoph Ludwig, Gl., hann. Armee",false
19672,2003201,N,1,2,0,HK,"Ysenburg, Johann Kasimir, Pz., Gl, hess.-kass. Armee.",false
19673,2003202,G,1,5,8,BwL,"Göttingen, St.",false
19674,2003202,G,1,5,8,BwL,"Hannoversch-Münden (Münden), St.",false
19675,2003202,N,4,0,0,BwL,"Wüllen, Hr. v. Hofgerichtsassesor, hannov.",false
19676,2003203,N,4,0,0,BwL,"Pollmann, hann. Commissair",false
19677,2003203,N,4,0,0,BwL,"Busch, Hr. v., Vice-berghaupt-mann, hann.",false
19678,2003203,G,1,5,8,BwL,"Clausthal, St. = Clausthal-Zellerfeld",false
19679,2003204,N,0,1,0,,"Monteuil, Francois Juste Charles Marquis, frz. Botschafter in Warschau",false
19680,2003204,G,1,5,1,,"Wien, St.",false
19681,2003205,T,5,3,1,,Weinverkauf,false
19682,2003205,G,1,5,1,,"Mergersdorf (Mergerstorf), Ort",false
19683,2003205,G,1,7,9,,"Donau, Fl.",false
19684,2003206,N,1,3,0,,"Schwarzenberg, Joseph, Reichsfürst, Wien",false
19685,2003206,N,7,0,0,+,"Fischer, Eberhard Heinrich, Geh. Rat, Wien",false
19686,2003206,N,1,1,0,,"Österreich/Habsburg-Lothringen, Franz I. (Stephan), Kr.",false
19687,2003207,T,8,0,6,,,false
19688,2003207,T,1,0,5,,,false
19689,2003207,N,2,1,0,+,"Fuchsberger, Andreas, Wirt, Enzersdorf, NÖ",false
19690,2003207,G,1,5,1,,"Klosterneuburg, St. bei Wien",false
19691,2003207,G,1,5,1,,"Enzersdorf im Thale, Ort",false
19692,2003207,N,2,0,0,,"Patzinger, Johann, Wien",false
19693,2003208,W,2,1,0,,Singerstr.,false
19694,2003208,W,4,9,0,,"Sutnerisches Haus, in der Singerstr.",false
19695,2003208,W,2,6,0,,Schneckenstiege,false
19696,2003208,T,6,1,1,,,false
19697,2003208,T,6,4,1,,,false
19698,2003209,W,2,5,0,,Seilerstätte,false
19699,2003209,W,4,9,0,,"Hollerstaude, auf der Seilerstätte",false
19700,2003209,N,5,2,0,,"Teufl. Baron von, Oberst.Lt.",false
19701,2003210,T,5,1,4,,Wassermühle,false
19702,2003210,T,1,0,5,,,false
19703,2003210,G,1,5,1,,"Mannersdorf, Herrschaft",false
19704,2003210,W,6,2,0,,"Kotzen- oder Wassermühle, Mannersdorf a. Leithageb.",false
19705,2003210,G,1,7,9,,"Leitha, Fl.",false
19706,2003210,G,1,5,1,,"Maria Loretto, Kloster",false
19707,2003211,T,0,0,0,,,false
19708,2003211,W,2,4,0,,Rosingasse (?),false
19709,2003211,T,3,9,1,,"""Indian Sachen""",false
19710,2003211,T,3,2,1,EM,,false
19711,2003211,T,9,5,1,,,false
19712,2003211,T,6,1,1,,,false
19713,2003211,T,3,7,1,,,false
19714,2003211,T,7,8,2,,,false
19715,2003212,N,5,3,0,+,"Dürrenberg, Conrad von, Hptm.",false
19716,2003212,I,5,0,0,,"Sinschisches Infanterie Rgt., österr. Armee",false
19717,2003212,N,3,3,0,,"Böck, Augustin, Dr. Jur., Hofkriegsrat und Gerichtsadvokat, Verlassenschaftscurator (W)",false
19718,2003213,T,9,4,1,,Kupferstich,false
19719,2003213,N,3,4,0,KK,"Haid, Gottfried, Kupferstecher, Mitglied d. österr. Akademie v. Augsburg",false
19720,2003213,G,1,5,4,Ag,"Augsburg, RSt.",false
19721,2003213,N,5,1,0,KK,"Daun, Leopold Joseph, GF., GFM, österr. Armee",false
19722,2003214,G,1,5,7,Sa,"Struppen, Ort bei Pirna",false
19723,2003214,N,1,2,0,,"Zweibrücken-Birkenfeld, Friedrich Michael, Pz., Komm. d. R eichsexekutionsarmee",false
19724,2003215,N,5,1,0,KK,"Kleefeld, Wenzel Matthias Hnogek, Freih. v., Gl.Mjr., Reichsarmee",false
19725,2003215,N,5,1,0,KK,"Ried, Johann Heinrich, Freih. v., Gl., Reichsarmee",false
19726,2003216,N,1,1,0,,"Preußen/Hohenzollern, Friedrich II., Kg.",false
19727,2003216,G,1,5,7,Sa,"Bischofswerda, St.",false
19728,2003216,G,1,5,7,Sa,"Bautzen (Budißin, Pautzen), St.",false
19729,2003216,G,1,5,7,Sa,"Dresden, St.",false
19730,2003216,G,1,5,7,Sa,"Wehlen (Wellen), Ort",false
19731,2003217,G,1,7,9,,"Elbe, Fl.",false
19732,2003217,G,1,5,7,Sa,"Lohmen (Lohnen, Lohmen), Ort",false
19733,2003217,N,5,2,0,KK,"Törröck, Oberst, Reichsarmee",false
19734,2003218,G,1,5,7,Sa,"Coptitz, Ort",false
19735,2003219,G,1,5,7,Sa,"Freiberg (Freyberg), St.",false
19736,2003219,G,1,5,7,Sa,"Chemnitz (Kemnitz), St.",false
19737,2003219,G,1,5,7,Sa,"Zwickau, St.",false
19738,2003219,G,1,5,7,Sa,"Penig (Benig, Bönig, Pening, Pönig, Pönigg), St.",false
19739,2003219,N,5,1,0,KK,"Uihazy, Gl., Reichsarmee",false
19740,2003219,N,5,1,0,KK,"Hadick, Andreas, GFMLt., Reichsarmee",false
19741,2003220,G,1,5,7,Sa,"Leipzig, St.",false
19742,2003221,G,1,5,7,Sa,"Dresden, St.",false
19743,2003222,G,1,5,9,,"Neuruppin, St.",false
19744,2003222,G,1,5,9,,"Zehdenick (Zeldnick), St.",false
19745,2003224,G,1,5,9,,"Gransee, Ort",false
19746,2003226,G,1,5,6,Reg,"Regensburg, RSt.",false
19747,2003227,G,1,5,3,Fr,"Frankfurt, RSt.",false
19748,2003227,N,0,1,0,,"Lohen, Hr. v., pr. Resident für d. Grafschaft Lingen, aus Frankfurt ausgewiesen",false
19749,2003229,V,0,0,0,,Verzeichnis indizierter Schmähschriften,false
19750,2003230,G,1,5,9,P,"Demmin (Demmien, Demien, Demin), St.",false
19751,2003230,T,0,0,0,,,false
19752,2003232,V,0,0,0,,Verz. d. pr. Verluste d. Gefechtes von Demmin,false
19753,2003233,G,1,7,9,,"Elbe, Fl.",false
19754,2003233,G,1,5,8,BwL,"Schnackenburg, St.",false
19755,2003233,G,1,5,9,,"Wittstock (Wistock), St.",false
19756,2003233,G,1,5,9,,"Ruppin, St.",false
19757,2003234,N,4,0,0,pr,"Rohr, Landrat Prov. Prignitz, pr.",false
19758,2003235,G,1,5,9,,"Havelberg, St.",false
19759,2003235,G,1,5,9,,"Perleberg, St.",false
19760,2003235,G,1,7,9,,"Elbe, Fl.",false
19761,2003236,G,1,5,8,Hb,"Hamburg, RSt.",false
19762,2003236,G,1,5,9,,"Berlin, St.",false
19763,2003236,G,1,5,8,BwL,"Lüneburg  (Lünneburg), St.",false
19764,2003236,G,1,5,9,,"Stendal, St.",false
19765,2003236,G,1,5,9,,"Lenzen, St.",false
19766,2003236,G,1,5,8,Mb,"Boitzenburg (Boizenburg), St.",false
19767,2003237,G,1,7,9,,"Lippe, Fl.",false
19768,2003237,G,1,5,2,Kl,"Bork (Borck), Ort",false
19769,2003237,N,1,2,0,pr,"Holstein-Gottorp, Georg Ludwig, Pz., Gl., pr.",false
19770,2003237,N,5,1,0,fr,"St. Pern, Hr. v., Gl.Lt., frz. Armee",false
19771,2003238,G,1,5,2,Pr,"Lünen (Lühne, Lühnen, Luhnen), St.",false
19772,2003239,G,1,5,2,Kl,"Olfen (Holphen, Olpen, Olphen, Oelphen), Ort",false
19773,2003239,G,1,5,2,Kl,"Dülmen (Dalmen, Dulmen, Dülmen-hosten), St.",false
19774,2003242,G,1,5,9,,"Mittenwalde, Ort",false
19775,2003243,G,1,5,9,,"Berlin, St.",false
19776,2003245,G,1,5,1,Bö,"Trautenau, St. = Trutnov",false
19777,2003245,G,1,5,1,Bö,"Bernsdorf, Ort = Bernartice",false
19778,2003245,G,1,5,9,Sl,"Landeshut (Landshut), = Kamienna Gora",false
19779,2003245,G,1,5,9,Sl,"Liebau, St. = Lubawka",false
19780,2003245,G,1,5,9,Sl,"Lindenau, Ort",false
19781,2003245,N,5,2,0,KK,"Bethlem, Gf., Oberst, österrr. Armee i. Böhmen",false
19782,2003245,E,0,0,0,,Kroaten im österr. Heer in Böhmen/Schlesien,false
19783,2003245,N,5,1,0,KK,"Kalnocky, Gf. v. GFMLt., österr. Armee in Böhmen/Schlesien",false
19784,2003246,N,5,1,0,pr,"La Motte - Fouque, Ernst Heinrich August, Beron de, Gl. Chef IR 33, pr. Armee",false
19785,2003246,I,5,0,0,pr,"Seidlitzisches Husarenrgt., pr. Armee i. Schlesien",false
19786,2003246,G,1,5,9,Sl,"Reichhennersdorf, Ort = Przedwojow",false
19787,2003246,N,5,1,0,pr,"Seydlitz, Alexander Gottlieb von, Gl. Chef Hus. 8, pr. Armee i. Schlesien",false
19788,2003247,G,1,5,9,Sl,"Reichhennersdorf, Ort = Przedwojow",false
19789,2003247,N,5,1,0,pr,"La Motte Fouqué Ernst Heinrich August, Baron de, Gl. pr. Armee",false
19790,2003247,N,5,3,0,KK,"Kalnocky, Rittmeister, österr. Armee, leicht verwundet i. Gefecht b. Reichhennersdorf",false
19791,2003248,N,5,1,0,KK,"Harsch, Ferdinand, Gf. v., GFWM, österr. Armee i. Schlesien",false
19792,2003248,G,1,5,9,Sl,"Neiße (Neiß, Neyß), St. = Nysa",false
19793,2003249,N,1,1,0,+,"Pinto, Emanuel, Großmeister von Malta",false
19794,2003249,N,1,1,0,,"Tencin, Franciscus von, Großmeister von Malta",false
19795,2003250,N,1,4,0,,"Rezzonico, Kardinal, Vetter Papst Clemens XIII.",false
19796,2003251,N,1,4,0,,"Bernis, Francois Joachim de Pieres, Gf., Abbé, Kardinal",false
19797,2003252,N,5,1,0,KK,"Tillier, Johann Anton, Freih. v., Gl.Mjr., österr. Armee",false
19798,2003252,N,1,1,0,,"Preußen/Hohenzollern, Friedrich II., Kg.",false
19799,2003252,N,1,1,0,,"Österreich/Habsburg, Maria Theresia, Kr.in",false
19800,2003252,N,1,1,0,,"Österreich/Habsburg-Lothringen, Franz I. (Stephan), Kr.",false
19801,2003252,g,1,5,0,,"Schönbrunn, Schl.",false
19802,2003252,G,1,5,7,Sa,"Hochkirch (Hochkirchen, Hofkirchen), Ort",false
19803,2003253,N,0,1,0,,"Marcatschi, Hadschi Demetrius, alg. Gesandter in Wien",false
19804,2003253,N,4,0,0,,"Colloredo, Rudolf Joseph, Gf. Reichsvizekanzler, Wien",false
19805,2003253,W,1,2,0,,Leopoldstadt,false
19806,2003253,N,7,0,0,,"Seleskowitz, Herr v., Hof-secretarius, Hof-dolmetsch, Wien",false
19807,2003254,N,1,1,0,+,"Österreich/Habsburg, Karl VI., Kr.",false
19808,2003256,N,1,4,0,+,"Attimis, Fulvia, Gf.in, Sternkreuzordensdame, Görz",false
19809,2003256,G,1,5,1,,"Görz, Ort = Gorizia",false
19810,2003257,N,1,1,0,,"Österreich/Habsburg, Maria Theresia, Kr.in",false
19811,2003257,G,1,5,1,,"Schönbrunn, Schloß bei Wien",false
19812,2003257,W,2,5,0,,Neuer Markt [Mehlmarkt],false
19813,2003257,W,5,4,0,,"Kapuzinerkloster am Neuen Markt, Kapuzinergruft",false
19814,2003257,W,5,4,0,,"Kapuzinerkloster am Neuen Markt, Kapuzinergruft",false
19815,2003257,N,1,1,0,+,"Österreich/Habsburg, Karl VI., Kr.",false
19816,2003258,G,1,5,3,HK,"Landgrafenhagen, Ort",false
19817,2003258,G,1,5,3,HK,"Lützlberg, Ort",false
19818,2003258,G,1,5,3,HK,"Kassel (Cassel), St.",false
19819,2003259,T,7,2,1,,Silber-glücks-hafen,false
19820,2003259,W,2,5,0,,Graben,false
19821,2003260,T,1,9,1,P,,false
19822,2003260,W,4,9,0,,"Carmeliterhaus, in der Salvatorgasse",false
19823,2003260,W,2,4,0,,Salvatorgassel,false
19824,2003260,N,2,3,0,,"Dammers, Reichs-hof-rahts-agent, Wien",false
19825,2003261,T,9,4,1,$,Porträt/Kupferstich,false
19826,2003261,N,5,1,0,,"Daun, Leopold Joseph, Gf. GFM, österr. Armee",false
19827,2003261,N,5,1,0,,"Laudoin, Gideon Ernst, Freih. v., GFMLt., österr. Armee",false
19828,2003261,N,6,5,0,,Prasserisches Buchgewölb im Neuen Michaelerhaus,false
19829,2003261,N,4,9,0,,Neues Michaelerhaus,false
19830,2003262,W,4,9,0,,Doktor-Deimlisches-Haus (neben der Hl. Dreifaltigkeit),false
19831,2003262,W,4,9,0,,"Dreifaltigkeit, Zur heiligen",false
19832,2003262,T,9,4,1,$,Landkarte,false
19833,2003262,N,3,2,0,,"Lidl, Johann Jacob, Kupferstecher, Wien",false
19834,2003263,T,3,2,1,EM,,false
19835,2003263,T,3,7,1,,,false
19836,2003263,T,7,8,2,,,false
19837,2003263,T,3,9,1,,,false
19838,2003263,T,6,1,1,,,false
19839,2003263,T,0,0,0,,,false
19840,2003263,W,4,9,0,,Schlegelhof in der Renngasse,false
19841,2003263,W,2,4,0,,...gasse,false
19842,2003264,N,1,4,0,+,"Hofmann, Christian, Pfarrer",false
19843,2003264,N,3,0,0,,"Böck, Augustin, Hof-Kriegsrats- und Gerichtsadvocat, Wien",false
19844,2003274,G,1,5,7,Sa,"Gießhübel (Gisshibel, Güßhübel), Ort",false
19845,2003274,N,1,2,0,,"Zweibrücken-Birkenfeld, Friedrich Michael, Pz. Komm. d. Reichsarmee",false
19846,2003275,G,1,5,7,Sa,"Pirna, St.",false
19847,2003275,N,5,1,0,KK,"Fürstenberg,   Prosper Ferdinand Philipp Maria Karl Franz, Landgf., Reichsfeldzeugmeister",false
19848,2003276,N,5,2,0,KK,"Reitzenstein, Freih. v., österr. Gl. Adjutant, Reichsarrmee i. Sachsen",false
19849,2003276,N,5,1,0,KK,"Daun, Leopold Joseph, Gf. GFM, österr. Armee",false
19850,2003276,N,1,1,0,,"Preußen/Hohenzollern, Friedrich II., Kg.",false
19851,2003278,N,1,1,0,,"Österreich/Habsburg, Maria Theresia, Kr.in",false
19852,2003280,G,1,5,7,Sa,"Lohmen (Lohnen, Lohmen), Ort",false
19853,2003280,G,1,5,7,Sa,"Coptitz, Ort",false
19854,2003280,N,5,2,0,KK,"Törröck, Oberst, Reichsarmee",false
19855,2003281,G,1,5,7,Sa,"Frauenstein, St.",false
19856,2003281,G,1,5,7,Sa,"Lauenstein, St.",false
19857,2003282,G,1,5,7,Sa,"Dippoldiswalde, St.",false
19858,2003282,G,1,5,7,Sa,"Freiberg (Freyberg), St.",false
19859,2003282,G,1,5,7,Sa,"Herzogswald, Ort",false
19860,2003282,G,1,5,7,Sa,"Klingenberg, St.",false
19861,2003282,N,5,1,0,pr,"Hülsen, Johann Diedrich, Gl.Lt., pr. Armee, Chef I.R. 21",false
19862,2003283,G,1,5,9,,"Kunersdorf, Ort",false
19863,2003283,E,0,0,0,,Kroaten im österr. Heer,false
19864,2003284,N,5,1,0,KK,"Kleefeld, Wenzel Matthias , Freih. v., Gl.Mjr., Reichsarmee",false
19865,2003284,G,1,5,7,Sa,"Freiberg (Freyberg), St.",false
19866,2003284,G,1,5,7,Sa,"Chemnitz (Kemnitz), St.",false
19867,2003284,N,5,1,0,KK,"Hadick, Andreas, GFMLt., Reichsarmee",false
19868,2003285,G,1,5,7,Sa,"Leipzig, St.",false
19869,2003285,G,1,5,7,Sa,"Waltersdorf, Ort",false
19870,2003285,G,1,5,7,Sa,"Waldenburg, Ort bei Chemnitz",false
19871,2003285,G,1,5,7,Sa,"Bönig, Ort",false
19872,2003286,N,5,1,0,pr,"Hülsen, Johann Diedrich, Gl.Lt., pr. Armee",false
19873,2003286,N,5,1,0,KK,"Hadick, Andreas, GFMLt., Reichsarmee",false
19874,2003287,G,1,5,7,Sa,"Gamich (Gammich), Ort",false
19875,2003287,N,1,1,0,pr,"Preußen/Hohenzollern, Heinrich, Pz.",false
19876,2003288,G,1,5,7,Sa,"Wurschen, Ort",false
19877,2003289,N,5,1,0,KK,"Daun, Leopold Joseph, Gf., GFM, österr. Armee",false
19878,2003289,N,1,1,0,,"Österreich/Habsburg, Maria Theresia, Kr.in",false
19879,2003292,N,5,1,0,+,"Keith, Hr. v. GFM, pr. Armee",false
19880,2003293,N,5,1,0,KK,"Colloredo, Anton, Gf., GFMLt., österr. Armee",false
19881,2003294,N,1,2,0,KK,"Baden-Durlach, Christoph, Mgf. v. GFZM, österr. Armee",false
19882,2003294,G,1,5,7,Sa,"Altbautzen, Ort",false
19883,2003294,G,1,5,7,Sa,"Weihe, Ort",false
19884,2003295,N,5,1,0,KK,"Daun, Leopold Joseph, Gf. GFM, österr. Armee",false
19885,2003298,G,1,5,7,Sa,"Bautzen (Budißin, Pautzen), St.",false
19886,2003300,G,1,5,7,Sa,"Hochkirch (Hochkirchen, Hofkirchen), Ort",false
19887,2003301,N,1,1,0,pr,"Preußen/Hohenzollern, Friedrich II., Rg.",false
19888,2003301,G,1,5,7,Sa,"Bautzen (Budißin, Pautzen), St.",false
19889,2003301,G,1,5,7,Sa,"Weissenberg, Ort",false
19890,2003301,G,1,5,7,Sa,"Görlitz (Gerlitz), St.",false
19891,2003301,N,5,1,0,KK,"Daun, Leopold Joseph, Gf. GFM, österr. Armee",false
19892,2003301,G,1,5,7,Sa,"Stremberg, Berg",false
19893,2003301,G,1,5,7,Sa,"Glossen (Glosse), Ort",false
19894,2003304,N,1,1,0,pr,"Preußen/Hohenzollern, Friedrich II., Kg.",false
19895,2003304,N,5,1,0,KK,"Laudon, Gideon Ernst, Freih. v. GFMLt., österr. Armee",false
19896,2003304,N,5,1,0,KK,"Arenberg (Arberg, Arnberg), Karl (Charles) Maria Reimund (Raymond), duc d', österr. Gfzmr.",false
19897,2003304,I,5,0,0,KK,"Clerici, Rgt., österr. Armee",false
19898,2003304,I,5,0,0,KK,"Bathyany, Rgt., österr. Armee",false
19899,2003304,I,5,0,0,KK,"Stahrenberg, Rgt., österr. Armee",false
19900,2003304,I,5,0,0,KK,"Alt-Colloredo, Rgt., österr. Armee",false
19901,2003304,I,5,0,0,KK,"D'Arberg, Rgt., österr. Armee",false
19902,2003304,I,5,0,0,KK,"Los Rios, Rgt., österr. Armee",false
19903,2003304,I,5,0,0,KK,"Puebla, Rgt., österr. Armee",false
19904,2003304,N,5,1,0,KK,"Ayasas, Gf., GFWachtmeister, österr. Armee",false
19905,2003305,N,1,2,0,+,"Braunschweig-Lüneburg-Wolfenbüttel, Friedrich Franz, Pz., pr. Armee",false
19906,2003305,N,5,1,0,+,"Kleist, Erdmann Gottlieb von, Gl., pr. Armee",false
19907,2003305,N,5,1,0,+,"Keith, FM, pr. Armee",false
19908,2003306,N,5,1,0,KK,"O'Donell, Karl Claudius Gf. v., Gl. d. Kavallerie, österr. Armee",false
19909,2003306,N,5,1,0,KK,"Lacy, Franz Moritz, Gf., österr. Armee",false
19910,2003306,N,5,1,0,KK,"Tillier, Johann Anton, Baron v., GFWachtmeister, österr. Armee",false
19911,2003306,N,5,1,0,KK,"Buccow, Ferdinand Friedrich, Baron v., Gl. d. Kavallerie, österr. Armee",false
19912,2003306,N,5,1,0,KK,"Arenberg (Arberg, Arnberg), Karl (Charles) Maria Reimund (Raymond), duc d', österr. Gfzmr.",false
19913,2003306,G,1,5,7,Sa,"Weissenberg, Ort",false
19914,2003306,N,5,1,0,KK,"Löwenstein-Wertheim, Christian Philipp Joseph, Fst. GFMLt., österr. Armee",false
19915,2003306,N,5,1,0,KK,"Zollern, Gf. v., Gl., österr. Armee",false
19916,2003307,N,5,1,0,KK,"Laudon, Gideon Ernst, Frh. v., GFMLt., österr. Armee",false
19917,2003307,I,5,0,0,KK,"Zweibrückisches Dragonerregiment, österr. Armee",false
19918,2003307,I,5,0,0,KK,"Löwensteinisches Dragonerregiment, österr. Armee",false
19919,2003307,I,5,0,0,KK,"Darmstädtisches Dragonerregiment, österr. Armee",false
19920,2003309,N,5,1,0,,"Tillier, Johann Anton, Baron v., GFWachtmeister, österr. Armee",false
19921,2003309,N,1,1,0,,"Österreich/Habsburg, Maria Theresia, Kr.in",false
19922,2003309,N,1,1,0,,"Preußen/Hohenzollern, Friedrich II., Kg.",false
19923,2003309,I,5,0,0,KK,"Durlachisches Corps, österr.",false
19924,2003310,N,5,1,0,,"Buccow, Ferdinand Friedrich ...",false
19925,2003310,N,5,1,0,KK,"Arenberg (Arberg, Arnberg), Karl (Charles) Maria Reimund (Raymond), duc d', österr. Gfzmr.",false
19926,2003310,N,5,1,0,KK,"O'Donell, Karl Claudius, Gf., Gl. d. Kavallerie, österr. Armee",false
19927,2003310,I,5,0,0,KK,"Laudohnisches Corps, österr. Armee",false
19928,2003310,N,5,2,0,KK,"Walter, Oberst von, österr. Armee",false
19929,2003310,N,5,1,0,KK,"Esterhazy, Niclas, Gf., GFMLt., österr. Armee",false
19930,2003310,N,5,1,0,KK,"Esterhazy, Joseph, Gf., GFWM., österr. Armee",false
19931,2003310,N,5,1,0,KK,"Broun(e), Uyssen Maximilian, Gf., GFMLt., österr. Armee",false
19932,2003310,N,5,1,0,KK,"Ligne, Gl., österr. Armee",false
19933,2003310,N,5,1,0,KK,"Colloredo, Anton, Gf., GFMLt., österr. Armee",false
19934,2003310,G,1,5,7,Sa,"Kleinbautzen, St.",false
19935,2003311,V,0,0,0,,Verzeichnis d. verwundeten und getöteten Österreicher bei d. Schlacht v. Hochkirch,false
19936,2003313,G,1,5,8,BwL,"Lutterberg (Luterberg), St.",false
19937,2003313,G,1,5,3,HK,"Sandershausen, Ort bei Kassel",false
19938,2003313,G,1,5,3,HK,"Landwehrhagen, Ort bei Kassel",false
19939,2003315,G,1,5,8,BwL,"Lutterberg (Luterberg), St.",false
19940,2003315,G,1,5,8,BwL,"Hannoversch-Münden (Münden), St.",false
19941,2003315,N,5,1,0,BwL,"Zastrow, Karl Anton Leopold, Gl., hann. Armee",false
19942,2003315,N,5,2,0,BwL,"Forzen, Oberst, hann. Armee",false
19943,2003315,N,5,2,0,BwL,"Durf, Oberst, hann. Armee",false
19944,2003325,N,1,2,0,,"Großbritannien, Edward, Prinz",false
19945,2003326,G,1,5,3,Fu,"Fulda, St.",false
19946,2003326,G,1,5,3,HK,"Kassel (Cassel), St.",false
19947,2003326,I,5,0,0,fr,"Prinz Joseph, kursächs. Trp., fr. Armee",false
19948,2003326,I,5,0,0,fr,"Prinz Xaver, kursächs. Trp., fr. Armee",false
19949,2003326,I,5,0,0,fr,"Lubomirsky, kursächs Trp., fr. Armee",false
19950,2003326,I,5,0,0,fr,"Garde zu Fuß, kursächs. Trp., fr. Armee",false
19951,2003326,I,5,0,0,fr,"Prinz Sachsen-Gotha, kursächs. Trp., fr. Armee",false
19952,2003326,I,5,0,0,fr,"Nochau, kursächs. Trp., fr. Armee",false
19953,2003326,I,5,0,0,fr,"Prinz Friedrich, kursächs. Trp., fr. Armee",false
19954,2003326,I,5,0,0,fr,"Graf Brühl, kursächs. Trp., fr. Armee",false
19955,2003326,I,5,0,0,fr,"Minkwitz, kursächs. Trp., fr. Armee",false
19956,2003326,I,5,0,0,fr,"Prinz Clemens, kursächs. Trp., fr. Armee",false
19957,2003326,I,5,0,0,fr,"Prinz Maximilian, kursächs. Trp., fr. Armee",false
19958,2003326,I,5,0,0,fr,"Princesse Royale, kursächs. Trp., fr. Armee",false
19959,2003326,N,1,2,0,,"Sachsen, Xaver, Pz., fr. Armee in Hessen-Kassel",false
19960,2003327,G,1,5,3,HK,"Wolfhagen (Wolfshagen), St.",false
19961,2003327,G,1,5,3,HK,"Gundershausen, Ort",false
19962,2003329,G,1,5,8,BwL,"Hannoversch-Münden (Münden), St.",false
19963,2003329,G,1,5,3,HK,"Kassel (Cassel), St.",false
19964,2003330,G,1,5,8,Mb,"Rostock, St.",false
19965,2003330,N,1,1,0,,"Schweden, Adolf Friedrich, Kg.",false
19966,2003330,N,1,1,0,,"Mecklenburg-Schwerin, Friedrich, Hzg.",false
19967,2003330,N,5,2,0,S,"Löwenhaupt, Gf. von, OberstLt., schwed. Armee",false
19968,2003332,G,1,5,7,Sa,"Maxen, Ort",false
19969,2003332,G,1,5,7,Sa,"Dippoldiswalde, St.",false
19970,2003332,G,1,5,7,Sa,"Freiberg (Freyberg), St.",false
19971,2003332,G,1,5,7,Sa,"Frauenstein, St.",false
19972,2003332,G,1,5,7,Sa,"Pirna, St.",false
19973,2003332,G,1,5,7,Sa,"Struppen, Ort bei Pirna",false
19974,2003332,G,1,5,7,Sa,"Dresden, St.",false
19975,2003332,N,1,2,0,,"Preußen/Hohenzollern, Heinrich, Pz.",false
19976,2003333,G,1,5,7,Sa,"Meissen, St.",false
19977,2003333,G,1,5,7,Sa,"Großenhain (Grossen=hayn, Großenhayn), Ort bei Dresden",false
19978,2003334,G,1,5,7,Sa,"Torgau, St.",false
19979,2003334,I,5,0,0,pr,"Salmonthisches Grenadiers Regiment, pr. Armee in Sachsen",false
19980,2003335,G,1,7,9,,"Elbe, Fl.",false
19981,2003336,E,0,0,0,,Kroaten im österr. Heer,false
19982,2003338,G,1,5,7,Sa,"Pirna, St.",false
19983,2003341,G,1,5,9,,"Berlin, St.",false
19984,2003341,N,1,3,0,+,"Zobel, Friedrich, Wilhelm, Reichsfreiherr, Ritter des Hoch- und Teutschmeisterordens, Kommandeur von  Münnerstadt",false
19985,2003342,N,1,1,0,,"Preußen/Hohenzollern, Friedrich II., Kg.",false
19986,2003342,N,5,1,0,KK,"Daun, Leopold Joseph, Gf. v., GFM, österr. Armee",false
19987,2003342,G,1,5,7,Sa,"Neustadt, St.",false
19988,2003343,G,1,5,9,,"Zorndorf, Ort = Sarbinowo",false
19989,2003343,G,1,5,9,,"Berlin, St.",false
19990,2003343,G,1,5,9,Sl,"Breslau, St. = Wroclaw",false
19991,2003344,N,1,1,0,,"Portugal, Maria Anna Viktoria, Kg.in",false
19992,2003345,G,1,5,5,Bt,"Bayreuth, St.",false
19993,2003345,N,1,1,0,+,"Bayreuth/Brandenburg, Friederica Sophia Wilhelmina, Markgf.in",false
19994,2003346,G,1,5,4,Wü,"Stuttgart, St.",false
19995,2003346,G,1,5,4,Wü,"Ludwigsburg, St.",false
19996,2003346,N,1,1,0,,"Württemberg, Karl II. Eugen, Hzg.",false
19997,2003347,E,0,0,0,,Schwarze auf Jamaika,false
19998,2003350,G,1,6,4,,"Göny, St.",false
19999,2003350,G,1,6,4,,"Neßmühl, St.",false
20000,2003351,N,1,1,0,,"Österreich/Habsburg, Maria Theresia, Kr.in",false
20001,2003351,N,1,1,0,,"Österreich/Habsburg-Lothringen, Franz I. (Stephan), Kr.",false
20002,2003352,N,1,2,0,,"Österreich/Habsburg, Joseph, EHzg.",false
20003,2003352,N,1,2,0,,"Österreich/Habsburg, Karl Joseph, EHzg.",false
20004,2003352,N,1,2,0,,"Österreich/Habsburg, Peter Leopold",false
